Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,BOP,Pos
1,1,1,2017-10-04,ARI,,COL,W 11-8,NLWC G1,CG,5,5,1,3,0,2,0,1,0,0,0,2,7,0,0,0,0,0,1.000,0.78,0.174,16.29,2.02%,2.41,2,SS
2,2,2,2017-10-06,ARI,@,LAD,L 5-9,NLDS G1,CG,4,4,2,2,0,0,1,1,0,0,0,1,5,0,0,0,0,0,.500,0.44,-0.016,6.87,-0.16%,0.90,7,SS
3,3,3,2017-10-07,ARI,@,LAD,L 5-8,NLDS G2,CG,4,4,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,.333,0.80,-0.030,12.74,-0.33%,-0.14,8,SS
4,4,4,2017-10-09,ARI,,LAD,L 1-3,NLDS G3,CG,4,4,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,.333,1.31,-0.086,13.53,-0.57%,-0.33,2,SS
5,5,1,2023-10-03,ARI,@,MIL,W 6-3,NLWC G1,CG,5,5,1,1,0,0,1,1,0,0,0,1,4,0,0,0,0,0,.000,1.17,0.023,12.14,0.08%,-0.23,2,2B
6,6,2,2023-10-04,ARI,@,MIL,W 5-2,NLWC G2,CG,4,3,0,1,0,0,0,2,0,0,1,2,1,0,0,0,0,0,1.000,1.08,0.145,11.91,1.03%,0.92,2,2B
7,7,3,2023-10-07,ARI,@,LAD,W 11-2,NLDS G1,CG,5,5,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,.333,0.25,0.047,3.92,0.47%,-0.24,1,2B
8,8,4,2023-10-09,ARI,@,LAD,W 4-2,NLDS G2,CG,5,5,1,2,0,0,0,0,1,0,0,1,2,0,0,0,0,0,.500,0.87,0.012,13.36,0.12%,-0.32,2,2B
9,9,5,2023-10-11,ARI,,LAD,W 4-2,NLDS G3,CG,4,4,1,2,0,0,1,1,0,0,0,0,5,0,0,0,0,0,.333,0.46,0.093,4.80,0.55%,0.90,2,2B
10,10,6,2023-10-16,ARI,@,PHI,L 3-5,NLCS G1,CG,4,4,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,.500,0.82,-0.045,21.34,-0.71%,-0.66,2,2B
11,11,7,2023-10-17,ARI,@,PHI,L 0-10,NLCS G2,GS-8,4,4,0,2,1,0,0,0,0,0,0,1,3,0,0,0,0,0,.667,0.83,0.064,21.91,0.89%,0.20,2,2B
12,12,8,2023-10-19,ARI,,PHI,W 2-1,NLCS G3,CG,5,5,0,3,2,0,0,1,0,0,0,1,5,0,0,0,0,0,.750,2.00,0.211,41.71,2.45%,1.36,1,2B
13,13,9,2023-10-20,ARI,,PHI,W 6-5,NLCS G4,CG,5,4,2,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,.500,1.06,0.089,32.54,1.64%,0.73,1,2B
14,14,10,2023-10-21,ARI,,PHI,L 1-6,NLCS G5,CG,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.250,1.09,-0.070,45.25,-1.87%,-0.38,2,2B
15,15,11,2023-10-23,ARI,@,PHI,W 5-1,NLCS G6,CG,5,5,0,2,0,1,0,2,1,0,0,2,4,0,0,0,0,0,.667,0.56,0.110,21.85,2.79%,1.22,2,2B
16,16,12,2023-10-24,ARI,@,PHI,W 4-2,NLCS G7,CG,5,5,0,1,1,0,0,0,0,0,0,4,2,0,0,0,0,0,1.000,1.07,-0.015,89.00,-0.18%,-0.28,1,2B
17,17,13,2023-10-27,ARI,@,TEX,L 5-6 (11),WS G1,CG(11),5,5,0,1,1,0,0,2,1,0,0,0,2,0,0,0,0,0,.200,1.24,0.094,64.47,3.44%,1.11,2,2B
18,18,14,2023-10-28,ARI,@,TEX,W 9-1,WS G2,CG,5,5,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,.200,0.99,-0.063,52.48,-1.87%,0.39,1,2B
19,19,15,2023-10-30,ARI,,TEX,L 1-3,WS G3,CG,4,3,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,.333,1.13,-0.095,70.49,-3.88%,-0.49,2,2B
20,20,16,2023-10-31,ARI,,TEX,L 7-11,WS G4,CG,5,5,0,2,1,0,0,0,0,1,0,1,3,0,0,0,0,0,.500,0.38,-0.003,23.40,-0.17%,-0.75,1,2B
21,21,17,2023-11-01,ARI,,TEX,L 0-5,WS G5,CG,5,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,.000,1.02,0.130,37.36,2.84%,0.85,2,2B
,,,,,,,11-10,,,96,90,10,31,7,3,3,13,3,1,6,23,53,1,0,0,0,0,.438,0.91,0.769,29.40,8.58%,7.19,,
