Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),BOP,Pos
1,1,1,2018-10-02,CHC,,COL,L 1-2 (13),NLWC G1,11-12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,4.37,-0.112,91.04,-1.31%,-0.44,,,8,PH
2,2,1,2020-09-30,CHC,,MIA,L 1-5,NLWC G1,CG,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,0.89,-0.095,9.23,-0.56%,-1.24,,,8,DH
3,3,2,2020-10-02,CHC,,MIA,L 0-2,NLWC G2,GS-7,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.500,0.81,0.014,8.93,0.08%,0.10,,,9,C
4,4,1,2024-10-01,HOU,,DET,L 1-3,ALWC G1,CG,4,4,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,.500,2.01,-0.163,20.86,-1.07%,-0.99,3.00,3.00,7,1B
5,5,2,2024-10-02,HOU,,DET,L 2-5,ALWC G2,CG,4,2,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,.000,1.36,0.079,15.01,0.55%,0.34,6.00,9.20,6,1B
,,,,,,,0-5,,,15,13,1,2,0,0,0,0,0,0,0,4,2,0,2,0,0,0,.222,1.53,-0.277,29.01,-2.31%,-2.23,9.00,12.20,,
