Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,BOP,Pos
1,1,1,2019-10-03,STL,@,ATL,W 7-6,NLDS G1,8-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,2.39,-0.063,37.45,-0.56%,-0.26,9,CF
2,2,4,2019-10-07,STL,,ATL,W 5-4 (10),NLDS G4,7-8,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1.41,-0.035,27.48,-0.44%,-0.16,9,PH
3,3,5,2019-10-09,STL,@,ATL,W 13-1,NLDS G5,9-GF,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0.00,0.000,0.00,0.00%,-0.18,9,PH RF
4,4,6,2019-10-11,STL,,WSN,L 0-2,NLCS G1,6-7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,1.63,0.073,42.42,1.22%,0.42,9,PH
5,5,9,2019-10-15,STL,@,WSN,L 4-7,NLCS G4,3-3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0.36,-0.009,3.98,-0.05%,-0.31,9,PH
6,6,1,2020-09-29,TBR,,TOR,W 3-1,ALWC G1,GS-9,4,4,1,1,0,1,0,0,0,0,0,1,3,0,0,0,0,0,.333,0.94,0.117,9.77,0.67%,0.70,3,LF
7,7,2,2020-09-30,TBR,,TOR,W 8-2,ALWC G2,CG,5,4,2,3,2,0,0,1,0,1,1,0,5,0,0,0,0,0,.750,0.24,0.063,2.32,0.35%,1.69,2,DH
8,8,3,2020-10-05,TBR,,NYY,L 3-9,ALDS G1,CG,4,4,2,3,0,0,1,1,0,0,0,0,6,0,0,0,0,0,.667,1.18,0.140,18.41,1.39%,1.42,3,LF
9,9,4,2020-10-06,TBR,,NYY,W 7-5,ALDS G2,CG,4,4,1,2,0,0,1,1,0,0,0,1,5,0,0,0,0,0,.500,0.49,0.103,7.47,0.88%,0.82,3,LF
10,10,5,2020-10-07,TBR,@,NYY,W 8-4,ALDS G3,CG,5,4,2,3,0,0,1,1,0,0,1,0,6,0,0,0,0,0,.667,0.32,0.098,6.65,1.29%,1.41,3,LF
11,11,6,2020-10-08,TBR,@,NYY,L 1-5,ALDS G4,CG,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,1.13,-0.123,21.96,-1.35%,-1.08,3,LF
12,12,7,2020-10-09,TBR,,NYY,W 2-1,ALDS G5,GS-9,4,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,.000,1.19,-0.057,49.58,-1.35%,-0.20,3,LF
13,13,8,2020-10-11,TBR,,HOU,W 2-1,ALCS G1,CG,4,4,1,1,0,0,1,1,0,0,0,3,4,0,0,0,0,0,,1.17,0.043,30.42,0.80%,-0.08,2,DH
14,14,9,2020-10-12,TBR,,HOU,W 4-2,ALCS G2,GS-9,4,4,1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,.667,0.35,0.030,9.12,0.45%,0.47,3,LF
15,15,10,2020-10-13,TBR,@,HOU,W 5-2,ALCS G3,CG,5,4,1,3,1,0,0,0,0,0,1,0,4,0,0,0,0,1,.750,0.70,0.098,14.50,1.15%,1.07,2,LF
16,16,11,2020-10-14,TBR,@,HOU,L 3-4,ALCS G4,CG,4,4,1,1,0,0,1,2,0,0,0,3,4,0,0,0,0,0,,1.29,0.111,12.51,0.60%,1.05,3,LF
17,17,12,2020-10-15,TBR,@,HOU,L 3-4,ALCS G5,CG,5,5,1,1,0,0,1,1,0,0,0,2,4,0,0,0,0,0,.000,1.48,-0.068,26.95,-0.78%,0.00,2,LF
18,18,13,2020-10-16,TBR,,HOU,L 4-7,ALCS G6,CG,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,0.61,-0.043,23.76,-1.06%,-0.78,2,DH
19,19,14,2020-10-17,TBR,,HOU,W 4-2,ALCS G7,CG,4,4,1,1,0,0,1,2,0,0,0,1,4,0,0,0,0,0,.000,0.60,0.138,50.21,6.45%,0.97,3,LF
20,20,15,2020-10-20,TBR,@,LAD,L 3-8,WS G1,CG,4,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.000,0.61,0.002,31.85,0.21%,-0.08,3,DH
21,21,16,2020-10-21,TBR,@,LAD,W 6-4,WS G2,GS-9,5,3,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,.333,0.44,0.018,23.47,0.59%,0.32,3,LF
22,22,17,2020-10-23,TBR,,LAD,L 2-6,WS G3,CG,4,4,1,1,0,0,1,1,0,0,0,2,4,0,0,0,0,0,.000,0.25,-0.026,15.67,-1.05%,0.54,3,LF
23,23,18,2020-10-24,TBR,,LAD,W 8-7,WS G4,CG,5,4,3,3,0,0,1,1,0,1,1,0,6,1,0,0,0,0,.667,1.60,0.160,97.74,6.70%,1.08,2,DH
