Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),BOP,Pos
1,1,1,2018-10-03,OAK,@,NYY,L 2-7,ALWC G1,CG,4,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.000,0.89,0.032,18.44,0.37%,0.25,,,5,1B
2,2,1,2019-10-02,OAK,,TBR,L 1-5,ALWC G1,CG,4,3,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,.500,1.02,-0.047,21.20,-0.64%,-0.51,,,4,1B
3,3,1,2020-09-29,OAK,,CHW,L 1-4,ALWC G1,CG,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,.000,0.77,-0.081,7.94,-0.54%,-0.82,,,4,1B
4,4,2,2020-09-30,OAK,,CHW,W 5-3,ALWC G2,CG,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,1.02,0.157,11.28,0.98%,1.94,,,6,1B
5,5,3,2020-10-01,OAK,,CHW,W 6-4,ALWC G3,CG,5,3,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,,1.77,-0.018,36.79,-0.32%,-0.40,,,5,1B
6,6,4,2020-10-05,OAK,,HOU,L 5-10,ALDS G1,CG,4,3,2,1,0,0,1,1,0,0,1,1,4,0,0,0,0,0,.000,0.88,0.102,13.79,0.84%,0.84,,,5,1B
7,7,5,2020-10-06,OAK,,HOU,L 2-5,ALDS G2,CG,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.000,0.86,-0.096,13.11,-0.91%,-0.85,,,6,1B
8,8,6,2020-10-07,OAK,@,HOU,W 9-7,ALDS G3,CG,5,4,1,1,0,0,1,1,0,0,1,1,4,0,0,0,0,0,.000,0.99,0.073,10.27,0.53%,0.57,,,5,1B
9,9,7,2020-10-08,OAK,@,HOU,L 6-11,ALDS G4,CG,4,4,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,.500,0.42,-0.001,9.38,0.00%,-0.84,,,5,1B
10,10,1,2022-10-11,ATL,,PHI,L 6-7,NLDS G1,CG,5,3,2,2,0,0,1,3,0,0,2,0,5,0,0,0,0,0,.500,1.01,0.148,15.82,1.50%,3.03,,,4,1B
11,11,2,2022-10-12,ATL,,PHI,W 3-0,NLDS G2,CG,4,3,1,1,0,0,0,1,0,0,1,2,1,0,0,0,0,0,1.000,1.10,0.133,16.77,1.14%,0.78,,,3,1B
12,12,3,2022-10-14,ATL,@,PHI,L 1-9,NLDS G3,CG,4,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.000,0.63,0.027,13.23,0.37%,0.30,,,3,1B
13,13,4,2022-10-15,ATL,@,PHI,L 3-8,NLDS G4,CG,4,4,1,1,0,0,1,1,0,0,0,2,4,0,0,0,0,0,.000,0.38,0.056,8.42,0.70%,0.64,,,3,1B
14,14,1,2023-10-07,ATL,,PHI,L 0-3,NLDS G1,CG,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.250,1.41,-0.094,22.09,-0.92%,-0.56,,,3,1B
15,15,2,2023-10-09,ATL,,PHI,W 5-4,NLDS G2,CG,4,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.250,0.71,0.071,10.80,0.70%,0.56,,,4,1B
16,16,3,2023-10-11,ATL,@,PHI,L 2-10,NLDS G3,CG,5,4,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,.333,0.41,0.027,8.49,0.36%,-0.58,,,4,1B
17,17,4,2023-10-12,ATL,@,PHI,L 1-3,NLDS G4,CG,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.250,0.87,-0.051,19.17,-0.61%,-0.33,,,4,1B
18,18,1,2024-10-01,ATL,@,SDP,L 0-4,NLWC G1,CG,4,4,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,.333,0.82,-0.038,8.48,-0.23%,-0.57,3.00,3.00,4,1B
19,19,2,2024-10-02,ATL,@,SDP,L 4-5,NLWC G2,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.84,-0.091,8.24,-0.50%,-0.82,0.00,0.00,4,1B
,,,,,,,5-14,,,78,64,9,13,0,0,4,8,0,0,14,17,25,2,0,0,0,0,.209,0.89,0.309,14.41,2.82%,2.66,3.00,3.00,,
