Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,BOP,Pos
1,1,1,2022-10-07,STL,,PHI,L 3-6,NLWC G1,CG,4,3,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,.500,0.90,0.095,9.34,0.55%,0.73,1,RF LF
2,2,2,2022-10-08,STL,,PHI,L 0-2,NLWC G2,CG,4,3,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0,0,.500,1.20,0.044,13.24,0.25%,0.36,1,CF
,,,,,,,0-2,,,8,6,0,2,1,0,0,0,0,0,2,2,3,0,0,0,0,0,.500,1.05,0.139,11.29,0.80%,1.09,,
