Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,BOP,Pos
1,1,1,2017-10-03,MIN,@,NYY,L 4-8,ALWC G1,CG,4,3,0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,.333,1.08,0.083,22.40,1.06%,1.06,6,RF
2,2,1,2019-10-04,MIN,@,NYY,L 4-10,ALDS G1,CG,4,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.000,0.80,0.020,12.58,0.15%,0.24,6,CF
3,3,2,2019-10-05,MIN,@,NYY,L 2-8,ALDS G2,CG,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,0.36,-0.038,5.80,-0.35%,-0.66,1,CF
4,4,3,2019-10-07,MIN,,NYY,L 1-5,ALDS G3,CG,5,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.000,1.59,-0.136,16.53,-0.92%,-1.22,1,CF
5,5,1,2020-09-29,MIN,,HOU,L 1-4,ALWC G1,CG,4,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.000,1.22,-0.044,12.63,-0.25%,-0.29,3,RF
6,6,2,2020-09-30,MIN,,HOU,L 1-3,ALWC G2,CG,4,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.000,1.69,-0.125,18.72,-0.90%,-0.63,2,CF
7,7,1,2023-10-03,MIN,,TOR,W 3-1,ALWC G1,CG,4,4,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,.333,0.37,-0.020,3.84,-0.12%,-0.37,4,RF
8,8,2,2023-10-04,MIN,,TOR,W 2-0,ALWC G2,CG,4,4,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,.500,0.85,0.019,8.32,0.11%,-0.12,4,RF
9,9,3,2023-10-07,MIN,@,HOU,L 4-6,ALDS G1,CG,4,3,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0,0,.500,0.82,0.023,12.85,0.19%,-0.04,4,RF
10,10,4,2023-10-08,MIN,@,HOU,W 6-2,ALDS G2,CG,4,4,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,.500,0.25,0.010,3.99,0.09%,-0.20,8,RF
11,11,5,2023-10-10,MIN,,HOU,L 1-9,ALDS G3,CG,4,4,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,.500,1.26,-0.029,26.24,-0.39%,-0.52,3,RF
12,12,6,2023-10-11,MIN,,HOU,L 2-3,ALDS G4,CG,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,1.13,-0.121,22.07,-1.49%,-0.62,4,RF
,,,,,,,3-9,,,49,41,2,6,3,0,0,0,0,0,8,14,9,0,0,0,0,0,.222,0.96,-0.358,13.83,-2.82%,-3.37,,
