Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),BOP,Pos
1,1,1,2018-10-03,OAK,@,NYY,L 2-7,ALWC G1,CG,4,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,.000,0.88,-0.006,18.34,-0.06%,-0.24,,,7,CF
2,2,1,2019-10-02,OAK,,TBR,L 1-5,ALWC G1,CG,4,3,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,.333,0.91,-0.067,18.86,-0.89%,-0.65,,,2,RF
3,3,1,2020-09-29,OAK,,CHW,L 1-4,ALWC G1,CG,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,.000,1.39,-0.106,14.38,-0.71%,-0.81,,,7,CF
4,4,2,2020-09-30,OAK,,CHW,W 5-3,ALWC G2,CG,4,4,1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,.667,0.38,0.031,4.25,0.19%,0.31,,,3,CF
5,5,3,2020-10-01,OAK,,CHW,W 6-4,ALWC G3,CG,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,0.78,-0.079,16.25,-0.99%,-0.80,,,8,CF
6,6,4,2020-10-05,OAK,,HOU,L 5-10,ALDS G1,CG,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,0.55,-0.072,8.54,-0.66%,-0.99,,,8,CF
7,7,5,2020-10-06,OAK,,HOU,L 2-5,ALDS G2,CG,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,0.83,-0.065,12.76,-0.64%,-0.60,,,8,CF
8,8,6,2020-10-07,OAK,@,HOU,W 9-7,ALDS G3,CG,5,4,1,1,1,0,0,0,0,0,1,0,2,1,0,0,0,0,.250,1.18,0.114,12.22,0.80%,0.19,,,8,CF
9,9,7,2020-10-08,OAK,@,HOU,L 6-11,ALDS G4,CG,4,4,2,2,0,0,2,4,0,0,0,0,8,0,0,0,0,0,.000,0.85,0.322,18.86,4.39%,2.91,,,7,CF
10,10,1,2024-10-01,ATL,@,SDP,L 0-4,NLWC G1,CG,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,0.72,-0.073,7.51,-0.42%,-0.84,0.00,0.00,6,LF
11,11,2,2024-10-02,ATL,@,SDP,L 4-5,NLWC G2,CG,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,1.33,-0.130,12.98,-0.73%,-0.92,0.00,0.00,6,LF
,,,,,,,3-8,,,43,40,4,6,1,0,2,6,0,0,2,14,13,1,0,0,1,0,.160,0.88,-0.131,13.18,0.28%,-2.46,0.00,0.00,,
