Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),BOP,Pos
1,1,1,2022-10-11,ATL,,PHI,L 6-7,NLDS G1,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.99,-0.089,15.43,-0.89%,-1.11,,,8,CF
2,2,2,2022-10-12,ATL,,PHI,W 3-0,NLDS G2,CG,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.65,-0.051,9.90,-0.44%,-0.78,,,6,CF
3,3,3,2022-10-14,ATL,@,PHI,L 1-9,NLDS G3,CG,4,4,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,.333,0.49,-0.012,10.33,-0.13%,0.20,,,6,CF
4,4,4,2022-10-15,ATL,@,PHI,L 3-8,NLDS G4,CG,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,0.63,-0.048,13.95,-0.59%,-0.49,,,6,CF
5,5,1,2023-10-07,ATL,,PHI,L 0-3,NLDS G1,CG,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,1.69,-0.178,26.43,-1.74%,-1.53,,,6,CF
6,6,2,2023-10-09,ATL,,PHI,W 5-4,NLDS G2,CG,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,1.22,-0.095,18.70,-0.94%,-0.60,,,9,CF
7,7,3,2023-10-11,ATL,@,PHI,L 2-10,NLDS G3,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.55,-0.057,11.50,-0.68%,-1.19,,,9,CF
8,8,4,2023-10-12,ATL,@,PHI,L 1-3,NLDS G4,GS-7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.79,-0.007,17.35,-0.08%,-0.02,,,9,CF
9,9,1,2024-10-01,ATL,@,SDP,L 0-4,NLWC G1,CG,4,4,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,.667,0.65,0.030,6.77,0.21%,0.32,6.00,6.00,1,CF
10,10,2,2024-10-02,ATL,@,SDP,L 4-5,NLWC G2,CG,4,4,2,3,1,0,1,2,0,0,0,0,7,0,0,0,0,0,.667,0.85,0.221,8.33,1.26%,2.40,26.00,34.40,1,CF
,,,,,,,2-8,,,35,35,2,6,1,0,1,3,1,0,0,6,10,0,0,0,0,0,.179,0.85,-0.286,13.87,-4.02%,-2.79,32.00,40.40,,
