Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,BOP,Pos
1,1,1,2019-10-03,STL,@,ATL,W 7-6,NLDS G1,CG,5,4,1,2,0,0,0,0,0,0,1,1,2,0,0,0,0,1,.667,1.15,-0.057,18.08,-0.60%,-1.03,6,SS
2,2,2,2019-10-04,STL,@,ATL,L 0-3,NLDS G2,CG,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,1.02,-0.038,15.66,-0.31%,-0.31,7,SS
3,3,3,2019-10-06,STL,,ATL,L 1-3,NLDS G3,CG,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,0.85,-0.070,17.78,-0.82%,-1.06,8,SS
4,4,4,2019-10-07,STL,,ATL,W 5-4 (10),NLDS G4,CG(10),4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,1.81,-0.116,35.23,-1.35%,-1.29,8,SS
5,5,5,2019-10-09,STL,@,ATL,W 13-1,NLDS G5,CG,5,4,1,2,1,0,0,2,0,0,1,2,3,0,0,0,0,1,1.000,0.15,0.005,6.17,0.14%,1.39,8,SS
6,6,6,2019-10-11,STL,,WSN,L 0-2,NLCS G1,CG,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,1.17,-0.089,30.46,-1.47%,-0.57,8,SS
7,7,7,2019-10-12,STL,,WSN,L 1-3,NLCS G2,CG,3,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,.500,0.99,-0.054,25.49,-0.90%,-0.35,8,SS
8,8,8,2019-10-14,STL,@,WSN,L 1-8,NLCS G3,CG,3,3,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,.667,0.59,0.008,12.22,0.09%,1.02,8,SS
9,9,9,2019-10-15,STL,@,WSN,L 4-7,NLCS G4,CG,4,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,,0.62,0.022,6.79,0.14%,-0.06,6,SS
10,10,1,2020-09-30,STL,@,SDP,W 7-4,NLWC G1,CG,5,2,1,2,1,0,0,1,0,0,2,0,3,0,1,0,0,0,1.000,0.70,0.142,7.26,0.94%,2.58,6,SS
11,11,2,2020-10-01,STL,@,SDP,L 9-11,NLWC G2,CG,5,4,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,.000,1.89,-0.203,21.01,-1.30%,-1.18,6,SS
12,12,3,2020-10-02,STL,@,SDP,L 0-4,NLWC G3,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,1.17,-0.124,24.43,-1.49%,-1.08,6,SS
13,13,1,2021-10-06,STL,@,LAD,L 1-3,NLWC G1,8-GF,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,2.35,-0.061,48.96,-0.72%,-0.25,9,SS
14,14,1,2022-10-07,STL,,PHI,L 3-6,NLWC G1,8-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.47,-0.012,4.88,-0.08%,-0.28,5,SS
,,,,,,,4-10,,,49,42,5,9,2,0,0,3,0,0,6,17,11,0,1,0,0,2,.360,1.03,-0.647,19.60,-7.73%,-2.46,,
