Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),BOP,Pos
1,1,1,2018-10-04,MIL,,COL,W 3-2 (10),NLDS G1,CG(10),4,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.250,1.05,-0.065,16.38,-0.57%,-0.03,,,8,SS
2,2,2,2018-10-05,MIL,,COL,W 4-0,NLDS G2,8-GF,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,0.000,,0.00%,0.00,,,4,PR SS
3,3,3,2018-10-07,MIL,@,COL,W 6-0,NLDS G3,CG,4,4,1,1,0,0,1,1,0,0,0,2,4,0,0,0,0,0,.000,0.75,-0.090,7.78,-0.60%,-0.32,,,8,SS
4,4,4,2018-10-12,MIL,,LAD,W 6-5,NLCS G1,CG,4,4,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,.250,0.68,0.046,17.82,0.62%,-0.26,,,8,SS
5,5,5,2018-10-13,MIL,,LAD,L 3-4,NLCS G2,CG,4,4,1,1,0,0,1,1,0,0,0,0,4,0,0,0,0,0,.000,1.37,0.038,36.10,0.38%,0.43,,,8,SS
6,6,6,2018-10-15,MIL,@,LAD,W 4-0,NLCS G3,CG,4,4,1,2,0,0,1,2,0,0,0,1,5,0,0,0,0,0,.500,0.48,0.085,14.98,1.72%,0.72,,,8,SS
7,7,7,2018-10-16,MIL,@,LAD,L 1-2 (13),NLCS G4,CG(13),5,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.200,2.01,-0.173,61.41,-3.15%,-1.02,,,8,SS
8,8,8,2018-10-17,MIL,@,LAD,L 2-5,NLCS G5,GS-8,2,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.000,0.82,0.005,33.81,0.05%,0.03,,,8,SS
9,9,9,2018-10-19,MIL,,LAD,W 7-2,NLCS G6,CG,4,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,.333,0.44,0.009,19.69,0.23%,0.07,,,8,SS
10,10,10,2018-10-20,MIL,,LAD,L 1-5,NLCS G7,CG,3,3,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,.667,0.83,-0.003,68.89,-0.19%,0.10,,,8,SS
11,11,1,2019-10-01,MIL,@,WSN,L 3-4,NLWC G1,CG,4,4,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,.333,1.53,-0.129,31.82,-1.57%,-0.68,,,8,SS
