Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,BOP,Pos
1,1,1,2014-10-03,STL,@,LAD,W 10-9,NLDS G1,CG,5,4,2,1,0,0,1,1,0,0,1,1,4,0,0,0,0,0,.000,0.72,0.077,11.26,0.78%,0.52,2,RF
2,2,2,2014-10-04,STL,@,LAD,L 2-3,NLDS G2,CG,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,1.09,-0.110,16.60,-0.93%,-0.70,8,RF
3,3,3,2014-10-06,STL,,LAD,W 3-1,NLDS G3,CG,4,4,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,.333,0.58,-0.038,12.15,-0.42%,-0.28,2,RF
4,4,4,2014-10-07,STL,,LAD,W 3-2,NLDS G4,CG,4,4,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1.000,0.74,0.016,16.55,0.17%,0.03,2,RF
5,5,5,2014-10-11,STL,,SFG,L 0-3,NLCS G1,CG,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,0.85,-0.079,22.08,-1.26%,-0.78,2,RF
6,6,6,2014-10-12,STL,,SFG,W 5-4,NLCS G2,CG,3,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,.333,2.01,-0.013,51.60,-0.29%,0.39,8,RF
7,7,7,2014-10-14,STL,@,SFG,L 4-5 (10),NLCS G3,CG(10),4,4,1,1,0,0,1,1,0,0,0,2,4,0,0,0,0,0,.000,1.02,0.153,32.07,2.68%,0.51,8,RF
8,8,8,2014-10-15,STL,@,SFG,L 4-6,NLCS G4,CG,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,1.05,-0.104,33.69,-2.07%,-0.93,8,RF
9,9,9,2014-10-16,STL,@,SFG,L 3-6,NLCS G5,CG,4,4,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,.333,1.27,0.028,30.42,0.51%,-0.05,6,RF LF
10,10,1,2015-10-09,STL,,CHC,W 4-0,NLDS G1,GS-7,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,0.96,-0.051,15.06,-0.45%,-0.57,6,RF
11,11,2,2015-10-10,STL,,CHC,L 3-6,NLDS G2,5-6,1,1,1,1,0,0,1,1,0,0,0,0,4,0,0,0,0,0,,0.26,0.056,4.17,0.57%,1.00,9,PH
12,12,3,2015-10-12,STL,@,CHC,L 6-8,NLDS G3,6-GF,2,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.000,0.47,-0.011,9.91,-0.13%,0.19,9,CF
13,13,4,2015-10-13,STL,@,CHC,L 4-6,NLDS G4,GS-8,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,1.93,-0.032,43.20,-0.44%,-0.27,6,CF
14,14,1,2020-09-29,TOR,@,TBR,L 1-3,ALWC G1,CG,4,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,.000,1.10,-0.094,11.41,-0.54%,-0.59,3,CF
15,15,2,2020-09-30,TOR,@,TBR,L 2-8,ALWC G2,CG,4,4,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1.000,0.36,-0.016,3.50,-0.07%,-0.08,5,CF
,,,,,,,5-10,,,52,50,5,9,0,0,3,4,0,0,2,22,18,0,0,0,0,0,.240,0.95,-0.218,20.91,-1.89%,-1.61,,
