Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),BOP,Pos
1,1,1,2022-10-07,PHI,@,STL,W 6-3,NLWC G1,GS-8,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.500,1.61,-0.011,16.71,-0.03%,0.03,,,9,CF
2,2,3,2022-10-11,PHI,@,ATL,W 7-6,NLDS G1,CG,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,.000,0.45,-0.043,7.05,-0.43%,-0.86,,,8,CF LF
3,3,4,2022-10-12,PHI,@,ATL,L 0-3,NLDS G2,8-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.90,-0.023,13.78,-0.20%,-0.24,,,7,PH CF
4,4,5,2022-10-14,PHI,,ATL,W 9-1,NLDS G3,7-GF,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,0.000,,0.00%,0.00,,,1,PR LF
5,5,6,2022-10-15,PHI,,ATL,W 8-3,NLDS G4,8-GF,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,1,LF
6,6,7,2022-10-18,PHI,@,SDP,W 2-0,NLCS G1,8-GF,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,1,LF
7,7,8,2022-10-19,PHI,@,SDP,L 5-8,NLCS G2,CG,4,4,1,1,1,0,0,1,0,0,0,3,2,0,0,0,0,0,1.000,0.69,0.051,17.77,0.87%,0.59,,,8,CF
8,8,9,2022-10-21,PHI,,SDP,W 4-2,NLCS G3,7-GF,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,1,PR LF
9,9,10,2022-10-22,PHI,,SDP,W 10-6,NLCS G4,9-GF,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,1,LF
10,10,13,2022-10-29,PHI,@,HOU,L 2-5,WS G2,GS-7,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.000,1.13,-0.094,57.94,-2.73%,-0.97,,,8,CF
11,11,14,2022-11-01,PHI,,HOU,W 7-0,WS G3,9-GF,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,5,RF
12,12,17,2022-11-05,PHI,@,HOU,L 1-4,WS G6,GS-8,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,0.85,0.000,66.36,-0.01%,0.05,,,8,CF
13,13,1,2024-10-01,DET,@,HOU,W 3-1,ALWC G1,CG,5,4,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,.333,0.61,0.022,6.33,0.18%,0.08,7.00,9.50,1,3B
14,14,2,2024-10-02,DET,@,HOU,W 5-2,ALWC G2,CG,5,4,1,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1.000,1.03,0.105,11.41,0.64%,0.38,7.00,9.20,3,RF
15,15,3,2024-10-05,DET,@,CLE,L 0-7,ALDS G1,CG,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,0.44,-0.034,6.89,-0.31%,-0.76,0.00,0.00,3,CF RF
16,16,4,2024-10-07,DET,@,CLE,W 3-0,ALDS G2,CG,5,3,0,2,1,0,0,0,0,0,2,1,3,0,0,0,0,0,1.000,0.79,0.143,12.58,1.40%,1.08,12.00,15.00,2,3B
17,17,5,2024-10-09,DET,,CLE,W 3-0,ALDS G3,CG,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,.000,1.05,-0.029,21.86,-0.34%,-0.72,2.00,3.50,3,3B
18,18,6,2024-10-10,DET,,CLE,L 4-5,ALDS G4,CG,5,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,.000,1.49,-0.193,33.04,-2.61%,-1.14,0.00,0.00,3,RF 1B
19,19,7,2024-10-12,DET,@,CLE,L 3-7,ALDS G5,CG,5,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,.000,0.98,-0.117,40.92,-2.95%,-1.33,0.00,0.00,2,3B
,,,,,,,12-7,,,48,41,3,6,2,0,0,3,0,0,5,18,8,1,0,1,1,0,.250,0.89,-0.223,24.05,-6.52%,-3.81,28.00,37.20,,
