Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),BOP,Pos
1,1,1,2022-10-11,NYY,,CLE,W 4-1,ALDS G1,CG,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,.000,1.06,0.011,16.66,0.08%,-0.16,,,8,C
2,2,2,2022-10-14,NYY,,CLE,L 2-4 (10),ALDS G2,GS-6,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,0.63,-0.034,9.99,-0.30%,-0.45,,,8,C
3,3,4,2022-10-16,NYY,@,CLE,W 4-2,ALDS G4,CG,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,0.48,0.006,10.56,0.09%,-0.05,,,8,C
4,4,5,2022-10-18,NYY,,CLE,W 5-1,ALDS G5,CG,4,4,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,.333,0.35,-0.024,14.69,-0.57%,-0.39,,,8,C
5,5,6,2022-10-19,NYY,@,HOU,L 2-4,ALCS G1,CG,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,0.63,-0.062,16.51,-0.95%,-0.58,,,9,C
6,6,8,2022-10-22,NYY,,HOU,L 0-5,ALCS G3,CG,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.79,-0.052,16.53,-0.69%,-0.68,,,9,C
7,7,9,2022-10-23,NYY,,HOU,L 5-6,ALCS G4,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,1.60,-0.169,15.58,-1.01%,-1.05,,,9,C
8,8,7,2024-10-17,NYY,@,CLE,L 5-7 (10),ALCS G3,GS-8,2,2,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,.500,1.42,-0.018,29.58,-0.19%,-0.19,5.00,6.50,9,C
9,9,9,2024-10-19,NYY,@,CLE,W 5-2 (10),ALCS G5,10-GF(10),0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,0.00,0.00,8,C
10,10,11,2024-10-26,NYY,@,LAD,L 2-4,WS G2,9-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,5.68,-0.142,299.95,-4.24%,-0.76,0.00,0.00,8,PH
11,11,12,2024-10-28,NYY,,LAD,L 2-4,WS G3,GS-7,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,0.80,-0.040,33.13,-1.06%,-0.39,0.00,0.00,8,C
,,,,,,,4-7,,,28,27,0,2,0,0,0,2,0,1,0,7,2,0,0,0,1,0,.095,1.04,-0.524,46.32,-8.84%,-4.69,5.00,6.50,,
