Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),BOP,Pos
1,1,1,2019-10-04,MIN,@,NYY,L 4-10,ALDS G1,GS-8,3,3,1,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,.333,1.51,-0.079,23.71,-0.79%,-0.87,,,9,2B
2,2,2,2019-10-05,MIN,@,NYY,L 2-8,ALDS G2,CG,4,4,0,2,2,0,0,1,0,0,0,2,4,0,0,0,0,0,1.000,0.34,-0.027,5.40,-0.23%,0.85,,,6,2B 3B
3,3,3,2019-10-07,MIN,,NYY,L 1-5,ALDS G3,CG,4,4,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,.500,1.35,0.078,14.01,0.45%,0.83,,,6,2B
4,4,1,2020-09-29,MIN,,HOU,L 1-4,ALWC G1,CG,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,1.01,-0.021,10.42,-0.11%,0.02,,,1,2B
5,5,2,2020-09-30,MIN,,HOU,L 1-3,ALWC G2,CG,4,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.000,1.37,-0.047,15.23,-0.29%,-0.34,,,1,2B
6,6,1,2023-10-03,MIA,@,PHI,L 1-4,NLWC G1,CG,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.250,0.72,-0.039,7.50,-0.23%,-0.47,,,1,2B
7,7,2,2023-10-04,MIA,@,PHI,L 1-7,NLWC G2,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.58,-0.061,5.70,-0.34%,-0.82,,,1,2B
8,8,1,2024-10-01,SDP,,ATL,W 4-0,NLWC G1,CG,4,4,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,.250,0.43,0.002,4.44,0.01%,-0.41,5.00,6.20,1,DH
9,9,2,2024-10-02,SDP,,ATL,W 5-4,NLWC G2,CG,5,5,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,.400,0.47,0.024,4.61,0.16%,-0.12,8.00,9.20,1,DH
10,10,3,2024-10-05,SDP,@,LAD,L 5-7,NLDS G1,CG,5,5,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,.250,0.94,0.018,14.72,0.23%,0.20,5.00,6.20,1,DH
11,11,4,2024-10-06,SDP,@,LAD,W 10-2,NLDS G2,CG,5,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.200,0.41,-0.052,6.55,-0.50%,-0.40,5.00,6.20,1,1B
12,12,5,2024-10-08,SDP,,LAD,W 6-5,NLDS G3,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.000,0.85,-0.107,17.78,-1.28%,-1.30,0.00,0.00,1,1B
13,13,6,2024-10-09,SDP,,LAD,L 0-8,NLDS G4,CG,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.250,0.66,-0.061,14.65,-0.86%,-0.49,3.00,3.00,1,1B
14,14,7,2024-10-11,SDP,@,LAD,L 0-2,NLDS G5,CG,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.250,1.05,-0.026,43.86,-0.62%,-0.15,3.00,3.00,1,1B
,,,,,,,4-10,,,58,56,5,13,4,0,0,1,0,0,2,4,17,3,0,0,0,0,.250,0.82,-0.398,13.47,-4.40%,-3.47,29.00,33.80,,
