Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,BOP,Pos
1,1,1,2021-10-08,SFG,,LAD,W 4-0,NLDS G1,CG,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,0.33,-0.026,5.17,-0.22%,-0.37,5,RF LF
2,2,2,2021-10-09,SFG,,LAD,L 2-9,NLDS G2,6-GF,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,0.16,0.013,2.56,0.14%,0.16,3,PH RF
3,3,3,2021-10-11,SFG,@,LAD,W 1-0,NLDS G3,CG,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,0.89,-0.072,18.69,-0.88%,-0.66,6,LF
4,4,4,2021-10-12,SFG,@,LAD,L 2-7,NLDS G4,GS-4,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.500,1.09,0.041,21.28,0.45%,0.43,6,LF
5,5,5,2021-10-14,SFG,,LAD,L 1-2,NLDS G5,9-GF,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,4.68,-0.111,195.00,-2.95%,-0.30,6,PH
,,,,,,,2-3,,,11,10,1,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,.167,0.99,-0.155,48.54,-3.46%,-0.74,,
