Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,BOP,Pos
1,1,2,2015-10-10,LAD,,NYM,W 5-2,NLDS G2,CG,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,1.20,-0.119,18.33,-1.17%,-0.92,7,C
2,2,3,2015-10-12,LAD,@,NYM,L 7-13,NLDS G3,CG,4,4,0,1,0,0,0,2,0,0,0,2,1,0,0,0,0,0,.500,0.84,0.130,17.54,1.81%,1.27,7,C
3,3,5,2015-10-15,LAD,,NYM,L 2-3,NLDS G5,GS-8,3,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,,1.58,-0.068,65.83,-1.57%,-0.51,6,C
4,4,1,2016-10-07,LAD,@,WSN,W 4-3,NLDS G1,CG,4,4,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,.667,0.46,0.017,7.17,0.16%,0.18,7,C
5,5,2,2016-10-09,LAD,@,WSN,L 2-5,NLDS G2,CG,4,3,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,.000,1.80,-0.199,27.48,-1.82%,-2.11,7,C
6,6,3,2016-10-10,LAD,,WSN,L 3-8,NLDS G3,CG,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,0.86,-0.084,17.95,-1.11%,-0.84,6,C
7,7,4,2016-10-11,LAD,,WSN,W 6-5,NLDS G4,CG,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,1.09,-0.109,21.10,-1.18%,-1.38,7,C
8,8,5,2016-10-13,LAD,@,WSN,W 4-3,NLDS G5,GS-7,3,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,,1.76,0.026,73.34,0.80%,0.19,7,C
9,9,6,2016-10-15,LAD,@,CHC,L 4-8,NLCS G1,7-GF,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,2.49,-0.142,65.03,-2.10%,-0.76,6,PH C
10,10,7,2016-10-16,LAD,@,CHC,W 1-0,NLCS G2,CG,4,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,.000,0.65,0.035,17.06,0.58%,0.23,7,C
