Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,BOP,Pos
1,1,1,2016-10-07,CHC,,SFG,W 1-0,NLDS G1,9-GF,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,8,C
2,2,2,2016-10-08,CHC,,SFG,W 5-2,NLDS G2,CG,3,3,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,.667,0.76,0.049,12.17,0.44%,0.74,8,C
3,3,3,2016-10-10,CHC,@,SFG,L 5-6 (13),NLDS G3,7-GF(13),3,2,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1.000,1.58,0.060,16.35,0.43%,0.41,8,C LF
4,4,4,2016-10-11,CHC,@,SFG,W 6-5,NLDS G4,9-GF,1,1,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1.000,4.24,0.226,82.28,2.57%,0.90,5,PH LF
5,5,5,2016-10-15,CHC,,LAD,W 8-4,NLCS G1,9-GF,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,8,C
6,6,6,2016-10-16,CHC,,LAD,L 0-1,NLCS G2,CG,3,3,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1.000,1.61,-0.061,42.50,-1.02%,-0.27,7,C
7,7,7,2016-10-18,CHC,@,LAD,L 0-6,NLCS G3,8-GF,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0.47,-0.012,14.73,-0.21%,-0.23,8,PH C
8,8,8,2016-10-19,CHC,@,LAD,W 10-2,NLCS G4,CG,5,5,1,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,.333,0.73,0.192,23.31,3.94%,1.24,6,C
9,9,9,2016-10-20,CHC,@,LAD,W 8-4,NLCS G5,8-GF,2,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.500,0.37,0.025,15.34,0.68%,0.25,8,PH C
10,10,10,2016-10-22,CHC,,LAD,W 5-0,NLCS G6,CG,3,3,1,1,0,0,1,1,0,0,0,0,4,0,0,0,0,0,.000,0.48,0.023,18.76,0.49%,0.48,6,C
11,11,11,2016-10-25,CHC,@,CLE,L 0-6,WS G1,7-GF,2,2,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,.500,1.80,-0.091,93.76,-2.65%,-0.34,7,PH C
12,12,12,2016-10-26,CHC,@,CLE,W 5-1,WS G2,CG,5,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.000,0.57,0.010,30.05,0.32%,0.34,7,C
13,13,13,2016-10-28,CHC,,CLE,L 0-1,WS G3,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,2.15,-0.147,134.80,-5.68%,-0.80,5,C
14,14,14,2016-10-29,CHC,,CLE,L 2-7,WS G4,CG,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,.000,0.94,-0.102,57.64,-3.88%,-1.15,5,C
15,15,15,2016-10-30,CHC,,CLE,W 3-2,WS G5,7-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.75,-0.019,27.11,-0.38%,-0.24,9,C
