Rk,Gcar,Gtm,Date,Team,,Opp,Result,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,IBB,aLI,WPA,acLI,cWPA,RE24,BOP,Pos
1,472,1,2014-03-31,ATL,@,MIL,L 0-2,CG,4,4,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,0.85,-0.087,0.85,-0.05%,-0.74,3,1B
2,473,2,2014-04-01,ATL,@,MIL,W 5-2,CG,4,3,2,3,0,0,2,2,0,0,1,0,.429,.500,1.286,1.786,9,0,0,0,0,0,0.68,0.254,0.58,0.13%,2.49,3,1B
3,474,3,2014-04-02,ATL,@,MIL,W 1-0,CG,4,2,0,0,0,0,0,0,0,0,2,1,.333,.500,1.000,1.500,0,0,0,0,0,0,0.72,-0.014,0.67,-0.01%,0.10,3,1B
4,475,4,2014-04-04,ATL,@,WSN,W 2-1,CG,4,4,0,2,0,0,0,0,0,0,0,0,.385,.500,.846,1.346,2,0,0,0,0,0,1.21,0.157,1.38,0.11%,0.72,3,1B
5,476,5,2014-04-05,ATL,@,WSN,W 6-2,CG,5,2,1,2,1,0,0,0,0,0,3,0,.467,.619,.933,1.552,3,0,0,0,0,0,0.57,0.075,0.68,0.05%,1.47,3,1B
6,477,6,2014-04-06,ATL,@,WSN,L 1-2,CG,4,4,1,1,0,0,0,0,0,0,0,0,.421,.560,.789,1.349,1,0,0,0,0,0,1.29,-0.030,1.52,-0.02%,-0.16,3,1B
7,478,7,2014-04-08,ATL,,NYM,L 0-4,CG,4,4,0,1,1,0,0,0,0,0,0,0,.391,.517,.739,1.256,2,0,0,0,0,0,0.70,-0.038,0.77,-0.03%,-0.27,3,1B
8,479,8,2014-04-09,ATL,,NYM,W 4-3,CG,4,4,0,2,0,0,0,2,0,0,0,1,.407,.515,.704,1.219,2,0,0,0,0,0,0.87,0.020,0.97,0.01%,1.18,3,1B
9,480,9,2014-04-10,ATL,,NYM,L 4-6,CG,4,4,1,2,0,0,0,1,0,0,0,1,.419,.514,.677,1.191,2,0,0,0,0,0,1.38,0.076,1.55,0.05%,0.70,3,1B
10,481,10,2014-04-11,ATL,,WSN,W 7-6 (10),CG(10),5,4,1,1,1,0,0,0,0,0,0,0,.400,.500,.657,1.157,2,1,1,0,0,0,0.98,-0.087,1.17,-0.06%,-0.49,3,1B
11,482,11,2014-04-12,ATL,,WSN,W 6-3,CG,5,5,2,3,0,0,1,1,0,0,0,0,.425,.511,.725,1.236,6,0,0,0,0,0,0.41,0.039,0.52,0.03%,0.92,3,1B
