Rk,Gcar,Gtm,Date,Team,,Opp,Result,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,IBB,aLI,WPA,acLI,cWPA,RE24,BOP,Pos
1,669,1,2016-04-05,HOU,@,NYY,W 5-3,CG,5,4,2,1,1,0,0,0,1,0,1,0,.250,.400,.500,.900,2,0,0,0,0,0,1.38,0.134,1.31,0.08%,0.60,1,2B
2,670,2,2016-04-06,HOU,@,NYY,L 6-16,GS-7,4,3,1,1,0,0,0,0,0,0,0,0,.286,.444,.429,.873,1,0,1,0,0,0,0.57,-0.008,0.57,-0.01%,-0.03,1,2B
3,671,3,2016-04-07,HOU,@,NYY,L 5-8,CG,4,4,0,0,0,0,0,0,0,0,0,1,.182,.308,.273,.580,0,0,0,0,0,0,0.83,-0.086,0.83,-0.05%,-0.85,1,2B
4,672,4,2016-04-08,HOU,@,MIL,L 4-6,CG,5,5,0,1,0,0,0,0,1,0,0,0,.188,.278,.250,.528,1,0,0,0,0,0,1.28,-0.156,1.16,-0.09%,-1.07,1,2B
5,673,5,2016-04-09,HOU,@,MIL,W 6-4,CG,5,5,1,1,0,0,0,0,1,0,0,1,.190,.261,.238,.499,1,2,0,0,0,0,0.89,-0.058,0.79,-0.03%,-1.25,1,2B
6,674,6,2016-04-10,HOU,@,MIL,L 2-3,CG,4,3,1,1,0,0,1,1,1,1,1,1,.208,.296,.375,.671,4,0,0,0,0,0,1.46,0.248,1.28,0.13%,1.48,1,2B
7,675,7,2016-04-11,HOU,,KCR,W 8-2,CG,5,4,3,3,0,0,0,1,2,0,1,1,.286,.375,.429,.804,3,0,0,0,0,0,0.44,0.062,0.40,0.03%,1.52,1,2B
8,676,8,2016-04-12,HOU,,KCR,L 2-3,CG,5,4,1,0,0,0,0,0,0,0,1,1,.250,.351,.375,.726,0,0,0,0,0,0,2.06,-0.184,2.01,-0.11%,-0.44,1,2B
9,677,9,2016-04-13,HOU,,KCR,L 2-4,CG,5,5,1,3,2,0,1,2,0,0,0,0,.297,.381,.541,.921,8,0,0,0,0,0,1.45,0.315,1.34,0.17%,1.97,1,2B
10,678,10,2016-04-14,HOU,,KCR,L 2-6,CG,4,4,1,2,1,0,1,1,0,0,0,1,.317,.391,.634,1.025,6,0,0,0,0,0,0.69,-0.011,0.59,-0.01%,1.65,1,2B
11,679,11,2016-04-15,HOU,,DET,W 1-0,CG,4,3,0,0,0,0,0,0,0,0,1,0,.295,.380,.591,.971,0,0,0,0,0,0,1.03,0.000,0.83,0.00%,0.19,1,2B
12,680,12,2016-04-16,HOU,,DET,L 3-5,CG,4,3,1,1,0,0,0,0,0,0,1,1,.298,.389,.574,.963,1,0,0,0,0,0,0.83,-0.024,0.71,-0.01%,-0.17,1,2B
13,681,13,2016-04-17,HOU,,DET,W 5-4,CG,4,4,1,2,0,0,1,3,0,0,0,1,.314,.397,.627,1.024,5,0,0,0,0,0,0.64,0.147,0.52,0.07%,2.35,1,2B
14,682,14,2016-04-19,HOU,@,TEX,L 5-7,CG,5,5,1,1,0,0,1,2,0,0,0,1,.304,.381,.643,1.024,4,0,0,0,0,0,0.94,-0.087,0.93,-0.05%,0.25,1,2B
15,683,15,2016-04-20,HOU,@,TEX,L 1-2,CG,5,2,0,1,0,0,0,0,1,0,1,0,.310,.412,.638,1.050,1,0,2,0,0,0,2.01,-0.051,1.91,-0.03%,-0.17,1,2B
16,684,16,2016-04-21,HOU,@,TEX,L 4-7,CG,4,3,1,1,1,0,0,0,0,0,1,1,.311,.417,.639,1.056,2,0,0,0,0,0,0.67,0.054,0.60,0.03%,0.40,1,2B
17,685,17,2016-04-22,HOU,,BOS,L 2-6,CG,5,4,0,0,0,0,0,0,0,0,1,1,.292,.403,.600,1.003,0,0,0,0,0,0,0.60,-0.044,0.38,-0.02%,-0.82,1,2B
18,686,18,2016-04-23,HOU,,BOS,W 8-3,CG,5,5,2,3,2,0,0,1,0,0,0,1,.314,.415,.629,1.043,5,0,0,0,0,0,0.81,-0.034,0.49,-0.01%,0.25,1,2B
19,687,19,2016-04-24,HOU,,BOS,L 5-7 (12),CG(12),6,6,0,2,1,0,0,0,2,0,0,1,.316,.409,.618,1.028,3,0,0,0,0,0,1.59,-0.037,1.12,-0.02%,0.35,1,2B
20,688,20,2016-04-25,HOU,@,SEA,L 2-3,CG,5,5,0,2,1,0,0,0,0,0,0,0,.321,.409,.617,1.026,3,0,0,0,0,0,2.15,-0.118,1.61,-0.05%,-0.31,1,2B
21,689,21,2016-04-26,HOU,@,SEA,L 1-11,CG,4,2,0,0,0,0,0,0,0,0,2,1,.313,.412,.602,1.015,0,0,0,0,0,0,0.60,-0.013,0.40,-0.01%,0.48,1,2B
22,690,22,2016-04-27,HOU,@,SEA,W 7-4,CG,5,5,3,3,2,0,1,2,0,0,0,0,.330,.422,.659,1.081,8,0,0,0,0,0,0.88,0.304,0.50,0.10%,2.64,1,2B
23,691,23,2016-04-29,HOU,@,OAK,L 4-7,CG,4,4,0,0,0,0,0,0,0,0,0,0,.315,.406,.630,1.036,0,1,0,0,0,0,0.94,-0.139,0.62,-0.06%,-1.33,1,2B
24,692,24,2016-04-30,HOU,@,OAK,L 0-2,CG,4,3,0,0,0,0,0,0,0,0,1,0,.305,.400,.611,1.011,0,0,0,0,0,0,1.11,-0.004,0.66,0.00%,-0.31,1,2B
25,693,25,2016-05-01,HOU,@,OAK,W 2-1,CG,4,3,1,1,0,0,1,1,0,0,1,1,.306,.404,.633,1.036,4,1,0,0,0,0,0.99,0.091,0.51,0.03%,0.78,1,2B
26,694,26,2016-05-02,HOU,,MIN,L 2-6,CG,5,5,0,1,1,0,0,0,0,0,0,1,.301,.395,.621,1.016,2,0,0,0,0,0,0.72,-0.078,0.35,-0.02%,-1.18,1,2B
27,695,27,2016-05-03,HOU,,MIN,W 6-4,CG,4,3,1,0,0,0,0,0,1,0,1,0,.292,.390,.604,.994,0,0,0,0,0,0,1.01,0.019,0.48,0.01%,-0.18,1,2B
28,696,28,2016-05-04,HOU,,MIN,W 16-4,GS-7,5,5,3,3,1,0,1,3,0,0,0,0,.306,.398,.640,1.038,7,0,0,0,0,0,0.37,0.134,0.20,0.04%,3.50,1,2B
29,697,29,2016-05-05,HOU,,SEA,L 3-6,CG,4,4,2,4,1,0,1,2,0,0,0,0,.330,.417,.687,1.104,8,0,0,0,0,0,1.71,0.307,1.18,0.13%,1.96,1,2B
30,698,30,2016-05-06,HOU,,SEA,W 6-3,CG,5,4,1,0,0,0,0,0,0,0,1,0,.319,.409,.664,1.073,0,0,0,0,0,0,0.47,-0.040,0.27,-0.01%,-0.97,1,2B
31,699,31,2016-05-07,HOU,,SEA,L 2-3 (10),7-GF(10),1,1,0,0,0,0,0,0,0,0,0,0,.317,.406,.658,1.064,0,0,0,0,0,0,2.24,-0.056,1.45,-0.02%,-0.23,8,PR 2B
32,700,32,2016-05-08,HOU,,SEA,W 5-1,CG,4,3,2,2,0,0,0,0,3,0,1,0,.325,.415,.659,1.074,2,0,0,0,0,1,0.77,0.071,0.45,0.03%,1.25,1,2B
33,701,33,2016-05-09,HOU,,CLE,W 7-1,CG,5,4,1,1,1,0,0,3,0,0,0,1,.323,.408,.654,1.062,2,0,0,0,1,0,0.58,0.086,0.33,0.03%,0.51,1,2B
34,702,34,2016-05-10,HOU,,CLE,L 0-4,CG,4,4,0,1,0,0,0,0,0,0,0,1,.321,.404,.641,1.045,1,0,0,0,0,0,1.04,-0.075,0.64,-0.03%,-0.65,1,2B
35,703,35,2016-05-11,HOU,,CLE,W 5-3 (16),CG(16),8,6,1,2,1,0,0,0,0,0,2,0,.321,.409,.635,1.044,3,0,0,0,0,1,1.15,-0.010,0.60,0.00%,0.15,1,2B
36,704,36,2016-05-12,HOU,@,BOS,L 1-11,CG,4,4,0,2,0,0,0,0,0,0,0,1,.326,.411,.631,1.042,2,0,0,0,0,0,0.87,-0.005,0.51,0.00%,-0.03,1,2B
37,705,37,2016-05-13,HOU,@,BOS,W 7-6,CG,5,4,2,3,1,0,0,1,0,0,1,0,.338,.423,.641,1.064,4,0,0,0,0,0,1.11,0.109,0.53,0.03%,1.36,1,2B
38,706,38,2016-05-14,HOU,@,BOS,L 5-6 (11),CG(11),6,3,1,2,0,0,0,0,0,0,3,0,.345,.437,.642,1.079,2,0,0,0,0,1,1.42,0.103,0.90,0.04%,1.06,1,2B
39,707,39,2016-05-15,HOU,@,BOS,L 9-10,CG,5,5,2,1,0,0,0,0,2,0,0,0,.340,.430,.627,1.058,1,0,0,0,0,0,1.32,-0.083,0.75,-0.03%,-0.66,1,2B
40,708,40,2016-05-17,HOU,@,CHW,W 6-5 (11),CG(11),6,4,0,1,0,0,0,1,0,0,1,1,.338,.427,.618,1.045,1,0,0,0,1,0,1.72,0.064,0.85,0.02%,0.00,1,2B
41,709,41,2016-05-18,HOU,@,CHW,W 5-3,CG,5,4,1,3,0,0,0,2,0,0,1,0,.348,.437,.621,1.058,3,0,0,0,0,0,1.07,0.173,0.62,0.06%,2.21,1,2B
42,710,42,2016-05-19,HOU,@,CHW,L 1-2,CG,4,4,0,1,0,0,0,0,0,0,0,1,.345,.433,.612,1.045,1,0,0,0,0,0,1.21,-0.085,0.72,-0.03%,-0.44,1,2B
43,711,43,2016-05-20,HOU,,TEX,L 1-2,CG,4,4,1,1,1,0,0,0,0,0,0,0,.343,.429,.609,1.039,2,0,0,0,0,0,1.01,0.049,0.59,0.02%,0.14,1,2B
44,712,44,2016-05-21,HOU,,TEX,L 1-2,CG,4,4,0,0,0,0,0,0,0,0,0,0,.335,.421,.595,1.016,0,0,0,0,0,0,1.38,-0.139,0.73,-0.04%,-0.65,1,2B
45,713,45,2016-05-22,HOU,,TEX,L 2-9,CG,4,4,0,0,0,0,0,1,0,0,0,0,.328,.413,.582,.995,0,0,0,0,0,0,0.63,-0.053,0.27,-0.01%,-0.73,1,2B
46,714,46,2016-05-24,HOU,,BAL,W 3-2 (13),CG(13),6,5,0,0,0,0,0,0,0,0,1,0,.319,.406,.566,.972,0,0,0,0,0,1,2.14,-0.274,0.66,-0.05%,-1.26,2,2B
47,715,47,2016-05-25,HOU,,BAL,W 4-3,CG,4,4,0,0,0,0,0,0,0,0,0,0,.312,.398,.554,.952,0,0,0,0,0,0,0.95,-0.074,0.34,-0.02%,-0.80,2,2B
48,716,48,2016-05-26,HOU,,BAL,W 4-2,CG,4,4,0,1,0,0,0,0,0,0,0,1,.311,.395,.547,.943,1,0,0,0,0,0,0.43,-0.017,0.17,0.00%,-0.44,2,2B
49,717,49,2016-05-27,HOU,@,LAA,L 2-7,GS-7,3,3,0,1,0,0,0,0,0,0,0,0,.311,.395,.544,.939,1,0,0,0,0,0,0.31,-0.008,0.13,0.00%,-0.05,2,2B
