Rk,Gcar,Gtm,Date,Team,,Opp,Result,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,IBB,aLI,WPA,acLI,cWPA,RE24,BOP,Pos
1,983,1,2018-03-29,HOU,@,TEX,W 4-1,CG,4,2,1,0,0,0,0,1,0,0,1,1,.000,.250,.000,.250,0,0,0,0,1,0,0.83,-0.038,0.91,-0.03%,-0.48,3,2B
2,984,2,2018-03-30,HOU,@,TEX,L 1-5,CG,4,4,0,2,0,0,0,0,0,0,0,0,.333,.375,.333,.708,2,0,0,0,0,0,1.02,0.054,1.11,0.04%,0.21,3,2B
3,985,3,2018-03-31,HOU,@,TEX,W 9-3,GS-8,5,5,2,4,0,0,0,1,0,0,0,0,.545,.538,.545,1.084,4,0,0,0,0,0,0.35,0.026,0.37,0.02%,1.62,3,2B
4,986,4,2018-04-01,HOU,@,TEX,W 8-2,CG,5,5,2,3,1,0,0,0,1,0,0,0,.563,.556,.625,1.181,4,0,0,0,0,0,0.81,0.093,0.92,0.06%,1.40,3,2B
5,987,5,2018-04-02,HOU,,BAL,W 6-1,CG,5,5,0,1,1,0,0,1,0,0,0,0,.476,.478,.571,1.050,2,0,0,0,0,0,0.52,-0.087,0.55,-0.06%,-0.61,3,2B
6,988,6,2018-04-03,HOU,,BAL,W 10-6,CG,4,4,1,1,0,0,0,0,0,0,0,1,.440,.444,.520,.964,1,0,0,0,0,0,1.53,-0.053,1.65,-0.03%,-0.35,3,2B
7,989,7,2018-04-04,HOU,,BAL,W 3-2,CG,4,4,1,1,0,0,0,0,0,0,0,0,.414,.419,.483,.902,1,0,0,0,0,0,0.81,-0.013,0.89,-0.01%,-0.31,3,2B
8,990,8,2018-04-06,HOU,,SDP,L 1-4,CG,4,3,0,1,0,0,0,0,0,0,1,1,.406,.429,.469,.897,1,0,0,0,0,0,0.97,0.040,1.07,0.03%,0.47,3,2B
9,991,9,2018-04-07,HOU,,SDP,W 1-0 (10),CG(10),4,2,0,1,0,0,0,0,0,0,2,1,.412,.462,.471,.932,1,0,0,0,0,0,1.37,0.051,1.47,0.03%,0.63,3,2B
10,992,10,2018-04-08,HOU,,SDP,W 4-1,CG,4,4,0,0,0,0,0,0,0,0,0,0,.368,.419,.421,.840,0,0,0,0,0,0,0.44,-0.045,0.48,-0.03%,-0.61,3,2B
11,993,11,2018-04-09,HOU,@,MIN,W 2-0,CG,4,4,0,1,0,0,0,0,0,0,0,1,.357,.404,.405,.809,1,0,0,0,0,0,0.78,-0.053,0.91,-0.04%,-0.53,3,2B
12,994,12,2018-04-10,HOU,@,MIN,L 1-4,CG,4,4,0,2,0,0,0,0,0,0,0,0,.370,.412,.413,.825,2,0,0,0,0,0,1.27,0.007,1.45,0.01%,0.20,3,DH
13,995,13,2018-04-11,HOU,@,MIN,L 8-9,CG,5,5,1,1,0,0,0,1,0,0,0,0,.353,.393,.392,.785,1,0,0,0,0,0,1.23,-0.127,1.40,-0.09%,-0.37,3,2B
14,996,14,2018-04-13,HOU,,TEX,W 3-2,CG,4,3,0,1,0,0,0,0,0,0,1,1,.352,.400,.389,.789,1,0,0,0,0,0,0.87,0.027,1.02,0.02%,0.01,3,2B
15,997,15,2018-04-14,HOU,,TEX,L 5-6 (10),CG(10),5,3,1,1,0,0,0,0,0,0,1,0,.351,.415,.386,.801,1,0,1,0,0,0,1.99,0.214,2.35,0.15%,1.32,3,2B
16,998,16,2018-04-15,HOU,,TEX,L 1-3 (10),CG(10),4,4,0,1,0,0,0,0,0,0,0,2,.344,.406,.377,.783,1,0,0,0,0,0,1.05,-0.001,1.19,0.00%,-0.11,3,2B
17,999,17,2018-04-16,HOU,@,SEA,L 1-2,CG,4,4,0,0,0,0,0,0,0,0,0,1,.323,.384,.354,.737,0,0,0,0,0,0,0.93,-0.095,1.13,-0.07%,-0.70,3,2B
18,1000,18,2018-04-17,HOU,@,SEA,W 4-1,CG,5,5,0,1,0,0,0,0,0,0,0,1,.314,.372,.343,.715,1,0,0,0,0,0,0.61,-0.010,0.72,-0.01%,-0.25,2,2B
19,1001,19,2018-04-18,HOU,@,SEA,W 7-1,CG,5,5,0,2,0,0,0,0,0,0,0,1,.320,.373,.347,.720,2,2,0,0,0,0,0.84,-0.187,1.04,-0.14%,-0.86,2,2B
20,1002,20,2018-04-19,HOU,@,SEA,W 9-2,CG,5,4,1,3,2,0,0,4,0,0,1,1,.342,.398,.392,.790,5,0,0,0,0,0,0.96,0.266,1.23,0.21%,4.65,2,2B
21,1003,21,2018-04-20,HOU,@,CHW,W 10-0,GS-6,4,4,0,1,0,0,0,0,0,1,0,1,.337,.391,.386,.777,1,0,0,0,0,0,0.37,-0.035,0.44,-0.02%,-0.65,2,2B
22,1004,22,2018-04-21,HOU,@,CHW,W 10-1,CG,5,3,2,2,0,0,0,1,0,0,2,0,.349,.412,.395,.808,2,1,0,0,0,0,0.41,0.062,0.49,0.05%,1.71,2,2B
23,1005,23,2018-04-22,HOU,@,CHW,W 7-1,CG,5,4,1,1,0,0,0,1,0,0,1,0,.344,.412,.389,.801,1,0,0,0,0,0,1.07,0.100,1.25,0.07%,0.76,2,2B
24,1006,24,2018-04-23,HOU,,LAA,L 0-2,CG,4,4,0,2,0,0,0,0,0,0,0,0,.351,.415,.394,.809,2,0,0,0,0,0,1.00,0.013,1.51,0.01%,0.00,2,2B
25,1007,25,2018-04-24,HOU,,LAA,L 7-8,CG,5,5,0,0,0,0,0,0,0,0,0,2,.333,.396,.374,.770,0,0,0,0,0,0,1.80,-0.220,2.68,-0.20%,-1.70,2,2B
26,1008,26,2018-04-25,HOU,,LAA,W 5-2,CG,4,3,1,1,0,0,1,1,0,0,1,1,.333,.400,.402,.802,4,0,0,0,0,0,0.45,0.007,0.65,0.01%,0.80,2,2B
27,1009,27,2018-04-27,HOU,,OAK,L 1-8,CG,4,4,0,1,0,0,0,0,0,0,0,0,.330,.395,.396,.791,1,0,0,0,0,0,1.20,-0.100,1.68,-0.08%,-0.61,2,2B
28,1010,28,2018-04-28,HOU,,OAK,W 11-0,CG,5,5,2,4,1,0,1,2,0,0,0,0,.351,.411,.450,.862,8,0,0,0,0,0,0.42,0.113,0.59,0.09%,3.06,2,2B
29,1011,29,2018-04-29,HOU,,OAK,W 8-4,CG,4,3,0,1,0,0,0,2,0,0,0,0,.351,.409,.447,.857,1,0,0,1,0,0,0.96,0.034,1.36,0.03%,0.59,2,DH
30,1012,30,2018-04-30,HOU,,NYY,W 2-1,CG,4,4,1,1,0,0,0,0,0,0,0,0,.347,.405,.441,.845,1,0,0,0,0,0,0.71,-0.002,0.92,0.00%,-0.14,2,2B
31,1013,31,2018-05-01,HOU,,NYY,L 0-4,CG,4,4,0,1,0,0,0,0,0,0,0,1,.344,.400,.434,.834,1,0,0,0,0,0,0.97,-0.051,1.22,-0.04%,-0.51,2,2B
32,1014,32,2018-05-02,HOU,,NYY,L 0-4,CG,4,4,0,1,0,0,0,0,0,0,0,0,.341,.396,.429,.824,1,0,0,0,0,0,0.54,-0.030,0.68,-0.02%,-0.38,2,2B
33,1015,33,2018-05-03,HOU,,NYY,L 5-6,CG,5,5,0,0,0,0,0,0,0,0,0,2,.328,.382,.412,.794,0,0,0,0,0,0,2.03,-0.267,2.60,-0.20%,-1.41,2,2B
34,1016,34,2018-05-04,HOU,@,ARI,W 8-0,CG,5,4,3,2,2,0,0,1,0,0,1,0,.333,.389,.430,.819,4,0,0,0,0,0,0.47,0.095,0.54,0.07%,1.09,2,2B
35,1017,35,2018-05-05,HOU,@,ARI,L 3-4,CG,5,4,0,0,0,0,0,0,0,0,1,0,.324,.383,.417,.800,0,0,0,0,0,0,1.45,-0.107,1.70,-0.08%,-0.62,2,2B
36,1018,36,2018-05-06,HOU,@,ARI,L 1-3,CG,4,4,0,1,0,1,0,0,0,0,0,0,.322,.380,.427,.806,3,0,0,0,0,0,1.17,0.012,1.38,0.01%,0.28,2,2B
37,1019,37,2018-05-07,HOU,@,OAK,W 16-2,CG,6,6,2,2,0,0,0,1,0,0,0,0,.322,.378,.423,.801,2,0,0,0,0,0,0.27,-0.040,0.37,-0.03%,-0.29,2,2B
38,1020,38,2018-05-08,HOU,@,OAK,W 4-2,CG,5,4,0,1,0,0,0,0,0,0,1,0,.320,.379,.418,.797,1,0,0,0,0,0,0.76,-0.047,1.02,-0.04%,0.17,2,2B
39,1021,39,2018-05-09,HOU,@,OAK,W 4-1,CG,4,4,1,3,2,0,0,0,1,0,0,1,.331,.387,.439,.827,5,0,0,0,0,0,0.99,0.129,1.36,0.11%,1.50,2,2B
40,1022,40,2018-05-11,HOU,,TEX,L 0-1,CG,4,4,0,0,0,0,0,0,0,0,0,0,.323,.379,.429,.807,0,1,0,0,0,0,1.93,-0.200,2.48,-0.15%,-1.61,2,2B
41,1023,41,2018-05-12,HOU,,TEX,W 6-1,CG,4,4,0,0,0,0,0,0,0,0,0,2,.315,.370,.418,.788,0,0,0,0,0,0,0.69,-0.075,0.88,-0.06%,-0.94,1,2B
42,1024,42,2018-05-13,HOU,,TEX,W 6-1,CG,5,5,0,0,0,0,0,0,0,0,0,2,.306,.360,.406,.766,0,0,0,0,0,0,0.64,-0.082,0.83,-0.06%,-1.26,1,2B
43,1025,43,2018-05-14,HOU,@,LAA,L 1-2,CG,4,4,0,1,0,0,0,0,0,0,0,1,.305,.358,.402,.760,1,0,0,0,0,0,1.21,0.029,1.94,0.03%,-0.15,3,2B
44,1026,44,2018-05-15,HOU,@,LAA,W 5-3,CG,4,3,0,2,1,0,0,3,0,0,0,0,.311,.366,.412,.778,3,0,1,0,0,0,2.00,0.439,3.14,0.41%,2.00,3,2B
45,1027,45,2018-05-16,HOU,@,LAA,W 2-0,CG,4,4,0,1,1,0,0,0,0,0,0,0,.309,.364,.414,.778,2,0,0,0,0,0,0.53,-0.024,0.84,-0.02%,-0.45,3,2B
46,1028,46,2018-05-18,HOU,,CLE,W 4-1,CG,4,4,0,1,0,0,0,0,0,0,0,0,.308,.361,.411,.772,1,0,0,0,0,0,0.99,-0.061,1.28,-0.05%,-0.98,3,2B
