Rk,Gcar,Gtm,Date,Team,,Opp,Result,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,IBB,aLI,WPA,acLI,cWPA,RE24,BOP,Pos
1,634,1,2015-04-06,ATL,@,MIA,W 2-1,CG,4,4,0,1,0,0,0,0,0,0,0,2,.250,.250,.250,.500,1,0,0,0,0,0,0.86,-0.024,0.95,-0.02%,-0.29,4,1B
2,635,2,2015-04-07,ATL,@,MIA,W 12-2,CG,5,5,2,3,2,0,0,2,0,0,0,2,.444,.444,.667,1.111,5,0,0,0,0,0,0.26,0.113,0.31,0.08%,2.36,4,1B
3,636,3,2015-04-08,ATL,@,MIA,W 2-0,CG,4,4,1,1,0,0,0,0,0,0,0,1,.385,.385,.538,.923,1,0,0,0,0,0,1.12,-0.056,1.31,-0.04%,-0.71,4,1B
4,637,4,2015-04-10,ATL,,NYM,W 5-3,CG,4,4,0,1,0,0,0,0,0,0,0,1,.353,.353,.471,.824,1,0,0,0,0,0,0.84,-0.027,1.05,-0.02%,-0.06,4,1B
5,638,5,2015-04-11,ATL,,NYM,W 5-3,CG,4,4,1,1,0,0,1,1,0,0,0,1,.333,.333,.571,.905,4,0,0,0,0,0,0.57,0.083,0.71,0.06%,0.38,4,1B
6,639,6,2015-04-12,ATL,,NYM,L 3-4,CG,4,4,0,0,0,0,0,0,0,0,0,1,.280,.280,.480,.760,0,0,0,0,0,0,1.60,-0.168,2.06,-0.13%,-0.82,4,1B
7,640,7,2015-04-13,ATL,,MIA,W 3-2,CG,4,3,0,0,0,0,0,0,0,0,1,1,.250,.276,.429,.704,0,0,0,0,0,0,1.13,-0.104,1.42,-0.08%,-1.04,4,1B
8,641,8,2015-04-14,ATL,,MIA,L 2-8,CG,4,4,1,1,0,0,1,1,0,0,0,0,.250,.273,.500,.773,4,0,0,0,0,0,0.68,-0.017,0.85,-0.01%,0.15,4,1B
9,642,9,2015-04-15,ATL,,MIA,L 2-6,CG,4,3,0,0,0,0,0,0,0,0,1,0,.229,.270,.457,.727,0,0,0,0,0,0,0.79,0.048,0.98,0.04%,0.23,3,1B
10,643,10,2015-04-17,ATL,@,TOR,W 8-7,CG,5,4,1,1,0,0,1,2,0,0,1,1,.231,.286,.513,.799,4,0,0,0,0,0,1.64,0.069,1.80,0.05%,0.89,4,1B
11,644,11,2015-04-18,ATL,@,TOR,L 5-6 (10),CG(10),5,4,1,2,0,0,1,2,0,0,1,1,.256,.319,.581,.901,5,0,0,0,0,0,1.45,0.245,1.57,0.16%,2.90,4,1B
12,645,12,2015-04-19,ATL,@,TOR,W 5-2,CG,4,3,2,2,1,0,0,0,0,0,1,0,.283,.353,.609,.962,3,0,0,0,0,0,0.41,0.045,0.44,0.03%,0.66,4,DH
13,646,13,2015-04-21,ATL,@,NYM,L 1-7,CG,4,4,0,0,0,0,0,0,0,0,0,3,.260,.327,.560,.887,0,0,0,0,0,0,1.27,-0.128,1.75,-0.11%,-1.24,4,1B
14,647,14,2015-04-22,ATL,@,NYM,L 2-3,CG,4,3,0,0,0,0,0,0,0,0,1,1,.245,.322,.528,.850,0,0,0,0,0,0,0.91,-0.047,1.29,-0.04%,-0.52,4,1B
15,648,15,2015-04-23,ATL,@,NYM,L 3-6,CG,4,4,1,1,0,0,0,0,0,0,0,1,.246,.317,.509,.826,1,0,0,0,0,0,1.10,0.017,1.44,0.01%,0.09,4,1B
16,649,16,2015-04-24,ATL,@,PHI,L 0-1,CG,3,3,0,0,0,0,0,0,0,0,0,2,.233,.303,.483,.786,0,0,0,0,0,0,0.96,-0.071,1.04,-0.05%,-0.52,4,1B
17,650,17,2015-04-25,ATL,@,PHI,W 5-2,CG,4,4,0,0,0,0,0,0,0,0,0,0,.219,.286,.453,.739,0,0,0,0,0,0,0.93,-0.078,0.97,-0.05%,-0.58,3,1B
18,651,18,2015-04-26,ATL,@,PHI,L 4-5,CG,5,4,1,2,2,0,0,0,0,0,1,0,.235,.307,.485,.792,4,0,0,0,0,0,1.41,0.096,1.48,0.06%,0.52,3,1B
19,652,19,2015-04-27,ATL,,WSN,W 8-4,GS-6,3,3,0,2,0,0,0,0,0,0,0,1,.254,.321,.493,.813,2,0,0,0,0,0,1.00,0.063,1.06,0.04%,0.64,3,1B
20,653,20,2015-04-28,ATL,,WSN,L 12-13,CG,6,6,3,4,1,0,0,0,0,0,0,0,.286,.345,.519,.865,5,0,0,0,0,0,1.08,0.047,1.15,0.03%,1.72,3,1B
21,654,21,2015-04-29,ATL,,WSN,L 4-13,CG,4,4,1,2,1,0,0,1,0,0,0,1,.296,.352,.531,.883,3,0,0,0,0,0,0.92,0.149,0.98,0.10%,1.47,3,1B
22,655,22,2015-04-30,ATL,,CIN,L 1-5,CG,4,3,0,1,1,0,0,1,0,0,1,1,.298,.359,.536,.894,2,0,0,0,0,0,0.63,-0.036,0.57,-0.02%,0.65,3,1B
23,656,23,2015-05-01,ATL,,CIN,W 4-3,CG,4,3,1,0,0,0,0,0,1,0,1,2,.287,.354,.517,.871,0,0,0,0,0,0,1.02,0.000,0.95,0.00%,-0.17,3,1B
24,657,24,2015-05-02,ATL,,CIN,L 4-8,CG,4,4,0,0,0,0,0,0,0,0,0,1,.275,.340,.495,.835,0,0,0,0,0,0,0.69,-0.067,0.65,-0.04%,-0.59,3,1B
25,658,25,2015-05-03,ATL,,CIN,W 5-0,CG,4,4,1,2,1,0,0,1,0,0,0,0,.284,.346,.505,.851,3,0,0,0,0,0,0.71,0.077,0.67,0.04%,0.55,3,1B
26,659,26,2015-05-04,ATL,,PHI,L 2-5,CG,4,4,0,1,0,0,0,1,0,0,0,0,.283,.343,.495,.838,1,0,0,0,0,0,1.12,0.002,1.10,0.00%,0.10,3,1B
27,660,27,2015-05-05,ATL,,PHI,W 9-0,CG,5,4,3,3,0,0,1,2,0,0,1,1,.301,.363,.534,.897,6,0,0,0,0,0,0.36,0.207,0.36,0.12%,2.63,3,1B
28,661,28,2015-05-06,ATL,,PHI,W 7-5,CG,4,4,0,3,2,0,0,3,0,0,0,0,.318,.376,.561,.937,5,0,0,0,0,0,0.72,0.173,0.73,0.11%,3.01,3,1B
29,662,29,2015-05-08,ATL,@,WSN,L 2-9,CG,4,4,0,2,2,0,0,1,0,0,0,1,.324,.380,.577,.957,4,0,0,0,0,0,0.85,0.166,0.93,0.11%,1.64,3,1B
30,663,30,2015-05-09,ATL,@,WSN,L 6-8,CG,4,4,1,1,0,0,0,0,0,0,0,0,.322,.376,.565,.941,1,0,0,0,0,0,0.97,0.030,1.04,0.02%,-0.05,3,1B
31,664,31,2015-05-10,ATL,@,WSN,L 4-5,CG,5,4,2,2,1,0,0,0,0,0,1,0,.328,.385,.571,.956,3,0,0,0,0,0,1.34,0.092,1.31,0.05%,0.92,3,1B
32,665,32,2015-05-11,ATL,@,CIN,W 2-1,CG,5,4,0,2,0,0,0,0,0,0,1,1,.333,.393,.569,.962,2,0,0,0,0,0,1.20,0.004,0.95,0.00%,0.16,3,1B
33,666,33,2015-05-12,ATL,@,CIN,L 3-4,CG,5,3,1,1,0,0,0,0,0,0,2,0,.333,.400,.563,.963,1,0,0,0,0,0,1.26,0.053,1.10,0.03%,0.84,3,1B
34,667,34,2015-05-13,ATL,@,CIN,L 1-5,CG,4,4,0,0,0,0,0,0,0,0,0,0,.323,.389,.546,.935,0,0,0,0,0,0,0.72,-0.066,0.62,-0.03%,-1.04,3,1B
35,668,35,2015-05-15,ATL,@,MIA,W 5-3,CG,5,5,0,1,0,0,0,0,0,0,0,2,.319,.383,.533,.916,1,0,0,0,0,0,1.10,-0.076,0.97,-0.04%,-0.55,3,1B
36,669,36,2015-05-16,ATL,@,MIA,W 5-3,CG,4,4,0,1,0,0,0,0,0,0,0,2,.317,.379,.525,.904,1,0,0,0,0,0,0.64,-0.050,0.64,-0.03%,-1.27,3,1B
37,670,37,2015-05-17,ATL,@,MIA,W 6-0,CG,5,5,0,1,0,0,0,1,0,0,0,1,.313,.373,.514,.887,1,0,0,0,0,0,0.27,0.030,0.27,0.02%,0.09,3,1B
38,671,38,2015-05-19,ATL,,TBR,L 3-5,CG,4,4,0,0,0,0,0,0,0,0,0,2,.304,.364,.500,.864,0,0,0,0,0,0,0.83,-0.082,0.75,-0.05%,-0.61,3,1B
39,672,39,2015-05-20,ATL,,TBR,W 2-1,CG,4,4,1,1,1,0,0,0,0,0,0,2,.303,.361,.500,.861,2,0,0,0,0,0,0.98,-0.012,0.88,-0.01%,-0.37,3,1B
40,673,40,2015-05-21,ATL,,MIL,W 10-1,CG,5,5,1,2,0,0,0,2,0,0,0,1,.306,.363,.497,.859,2,0,0,0,0,0,0.72,-0.070,0.70,-0.04%,1.49,3,1B
41,674,41,2015-05-22,ATL,,MIL,L 0-11,CG,4,2,0,0,0,0,0,0,0,0,1,1,.302,.366,.491,.856,0,0,1,0,0,0,0.43,0.025,0.43,0.02%,-0.46,3,1B
42,675,42,2015-05-23,ATL,,MIL,W 3-2 (11),CG(11),5,4,0,1,1,0,0,1,0,1,1,0,.301,.367,.491,.857,2,0,0,0,0,0,1.60,0.094,1.52,0.05%,0.60,3,1B
43,676,43,2015-05-24,ATL,,MIL,W 2-1,CG,4,2,1,0,0,0,0,0,0,0,2,1,.297,.370,.485,.854,0,0,0,0,0,1,1.20,0.002,1.24,0.00%,-0.02,3,1B
44,677,44,2015-05-25,ATL,@,LAD,L 3-6,CG,4,4,0,2,0,0,0,1,0,0,0,1,.302,.372,.485,.858,2,0,0,0,0,0,0.98,0.096,1.04,0.06%,0.73,3,1B
45,678,45,2015-05-26,ATL,@,LAD,L 0-8,CG,4,4,0,0,0,0,0,0,0,0,0,4,.295,.365,.474,.839,0,0,0,0,0,0,0.24,-0.024,0.25,-0.02%,-0.79,3,1B
46,679,46,2015-05-27,ATL,@,LAD,W 3-2,CG,4,3,0,0,0,0,0,0,0,0,1,2,.290,.362,.466,.828,0,0,0,0,0,0,1.92,-0.069,1.96,-0.04%,-0.67,3,1B
47,680,47,2015-05-28,ATL,@,SFG,L 0-7,CG,4,4,0,1,0,0,0,0,0,0,0,1,.289,.360,.461,.821,1,0,0,0,0,0,0.61,0.011,0.60,0.01%,-0.20,3,1B
48,681,48,2015-05-29,ATL,@,SFG,L 2-4,CG,4,4,1,1,0,0,1,1,0,0,0,0,.288,.358,.473,.831,4,1,0,0,0,0,1.13,-0.104,1.09,-0.06%,-0.05,3,1B
49,682,49,2015-05-30,ATL,@,SFG,W 8-0,CG,5,5,0,1,0,0,0,1,0,0,0,3,.286,.354,.466,.820,1,0,0,0,0,0,0.40,0.014,0.38,0.01%,-0.02,3,1B
50,683,50,2015-05-31,ATL,@,SFG,W 7-5,7-GF,1,1,1,1,0,0,1,1,0,0,0,0,.289,.357,.484,.841,4,0,0,0,0,0,0.88,0.051,0.90,0.03%,1.00,6,1B
51,684,51,2015-06-01,ATL,@,ARI,W 8-1,CG,5,5,2,3,0,0,1,3,0,0,0,0,.297,.363,.503,.865,6,1,0,0,0,0,0.74,-0.008,0.79,-0.01%,1.36,3,1B
52,685,52,2015-06-02,ATL,@,ARI,L 6-7,CG,4,4,2,1,0,0,0,0,1,0,0,0,.296,.361,.497,.858,1,0,0,0,0,0,0.82,-0.048,0.93,-0.03%,-0.46,3,1B
53,686,53,2015-06-03,ATL,@,ARI,L 8-9,CG,5,5,2,2,0,0,2,4,0,0,0,2,.299,.362,.525,.886,8,0,0,0,0,0,0.87,0.131,0.94,0.09%,2.87,3,1B
54,687,54,2015-06-05,ATL,,PIT,L 8-10,CG,5,4,1,2,1,0,0,0,0,0,1,1,.303,.367,.529,.896,3,0,0,0,0,0,1.57,0.090,1.69,0.06%,0.64,3,1B
55,688,55,2015-06-06,ATL,,PIT,W 5-4,CG,4,2,0,1,0,0,0,1,0,0,1,0,.305,.369,.529,.898,1,0,0,0,1,0,0.68,0.037,0.71,0.02%,0.12,3,1B
56,689,56,2015-06-07,ATL,,PIT,L 0-3,CG,4,3,0,0,0,0,0,0,0,0,0,1,.300,.367,.521,.888,0,0,1,0,0,0,1.27,-0.025,1.46,-0.02%,-0.17,3,1B
57,690,57,2015-06-08,ATL,,SDP,L 3-5 (11),CG(11),5,4,1,2,0,0,0,1,0,0,1,2,.304,.372,.521,.893,2,0,0,0,0,0,1.11,0.045,1.12,0.03%,0.53,3,1B
58,691,58,2015-06-09,ATL,,SDP,W 6-5,CG,4,4,1,1,0,0,0,0,0,0,0,2,.303,.370,.516,.886,1,0,0,0,0,0,1.10,-0.016,1.04,-0.01%,0.48,3,1B
59,692,59,2015-06-10,ATL,,SDP,W 4-1,CG,4,4,0,0,0,0,0,0,0,0,0,1,.298,.364,.507,.871,0,1,0,0,0,0,0.73,-0.077,0.76,-0.05%,-2.10,3,1B
60,693,60,2015-06-11,ATL,,SDP,L 4-6 (11),CG(11),5,5,1,3,2,0,1,2,0,0,0,0,.304,.369,.530,.899,8,0,0,0,0,0,1.41,0.356,1.59,0.24%,2.13,3,1B
61,694,61,2015-06-12,ATL,@,NYM,L 3-5,CG,5,2,0,1,0,0,0,0,0,0,3,0,.306,.377,.530,.907,1,0,0,0,0,1,2.30,0.291,3.12,0.24%,1.82,3,1B
62,695,62,2015-06-13,ATL,@,NYM,W 5-3 (11),CG(11),6,6,1,2,0,0,1,2,0,0,0,1,.307,.376,.538,.914,5,0,0,0,0,0,1.82,0.236,2.38,0.19%,0.00,3,1B
63,696,63,2015-06-14,ATL,@,NYM,L 8-10,CG,5,4,1,1,0,0,0,1,0,0,1,0,.306,.376,.533,.909,1,0,0,0,0,1,0.90,0.034,1.22,0.03%,0.38,3,1B
64,697,64,2015-06-15,ATL,@,BOS,W 4-2,CG,4,4,1,1,0,0,0,0,1,0,0,1,.305,.375,.528,.903,1,0,0,0,0,0,0.67,0.021,0.64,0.01%,-0.18,3,1B
65,698,65,2015-06-16,ATL,@,BOS,L 4-9,CG,5,5,1,1,1,0,0,1,0,0,0,1,.303,.371,.526,.897,2,0,0,0,0,0,0.68,0.065,0.69,0.04%,-0.06,3,1B
66,699,66,2015-06-17,ATL,,BOS,W 5-2,GS-7,3,3,0,0,0,0,0,0,0,0,0,1,.299,.367,.520,.887,0,0,0,0,0,0,1.02,-0.060,0.94,-0.03%,-0.54,3,1B
67,700,97,2015-07-25,ATL,@,STL,L 0-1,7-GF,1,1,0,0,0,0,0,0,0,0,0,0,.298,.366,.518,.884,0,0,0,0,0,0,1.13,-0.028,0.74,-0.01%,-0.15,5,PH 1B
68,701,98,2015-07-26,ATL,@,STL,W 3-2,CG,4,3,0,1,0,0,0,0,0,0,1,0,.298,.368,.516,.884,1,0,0,0,0,0,0.97,-0.018,0.51,-0.01%,0.00,4,1B
69,702,99,2015-07-27,ATL,@,BAL,L 1-2 (11),CG(11),5,5,0,0,0,0,0,0,0,0,0,2,.293,.362,.506,.867,0,0,0,0,0,0,1.89,-0.251,1.15,-0.09%,-1.48,3,1B
70,703,100,2015-07-28,ATL,@,BAL,L 3-7,CG,5,5,1,1,0,0,1,2,0,0,0,1,.291,.359,.511,.870,4,0,0,0,0,0,0.62,0.105,0.33,0.03%,0.73,3,1B
71,704,101,2015-07-29,ATL,@,BAL,L 0-2,CG,4,4,0,0,0,0,0,0,0,0,0,0,.287,.354,.504,.858,0,0,0,0,0,0,0.89,-0.094,0.43,-0.03%,-0.76,3,1B
72,705,102,2015-07-30,ATL,@,PHI,L 1-4,CG,5,5,0,1,0,0,0,0,0,0,0,2,.285,.352,.498,.850,1,1,0,0,0,0,1.60,-0.168,0.59,-0.04%,-1.99,3,1B
73,706,103,2015-07-31,ATL,@,PHI,L 3-9,CG,4,4,1,2,0,0,1,2,0,0,0,1,.288,.354,.509,.863,5,0,0,0,0,0,0.17,0.008,0.05,0.00%,1.64,3,1B
74,707,104,2015-08-01,ATL,@,PHI,L 2-12,CG,4,4,1,2,1,0,0,0,0,0,0,0,.291,.356,.512,.868,3,0,0,0,0,0,0.38,0.051,0.09,0.01%,0.34,3,1B
75,708,105,2015-08-02,ATL,@,PHI,W 6-2,CG,5,5,0,0,0,0,0,0,0,0,0,0,.286,.350,.503,.853,0,0,0,0,0,0,1.23,-0.143,0.28,-0.02%,-1.56,3,1B
76,709,106,2015-08-03,ATL,,SFG,W 9-8 (12),GS-5,2,2,0,0,0,0,0,0,0,0,0,0,.284,.348,.500,.848,0,0,0,0,0,0,0.88,-0.043,0.23,-0.01%,-0.48,3,1B
77,710,120,2015-08-19,ATL,@,SDP,L 2-3,CG,4,3,0,1,0,0,0,0,0,0,1,1,.285,.350,.498,.848,1,0,0,0,0,0,1.46,-0.074,0.15,-0.01%,-0.45,3,1B
78,711,121,2015-08-20,ATL,@,CHC,L 1-7,CG,4,4,0,2,0,0,0,0,0,0,0,1,.288,.352,.498,.850,2,0,0,0,0,0,0.43,0.041,0.04,0.00%,0.74,3,1B
79,712,122,2015-08-21,ATL,@,CHC,L 3-5,CG,5,5,0,1,0,0,0,1,0,0,0,1,.286,.349,.493,.843,1,0,0,0,0,0,1.51,-0.070,0.08,0.00%,-0.34,3,1B
80,713,123,2015-08-22,ATL,@,CHC,L 7-9,CG,5,5,1,1,1,0,0,1,0,0,0,0,.285,.347,.492,.839,2,0,0,0,0,0,1.11,0.102,0.05,0.00%,0.72,3,1B
