Rk,Gcar,Gtm,Date,Team,,Opp,Result,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,IBB,aLI,WPA,acLI,cWPA,RE24,BOP,Pos
1,830,1,2017-04-03,HOU,,SEA,W 3-0,CG,4,4,0,1,0,0,0,0,0,0,0,2,.250,.250,.250,.500,1,0,0,0,0,0,0.93,-0.025,1.00,-0.02%,0.01,3,2B
2,831,2,2017-04-04,HOU,,SEA,W 2-1,CG,3,3,0,1,0,0,0,0,0,0,0,0,.286,.286,.286,.571,1,0,0,0,0,0,0.53,-0.018,0.60,-0.01%,-0.14,3,2B
3,832,3,2017-04-05,HOU,,SEA,W 5-3 (13),CG(13),6,6,0,0,0,0,0,0,0,0,0,2,.154,.154,.154,.308,0,0,0,0,0,0,2.22,-0.338,2.59,-0.24%,-2.01,3,2B
4,833,4,2017-04-06,HOU,,SEA,L 2-4,CG,4,4,0,1,0,0,0,0,0,0,0,2,.176,.176,.176,.353,1,1,0,0,0,0,1.19,-0.179,1.44,-0.13%,-1.95,3,2B
5,834,5,2017-04-07,HOU,,KCR,L 1-5,CG,4,4,0,0,0,0,0,0,0,0,0,2,.143,.143,.143,.286,0,2,0,0,0,0,0.87,-0.122,0.88,-0.08%,-1.37,3,2B
6,835,6,2017-04-08,HOU,,KCR,L 3-7,CG,4,4,0,1,0,0,0,0,0,0,0,0,.160,.160,.160,.320,1,0,0,0,0,0,0.55,-0.036,0.58,-0.02%,-0.50,3,2B
7,836,7,2017-04-09,HOU,,KCR,W 5-4 (12),CG(12),6,5,0,2,0,0,0,0,1,0,1,0,.200,.226,.200,.426,2,0,0,0,0,1,1.60,0.029,1.52,0.02%,0.21,3,2B
8,837,8,2017-04-10,HOU,@,SEA,L 0-6,CG,4,2,0,0,0,0,0,0,0,0,2,0,.188,.257,.188,.445,0,0,0,0,0,0,0.40,0.009,0.44,0.01%,0.31,3,2B
9,838,9,2017-04-11,HOU,@,SEA,W 7-5,CG,5,5,1,2,1,0,0,1,1,0,0,1,.216,.275,.243,.518,3,0,0,0,0,0,0.96,0.021,1.00,0.01%,0.64,3,2B
10,839,10,2017-04-12,HOU,@,SEA,W 10-5,CG,5,3,3,3,0,0,0,0,0,0,2,0,.275,.356,.300,.656,3,0,0,0,0,1,1.09,0.172,1.21,0.11%,1.75,3,2B
