Rk,Gcar,Gtm,Date,Team,,Opp,Result,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,IBB,aLI,WPA,acLI,cWPA,RE24,BOP,Pos
1,325,1,2013-04-01,ATL,,PHI,W 7-5,CG,4,4,1,3,0,0,1,3,0,0,0,1,.750,.750,1.500,2.250,6,0,0,0,0,0,0.48,0.243,0.53,0.16%,2.73,4,1B
2,326,2,2013-04-03,ATL,,PHI,W 9-2,CG,4,3,1,2,1,0,0,3,0,0,1,1,.714,.750,1.286,2.036,3,0,0,0,0,0,0.38,0.074,0.43,0.05%,2.57,4,1B
3,327,3,2013-04-04,ATL,,PHI,L 0-2,CG,3,3,0,0,0,0,0,0,0,0,0,1,.500,.545,.900,1.445,0,1,0,0,0,0,1.15,-0.110,1.29,-0.07%,-0.83,4,1B
4,328,4,2013-04-05,ATL,,CHC,W 4-1,CG,4,3,0,1,0,0,0,0,0,0,1,1,.462,.533,.769,1.303,1,0,0,0,0,0,0.49,-0.004,0.47,0.00%,-0.12,4,1B
5,329,5,2013-04-06,ATL,,CHC,W 6-5,CG,4,4,1,1,0,0,0,1,0,0,0,1,.412,.474,.647,1.121,1,0,0,0,0,0,0.99,-0.029,1.01,-0.02%,-0.25,4,1B
6,330,19,2013-04-23 (1),ATL,@,COL,W 4-3,CG,4,3,0,1,0,0,0,0,0,0,1,0,.400,.478,.600,1.078,1,0,0,0,0,0,0.61,0.019,0.76,0.02%,0.24,4,1B
7,331,20,2013-04-23 (2),ATL,@,COL,W 10-2,CG,5,3,2,0,0,0,0,0,0,0,2,1,.348,.464,.522,.986,0,0,0,0,0,0,0.41,-0.002,0.50,0.00%,-0.23,4,1B
8,332,21,2013-04-24,ATL,@,COL,L 5-6 (12),CG(12),5,5,1,1,1,0,0,1,0,0,0,1,.321,.424,.500,.924,2,0,0,0,0,0,1.34,0.011,1.62,0.01%,0.34,4,1B
9,333,22,2013-04-26,ATL,@,DET,L 0-10,CG,4,4,0,0,0,0,0,0,0,0,0,4,.281,.378,.438,.816,0,0,0,0,0,0,0.41,-0.041,0.47,-0.03%,-0.87,4,1B
10,334,23,2013-04-27,ATL,@,DET,L 4-7,CG,4,4,0,2,0,0,0,1,0,0,0,0,.306,.390,.444,.835,2,0,0,0,0,0,1.30,0.083,1.56,0.06%,0.59,4,1B
11,335,24,2013-04-28,ATL,@,DET,L 3-8,CG,4,3,1,0,0,0,0,0,0,0,0,2,.282,.378,.410,.788,0,0,1,0,0,0,1.26,-0.065,1.52,-0.05%,-0.82,4,1B
12,336,25,2013-04-29,ATL,,WSN,W 3-2,CG,4,3,1,1,0,0,0,0,0,0,1,0,.286,.388,.405,.793,1,0,0,0,0,0,1.24,-0.028,1.83,-0.03%,-0.39,4,1B
13,337,26,2013-04-30,ATL,,WSN,W 8-1,CG,5,5,0,3,0,0,0,3,0,0,0,1,.319,.407,.426,.833,3,0,0,0,0,0,0.48,0.043,0.72,0.04%,2.23,4,1B
14,338,27,2013-05-01,ATL,,WSN,L 0-2,CG,3,3,0,0,0,0,0,0,0,0,0,0,.300,.386,.400,.786,0,0,0,0,0,0,0.85,-0.064,1.28,-0.06%,-0.50,4,1B
15,339,28,2013-05-02,ATL,,WSN,L 1-3,CG,4,4,0,1,0,0,0,0,0,0,0,0,.296,.377,.389,.766,1,0,0,0,0,0,0.81,-0.058,1.23,-0.05%,-0.45,4,1B
