Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),BOP,Pos
1,1,1,2015-10-07,CHC,@,PIT,W 4-0,NLWC G1,GS-7,3,3,1,2,0,0,1,3,0,0,0,0,5,0,0,0,0,0,.500,0.86,0.245,17.92,3.28%,2.37,,,2,RF
2,2,2,2015-10-09,CHC,@,STL,L 0-4,NLDS G1,CG,4,3,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,.667,0.83,0.095,12.94,0.83%,0.74,,,2,RF
3,3,3,2015-10-10,CHC,@,STL,W 6-3,NLDS G2,8-8,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0.12,-0.003,1.92,-0.03%,-0.10,,,8,PH
4,4,4,2015-10-12,CHC,,STL,W 8-6,NLDS G3,GS-8,4,3,1,1,0,0,1,1,0,0,1,2,4,0,0,0,0,0,,0.46,0.097,9.63,1.13%,0.63,,,6,LF
5,5,5,2015-10-13,CHC,,STL,W 6-4,NLDS G4,GS-8,3,3,2,2,0,0,1,1,0,0,0,0,5,0,0,0,0,0,.500,0.81,0.130,18.02,1.68%,1.23,,,6,LF
6,6,6,2015-10-17,CHC,@,NYM,L 2-4,NLCS G1,CG,4,4,1,1,0,0,1,1,0,0,0,1,4,0,0,0,0,0,.000,0.66,-0.022,17.31,-0.32%,0.57,,,2,LF
7,7,7,2015-10-18,CHC,@,NYM,L 1-4,NLCS G2,CG,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,.000,0.66,-0.071,17.54,-1.05%,-0.90,,,2,LF
8,8,8,2015-10-20,CHC,,NYM,L 2-5,NLCS G3,CG,4,3,1,1,0,0,1,1,0,0,1,0,4,0,0,0,0,0,.000,0.83,0.091,17.19,1.20%,0.81,,,2,LF
9,9,9,2015-10-21,CHC,,NYM,L 3-8,NLCS G4,CG,4,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,.000,0.46,-0.011,4.43,-0.07%,-0.02,,,6,LF
10,10,11,2016-10-25,CHC,@,CLE,L 0-6,WS G1,CG,4,3,0,1,1,0,0,0,0,0,1,2,2,0,0,0,0,0,1.000,1.28,0.007,66.60,0.19%,-0.15,,,5,DH
11,11,12,2016-10-26,CHC,@,CLE,W 5-1,WS G2,CG,5,4,1,2,0,0,0,2,0,0,1,2,2,0,0,0,0,0,1.000,0.69,0.114,36.59,3.87%,1.50,,,5,DH
