Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,BOP,Pos
1,1,1,2020-09-29,TBR,,TOR,W 3-1,ALWC G1,CG,3,3,1,2,0,0,1,2,0,0,0,0,5,0,0,0,0,0,.500,0.86,0.126,8.89,0.74%,1.55,7,RF
2,2,2,2020-09-30,TBR,,TOR,W 8-2,ALWC G2,CG,4,4,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,.333,0.68,0.105,6.65,0.57%,0.81,5,LF
3,3,3,2020-10-05,TBR,,NYY,L 3-9,ALDS G1,CG,4,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.000,1.99,-0.085,31.19,-0.79%,-1.00,5,RF
4,4,4,2020-10-06,TBR,,NYY,W 7-5,ALDS G2,GS-4,2,2,1,1,0,0,1,2,0,0,0,0,4,0,0,0,0,0,.000,0.76,0.101,11.63,0.87%,1.50,5,RF
5,5,6,2020-10-08,TBR,@,NYY,L 1-5,ALDS G4,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.85,-0.082,16.46,-0.89%,-0.80,5,CF RF
6,6,7,2020-10-09,TBR,,NYY,W 2-1,ALDS G5,9-GF,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,3,LF
7,7,8,2020-10-11,TBR,,HOU,W 2-1,ALCS G1,CG,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,1.27,-0.077,33.03,-1.18%,-0.68,7,LF
8,8,9,2020-10-12,TBR,,HOU,W 4-2,ALCS G2,CG,3,3,1,1,0,0,1,3,0,0,0,0,4,0,0,0,0,0,.000,0.98,0.213,25.90,3.16%,2.02,5,RF LF
9,9,10,2020-10-13,TBR,@,HOU,W 5-2,ALCS G3,CG,4,3,0,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1.000,1.03,0.044,21.51,0.50%,0.30,6,CF RF
10,10,11,2020-10-14,TBR,@,HOU,L 3-4,ALCS G4,CG,4,4,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1.000,1.06,-0.050,10.23,-0.26%,-0.46,1,CF
11,11,12,2020-10-15,TBR,@,HOU,L 3-4,ALCS G5,CG,4,4,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,.333,1.82,-0.065,33.15,-0.56%,-0.72,6,CF RF
12,12,13,2020-10-16,TBR,,HOU,L 4-7,ALCS G6,CG,4,4,2,2,0,0,2,3,0,0,0,1,8,0,0,0,0,0,.000,0.52,0.008,20.26,0.33%,2.47,6,CF
13,13,14,2020-10-17,TBR,,HOU,W 4-2,ALCS G7,CG,4,2,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,.000,0.40,0.040,32.92,1.88%,0.43,1,RF
14,14,15,2020-10-20,TBR,@,LAD,L 3-8,WS G1,CG,4,4,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,.500,0.57,-0.054,29.51,-1.57%,-0.46,5,LF
15,15,16,2020-10-21,TBR,@,LAD,W 6-4,WS G2,CG,4,3,1,2,0,0,0,0,1,0,1,1,2,0,0,0,0,0,1.000,0.72,0.118,38.15,3.96%,1.71,5,RF
16,16,17,2020-10-23,TBR,,LAD,L 2-6,WS G3,CG,3,3,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,1.000,0.44,-0.002,27.58,-0.09%,0.08,5,RF
