Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),BOP,Pos
1,1,1,2016-10-06,BOS,@,CLE,L 4-5,ALDS G1,CG,4,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.000,1.42,-0.109,22.18,-1.05%,-0.92,,,3,RF
2,2,2,2016-10-07,BOS,@,CLE,L 0-6,ALDS G2,CG,4,3,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,.333,0.61,-0.020,9.69,-0.18%,-0.57,,,3,RF
3,3,3,2016-10-10,BOS,,CLE,L 3-4,ALDS G3,CG,4,4,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,.250,1.27,0.012,13.14,0.08%,0.29,,,3,RF
4,4,1,2017-10-05,BOS,@,HOU,L 2-8,ALDS G1,CG,4,4,1,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,.500,0.76,0.033,11.95,0.28%,0.36,,,4,RF
5,5,2,2017-10-06,BOS,@,HOU,L 2-8,ALDS G2,GS-8,4,4,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,.333,0.55,0.000,8.81,0.01%,-0.24,,,4,RF
6,6,3,2017-10-08,BOS,,HOU,W 10-3,ALDS G3,CG,5,4,1,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1.000,0.76,0.010,7.92,0.03%,0.13,,,4,RF
7,7,4,2017-10-09,BOS,,HOU,L 4-5,ALDS G4,CG,4,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,.250,1.22,-0.153,23.56,-1.90%,-1.04,,,4,RF
8,8,1,2018-10-05,BOS,,NYY,W 5-4,ALDS G1,CG,4,3,1,1,1,0,0,0,0,0,1,2,2,0,0,0,0,1,1.000,0.48,0.002,7.45,0.00%,0.26,,,1,RF
9,9,2,2018-10-06,BOS,,NYY,L 2-6,ALDS G2,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.83,-0.085,13.29,-0.87%,-0.92,,,1,RF
10,10,3,2018-10-08,BOS,@,NYY,W 16-1,ALDS G3,CG,6,5,2,2,0,0,0,2,0,0,1,0,2,0,0,0,0,0,.400,0.46,0.047,9.52,0.66%,1.35,,,1,CF RF
11,11,4,2018-10-09,BOS,@,NYY,W 4-3,ALDS G4,CG,5,4,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,.000,0.58,-0.058,11.27,-0.65%,-0.65,,,1,RF
12,12,5,2018-10-13,BOS,,HOU,L 2-7,ALCS G1,CG,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.250,1.73,-0.136,45.17,-2.26%,-0.63,,,1,RF
13,13,6,2018-10-14,BOS,,HOU,W 7-5,ALCS G2,CG,5,4,2,2,2,0,0,1,0,0,1,0,4,0,0,0,0,0,.500,0.91,0.220,23.29,3.18%,2.92,,,1,RF
14,14,7,2018-10-16,BOS,@,HOU,W 8-2,ALCS G3,CG,5,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.200,0.69,-0.029,21.50,-0.59%,-0.36,,,1,RF
15,15,8,2018-10-17,BOS,@,HOU,W 8-6,ALCS G4,CG,6,5,2,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,.250,0.87,0.018,26.61,0.42%,-0.12,,,1,RF
16,16,9,2018-10-18,BOS,@,HOU,W 4-1,ALCS G5,CG,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,1.01,-0.128,18.29,-1.38%,-1.52,,,1,RF
17,17,10,2018-10-23,BOS,,LAD,W 8-4,WS G1,CG,5,4,2,1,0,0,0,0,1,0,1,2,1,0,0,0,0,0,.500,1.00,0.130,52.08,3.80%,0.84,,,1,RF
18,18,11,2018-10-24,BOS,,LAD,W 4-2,WS G2,CG,4,4,1,3,1,0,0,0,0,0,0,0,4,0,0,0,0,0,.750,0.74,0.054,38.93,1.70%,0.70,,,1,RF
19,19,12,2018-10-26,BOS,@,LAD,L 2-3 (18),WS G3,CG(18),8,7,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,.000,2.02,-0.365,84.01,-8.74%,-1.61,,,1,CF RF
20,20,13,2018-10-27,BOS,@,LAD,W 9-6,WS G4,CG,5,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,.000,1.08,-0.106,65.81,-3.80%,-0.78,,,1,CF
21,21,14,2018-10-28,BOS,@,LAD,W 5-1,WS G5,CG,4,4,1,1,0,0,1,1,0,0,0,0,4,0,0,0,0,0,.000,0.60,0.087,21.82,2.08%,0.40,,,1,CF RF
22,22,1,2020-09-30,LAD,,MIL,W 4-2,NLWC G1,CG,4,4,1,2,2,0,0,1,0,0,0,1,4,0,0,0,0,0,.667,0.78,0.084,8.06,0.49%,1.20,,,1,RF
23,23,2,2020-10-01,LAD,,MIL,W 3-0,NLWC G2,CG,4,3,0,1,1,0,0,2,0,0,1,2,2,0,0,0,0,0,1.000,0.88,0.130,8.52,0.71%,1.65,,,1,RF
24,24,3,2020-10-06,LAD,,SDP,W 5-1,NLDS G1,CG,5,5,1,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,.250,1.50,-0.024,23.44,-0.34%,-0.51,,,1,RF
25,25,4,2020-10-07,LAD,,SDP,W 6-5,NLDS G2,CG,4,4,1,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,.500,1.19,-0.032,19.00,-0.30%,-0.39,,,1,RF
26,26,5,2020-10-08,LAD,@,SDP,W 12-3,NLDS G3,CG,6,3,3,1,1,0,0,1,0,0,2,1,2,0,0,0,1,0,.333,0.64,0.076,6.68,0.48%,1.14,,,1,RF
