Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,BOP,Pos
1,1,1,2015-10-08,TOR,,TEX,L 3-5,ALDS G1,CG,3,3,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,.333,0.82,0.054,12.80,0.54%,0.53,9,CF
2,2,2,2015-10-09,TOR,,TEX,L 4-6 (14),ALDS G2,CG(14),6,6,1,1,1,0,0,0,0,0,0,3,2,1,0,0,0,0,.333,1.59,-0.156,24.28,-1.39%,-1.00,8,CF
3,3,3,2015-10-11,TOR,@,TEX,W 5-1,ALDS G3,CG,4,4,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,.500,0.57,0.115,5.86,0.78%,0.87,8,CF
4,4,4,2015-10-12,TOR,@,TEX,W 8-4,ALDS G4,CG,4,4,1,3,0,0,1,3,0,1,0,0,6,0,0,0,0,0,.667,0.22,0.092,5.00,1.35%,2.31,8,CF
5,5,5,2015-10-14,TOR,,TEX,W 6-3,ALDS G5,CG,4,4,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,1.43,0.041,59.48,0.92%,-0.15,8,CF
6,6,6,2015-10-16,TOR,@,KCR,L 0-5,ALCS G1,CG,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,0.60,0.005,15.54,0.17%,-0.24,8,CF
7,7,7,2015-10-17,TOR,@,KCR,L 3-6,ALCS G2,CG,4,4,1,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,.500,0.96,0.047,25.35,0.72%,-0.04,8,CF
8,8,8,2015-10-19,TOR,,KCR,W 11-8,ALCS G3,CG,4,4,2,1,1,0,0,1,1,0,0,0,2,0,0,0,0,0,.250,0.96,0.005,19.92,0.01%,0.66,8,CF
9,9,9,2015-10-20,TOR,,KCR,L 2-14,ALCS G4,CG,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,0.44,-0.045,13.36,-0.88%,-1.09,8,CF
10,10,10,2015-10-21,TOR,,KCR,W 7-1,ALCS G5,CG,4,4,0,2,1,0,0,1,0,0,0,1,3,0,0,0,0,0,.667,0.34,-0.010,6.01,-0.10%,0.34,8,CF
11,11,11,2015-10-23,TOR,@,KCR,L 3-4,ALCS G6,CG,4,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,.000,2.39,0.180,92.29,4.17%,0.85,8,CF
12,12,1,2016-10-04,TOR,,BAL,W 5-2 (11),ALWC G1,CG(11),4,4,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,.333,1.47,-0.001,30.68,0.09%,0.14,8,CF
13,13,2,2016-10-06,TOR,@,TEX,W 10-1,ALDS G1,CG,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.20,-0.027,3.07,-0.26%,-1.29,7,CF
14,14,3,2016-10-07,TOR,@,TEX,W 5-3,ALDS G2,CG,4,4,1,1,0,0,1,1,0,0,0,0,4,0,0,0,0,0,.000,0.46,0.087,7.07,0.85%,0.46,8,CF
15,15,4,2016-10-09,TOR,,TEX,W 7-6 (10),ALDS G3,CG(10),4,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,.000,1.67,-0.088,17.32,-0.51%,-0.61,8,CF
16,16,5,2016-10-14,TOR,@,CLE,L 0-2,ALCS G1,CG,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,1.13,-0.036,29.38,-0.46%,-0.20,8,CF
17,17,6,2016-10-15,TOR,@,CLE,L 1-2,ALCS G2,CG,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,1.04,-0.082,27.42,-1.21%,-0.63,8,CF
18,18,7,2016-10-17,TOR,,CLE,L 2-4,ALCS G3,CG,4,4,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,.333,1.72,-0.028,35.92,-0.33%,-0.18,7,CF
19,19,8,2016-10-18,TOR,,CLE,W 5-1,ALCS G4,CG,4,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,.000,0.98,-0.090,9.49,-0.48%,-1.02,8,CF
20,20,9,2016-10-19,TOR,,CLE,L 0-3,ALCS G5,CG,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,1.34,-0.102,24.22,-1.19%,-0.92,8,CF
21,21,1,2023-10-07,ATL,,PHI,L 0-3,NLDS G1,GS-5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0.48,-0.013,7.52,-0.11%,-0.11,9,LF
22,22,2,2023-10-09,ATL,,PHI,W 5-4,NLDS G2,7-GF,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1.43,-0.036,21.91,-0.36%,-0.17,7,PH LF
23,23,3,2023-10-11,ATL,@,PHI,L 2-10,NLDS G3,6-8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0.18,0.006,3.76,0.07%,0.21,7,PH LF
24,24,4,2023-10-12,ATL,@,PHI,L 1-3,NLDS G4,CG,4,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.000,2.04,-0.177,45.13,-2.28%,-1.15,7,LF
,,,,,,,11-13,,,87,79,7,15,6,0,2,8,3,1,7,17,27,1,0,0,1,1,.213,1.07,-0.259,22.62,0.10%,-2.41,,
