Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),BOP,Pos
1,1,1,2019-10-02,OAK,,TBR,L 1-5,ALWC G1,GS-4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.000,1.16,-0.050,24.17,-0.66%,-0.54,,,9,C
2,2,1,2020-09-29,OAK,,CHW,L 1-4,ALWC G1,CG,3,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,.500,0.51,0.007,5.29,0.04%,0.00,,,9,C
3,3,2,2020-09-30,OAK,,CHW,W 5-3,ALWC G2,CG,3,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.333,0.22,0.013,2.40,0.08%,-0.14,,,9,C
4,4,3,2020-10-01,OAK,,CHW,W 6-4,ALWC G3,CG,4,2,2,1,0,0,1,2,0,0,2,0,4,0,0,0,0,0,.000,0.68,0.235,14.22,3.13%,2.15,,,9,C
5,5,4,2020-10-05,OAK,,HOU,L 5-10,ALDS G1,CG,4,4,1,1,0,0,1,1,0,0,0,1,4,0,0,0,0,0,.000,0.79,-0.029,12.34,-0.29%,-0.19,,,9,C
6,6,5,2020-10-06,OAK,,HOU,L 2-5,ALDS G2,CG,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,0.86,-0.067,13.11,-0.63%,-0.62,,,7,C
7,7,6,2020-10-07,OAK,@,HOU,W 9-7,ALDS G3,CG,4,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,.000,1.17,-0.030,12.16,-0.16%,-0.75,,,9,C
8,8,7,2020-10-08,OAK,@,HOU,L 6-11,ALDS G4,CG,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.250,0.39,-0.024,8.60,-0.31%,-0.32,,,9,C
9,9,1,2023-10-07,ATL,,PHI,L 0-3,NLDS G1,CG,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,1.33,-0.097,20.78,-0.94%,-0.72,,,8,C
10,10,4,2023-10-12,ATL,@,PHI,L 1-3,NLDS G4,CG,4,4,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,.667,1.36,0.165,30.00,2.12%,1.07,,,6,C
11,11,2,2024-10-02,ATL,@,SDP,L 4-5,NLWC G2,CG,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,0.57,-0.047,5.60,-0.25%,-0.58,0.00,0.00,8,C
,,,,,,,3-8,,,36,33,4,7,0,0,2,4,0,0,2,8,13,1,0,0,1,0,.208,0.81,0.076,13.52,2.13%,-0.65,0.00,0.00,,
