Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,BOP,Pos
1,1,2,2017-10-07,WSN,,CHC,W 6-3,NLDS G2,8-GF,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,0.000,,0.00%,0.00,9,PR LF
2,2,5,2017-10-12,WSN,,CHC,L 8-9,NLDS G5,4-5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0.84,-0.022,35.00,-0.51%,-0.25,9,PH
3,3,1,2019-10-01,WSN,,MIL,W 4-3,NLWC G1,CG,3,3,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1.000,1.08,-0.053,22.50,-0.70%,-0.37,8,CF
4,4,2,2019-10-03,WSN,@,LAD,L 0-6,NLDS G1,CG,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,0.93,-0.072,14.63,-0.64%,-0.73,7,CF
5,5,3,2019-10-04,WSN,@,LAD,W 4-2,NLDS G2,GS-8,4,2,1,1,1,0,0,0,0,0,0,0,2,0,1,1,0,0,.500,0.79,0.035,12.67,0.35%,0.27,8,CF
6,6,9,2019-10-14,WSN,,STL,W 8-1,NLCS G3,CG,4,4,2,2,0,0,1,1,0,0,0,1,5,0,0,0,0,0,.500,0.37,0.035,7.71,0.41%,0.77,8,CF
7,7,10,2019-10-15,WSN,,STL,W 7-4,NLCS G4,CG,4,4,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,.333,0.54,0.045,5.93,0.27%,0.40,7,CF
8,8,11,2019-10-22,WSN,@,HOU,W 5-4,WS G1,CG,4,4,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,.333,0.93,0.019,48.30,0.72%,-0.03,9,CF
9,9,12,2019-10-23,WSN,@,HOU,W 12-3,WS G2,GS-8,4,3,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,.000,0.81,-0.020,41.84,-0.41%,0.22,9,CF
10,10,13,2019-10-25,WSN,,HOU,L 1-4,WS G3,CG,4,3,0,1,0,1,0,1,1,0,1,1,3,1,0,0,0,0,.500,1.46,0.081,60.83,2.17%,0.57,8,CF
11,11,14,2019-10-26,WSN,,HOU,L 1-8,WS G4,CG,4,4,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,.333,0.28,-0.022,17.75,-0.89%,-0.27,7,CF
12,12,15,2019-10-27,WSN,,HOU,L 1-7,WS G5,CG,3,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,.000,1.12,-0.163,92.67,-8.64%,-1.64,7,CF
13,13,16,2019-10-29,WSN,@,HOU,W 7-2,WS G6,CG,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,.000,0.89,-0.088,69.19,-3.95%,-1.01,8,CF
14,14,17,2019-10-30,WSN,@,HOU,W 6-2,WS G7,CG,4,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.250,0.94,-0.075,156.25,-7.51%,-0.38,9,CF
,,,,,,,9-5,,,46,42,9,9,1,1,1,3,1,0,2,16,15,2,1,1,0,0,.320,0.84,-0.300,45.02,-19.33%,-2.46,,
