Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,BOP,Pos
1,1,1,2016-10-07,WSN,,LAD,L 3-4,NLDS G1,8-9,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,8,PR
2,2,4,2016-10-11,WSN,@,LAD,L 5-6,NLDS G4,5-5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1.12,-0.028,21.73,-0.30%,-0.23,9,PH
3,3,5,2016-10-13,WSN,,LAD,L 3-4,NLDS G5,8-GF,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,2.44,-0.069,101.67,-1.85%,-0.23,9,CF
4,4,1,2017-10-06,WSN,,CHC,L 0-3,NLDS G1,CG,3,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.333,0.89,0.013,13.90,0.14%,0.09,8,CF
5,5,2,2017-10-07,WSN,,CHC,W 6-3,NLDS G2,CG,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,1.36,-0.046,20.83,-0.42%,-0.35,8,CF
6,6,3,2017-10-09,WSN,@,CHC,L 1-2,NLDS G3,CG,3,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,.500,1.13,0.017,23.71,0.27%,0.21,8,CF
7,7,4,2017-10-11,WSN,@,CHC,W 5-0,NLDS G4,CG,4,3,1,1,0,0,1,4,0,0,1,2,4,0,0,0,0,0,,1.36,0.201,30.37,2.93%,3.20,8,CF
8,8,5,2017-10-12,WSN,,CHC,L 8-9,NLDS G5,CG,5,4,2,2,0,0,1,4,0,0,1,1,5,0,0,0,0,0,.500,1.34,0.279,55.67,6.93%,2.76,8,CF
9,9,1,2019-10-01,WSN,,MIL,W 4-3,NLWC G1,8-GF,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1.21,0.055,25.21,0.72%,0.27,9,PH RF
10,10,3,2019-10-04,WSN,@,LAD,W 4-2,NLDS G2,8-GF,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,8,CF
11,11,4,2019-10-06,WSN,,LAD,L 4-10,NLDS G3,CG,4,4,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,.333,0.40,-0.003,8.37,-0.05%,-0.26,8,CF
12,12,5,2019-10-07,WSN,,LAD,W 6-1,NLDS G4,CG,4,3,1,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,.667,0.47,0.063,9.06,0.75%,0.49,8,CF
13,13,6,2019-10-09,WSN,@,LAD,W 7-3 (10),NLDS G5,CG(10),5,5,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,.333,1.43,-0.073,59.75,-1.69%,-0.54,8,CF
14,14,7,2019-10-11,WSN,@,STL,W 2-0,NLCS G1,CG,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,1.34,-0.146,34.99,-2.40%,-1.73,7,CF
15,15,8,2019-10-12,WSN,@,STL,W 3-1,NLCS G2,CG,4,4,1,2,0,0,1,1,0,0,0,2,5,0,0,0,0,0,1.000,0.63,0.099,16.29,1.63%,0.78,8,CF
16,16,12,2019-10-23,WSN,@,HOU,W 12-3,WS G2,8-GF,1,1,1,1,0,0,1,1,0,0,0,0,4,0,0,0,0,0,,0.00,0.000,0.00,0.01%,1.00,9,CF
17,17,1,2023-10-03,MIN,,TOR,W 3-1,ALWC G1,CG,3,3,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1.000,0.49,0.008,5.05,0.04%,0.04,9,CF
18,18,2,2023-10-04,MIN,,TOR,W 2-0,ALWC G2,CG,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,0.65,-0.048,6.36,-0.27%,-0.78,9,CF
19,19,3,2023-10-07,MIN,@,HOU,L 4-6,ALDS G1,GS-7,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,.000,1.38,-0.069,21.62,-0.61%,-0.66,9,CF
20,20,4,2023-10-08,MIN,@,HOU,W 6-2,ALDS G2,CG,4,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.250,0.37,-0.005,5.95,-0.05%,-0.31,9,CF
21,21,6,2023-10-11,MIN,,HOU,L 2-3,ALDS G4,GS-8,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,1.06,-0.054,20.65,-0.64%,-0.41,9,CF
,,,,,,,12-9,,,57,51,8,14,0,0,4,10,0,0,4,18,26,1,2,0,0,0,.345,0.97,0.194,25.32,5.14%,3.34,,
