Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),BOP,Pos
1,1,1,2013-10-02,TBR,@,CLE,W 4-0,ALWC G1,8-GF,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,2,CF
2,2,1,2019-10-02,TBR,@,OAK,W 5-1,ALWC G1,CG,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,0.22,-0.022,4.53,-0.29%,-0.61,,,8,CF
3,3,2,2019-10-04,TBR,@,HOU,L 2-6,ALDS G1,CG,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,0.68,-0.056,10.60,-0.50%,-0.67,,,8,CF
4,4,3,2019-10-05,TBR,@,HOU,L 1-3,ALDS G2,CG,4,4,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,.333,2.11,-0.181,33.65,-1.63%,-1.11,,,8,CF
5,5,4,2019-10-07,TBR,,HOU,W 10-3,ALDS G3,CG,4,4,1,1,0,0,1,3,0,0,0,1,4,0,0,0,0,0,.000,0.52,0.272,5.40,1.62%,2.14,,,8,CF
6,6,5,2019-10-08,TBR,,HOU,W 4-1,ALDS G4,CG,4,4,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,.333,0.50,-0.053,9.70,-0.58%,-1.04,,,8,CF
7,7,6,2019-10-10,TBR,@,HOU,L 1-6,ALDS G5,CG,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,0.53,-0.042,22.08,-0.98%,-0.49,,,8,CF
8,8,1,2020-09-29,TBR,,TOR,W 3-1,ALWC G1,CG,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.61,-0.049,6.36,-0.29%,-0.63,,,8,CF
9,9,2,2020-09-30,TBR,,TOR,W 8-2,ALWC G2,CG,4,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.250,0.24,0.026,2.34,0.15%,-0.19,,,8,CF
10,10,3,2020-10-05,TBR,,NYY,L 3-9,ALDS G1,CG,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,0.62,-0.068,9.68,-0.62%,-0.81,,,8,CF
11,11,4,2020-10-06,TBR,,NYY,W 7-5,ALDS G2,CG,4,4,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,.333,0.76,0.028,11.59,0.23%,-0.50,,,8,CF
12,12,5,2020-10-07,TBR,@,NYY,W 8-4,ALDS G3,CG,4,4,2,2,1,0,1,3,0,0,0,1,6,0,0,0,0,0,.500,1.19,0.189,24.95,2.54%,1.85,,,8,CF
13,13,6,2020-10-08,TBR,@,NYY,L 1-5,ALDS G4,GS-7,2,2,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,.500,1.88,0.062,36.62,0.68%,0.66,,,8,CF
14,14,7,2020-10-09,TBR,,NYY,W 2-1,ALDS G5,CG,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,1.18,-0.090,49.17,-2.21%,-0.64,,,8,CF
15,15,8,2020-10-11,TBR,,HOU,W 2-1,ALCS G1,CG,4,4,0,2,2,0,0,0,0,1,0,0,4,0,0,0,0,0,.500,1.13,-0.032,29.60,-0.51%,-0.30,,,8,CF
16,16,9,2020-10-12,TBR,,HOU,W 4-2,ALCS G2,CG,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,0.32,-0.024,8.55,-0.37%,-0.49,,,8,CF
17,17,10,2020-10-13,TBR,@,HOU,W 5-2,ALCS G3,GS-6,3,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,.000,1.37,-0.078,28.54,-0.90%,-0.63,,,7,CF
18,18,12,2020-10-15,TBR,@,HOU,L 3-4,ALCS G5,9-GF,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,3.05,0.058,55.55,0.67%,0.16,,,9,PR CF
19,19,14,2020-10-17,TBR,,HOU,W 4-2,ALCS G7,CG,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,0.31,-0.025,25.83,-1.15%,-0.63,,,9,CF
20,20,15,2020-10-20,TBR,@,LAD,L 3-8,WS G1,CG,3,3,1,2,0,0,1,2,0,0,0,0,5,0,0,0,0,0,.500,0.48,0.115,24.89,3.35%,1.62,,,8,CF
21,21,16,2020-10-21,TBR,@,LAD,W 6-4,WS G2,CG,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,0.54,-0.059,28.67,-1.97%,-1.16,,,8,CF
22,22,17,2020-10-23,TBR,,LAD,L 2-6,WS G3,CG,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,0.55,-0.002,34.26,-0.06%,-0.24,,,8,CF
23,23,18,2020-10-24,TBR,,LAD,W 8-7,WS G4,CG,4,4,2,2,0,0,1,1,0,0,0,2,5,0,0,0,0,0,1.000,1.62,0.272,99.33,10.39%,0.79,,,9,CF
24,24,19,2020-10-25,TBR,,LAD,L 2-4,WS G5,CG,3,3,1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1.000,1.58,0.106,130.90,5.59%,0.69,,,8,CF
25,25,20,2020-10-27,TBR,@,LAD,L 1-3,WS G6,CG,3,3,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,.500,0.77,-0.005,59.73,-0.06%,0.14,,,8,CF
26,26,1,2021-10-07,TBR,,BOS,W 5-0,ALDS G1,CG,3,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,.000,0.49,-0.049,7.67,-0.44%,-1.03,,,9,CF
27,27,2,2021-10-08,TBR,,BOS,L 6-14,ALDS G2,CG,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,0.55,-0.055,8.75,-0.55%,-1.03,,,9,CF
28,28,3,2021-10-10,TBR,@,BOS,L 4-6 (13),ALDS G3,CG(13),6,4,0,1,1,0,0,0,0,0,2,2,2,0,0,0,0,1,.500,1.84,-0.013,38.45,-0.23%,0.03,,,7,CF
29,29,4,2021-10-11,TBR,@,BOS,L 5-6,ALDS G4,CG,3,3,2,2,2,0,0,1,0,0,0,0,4,0,0,0,0,0,.667,1.17,0.200,25.91,2.48%,1.52,,,9,CF
30,30,1,2023-10-03,TOR,@,MIN,L 1-3,ALWC G1,CG,4,3,0,2,0,0,0,1,0,0,1,1,2,0,0,0,0,0,1.000,1.30,0.013,13.44,0.06%,0.44,,,7,CF
31,31,2,2023-10-04,TOR,@,MIN,L 0-2,ALWC G2,GS-6,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,1.15,-0.055,11.21,-0.33%,-0.54,,,7,CF
32,32,6,2024-10-13,LAD,,NYM,W 9-0,NLCS G1,7-GF,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.04,0.001,1.04,0.00%,0.61,2.00,3.20,8,CF
33,33,8,2024-10-16,LAD,@,NYM,W 8-0,NLCS G3,8-GF,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,0.00,0.00,3,CF
34,34,9,2024-10-17,LAD,@,NYM,W 10-2,NLCS G4,8-GF,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0.00,0.000,0.00,0.00%,-0.15,2.00,3.20,3,PR CF
35,35,11,2024-10-20,LAD,,NYM,W 10-5,NLCS G6,9-GF,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,0.00,0.00,7,CF
,,,,,,,20-15,,,103,98,13,22,9,0,4,12,0,1,4,31,43,1,1,0,0,1,.286,0.93,0.384,26.84,14.09%,-2.25,4.00,6.40,,
