Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,BOP,Pos
1,1,3,2018-10-08,CLE,,HOU,L 3-11,ALDS G3,GS-9,3,3,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,.500,1.04,-0.044,10.75,-0.29%,-0.33,6,DH
2,2,1,2019-10-02,TBR,@,OAK,W 5-1,ALWC G1,GS-7,4,4,2,3,0,0,2,2,0,0,0,0,9,0,0,0,0,0,.500,0.49,0.155,10.26,2.07%,2.04,1,1B
3,3,2,2019-10-04,TBR,@,HOU,L 2-6,ALDS G1,CG,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,0.68,-0.075,10.69,-0.67%,-0.97,4,DH
4,4,3,2019-10-05,TBR,@,HOU,L 1-3,ALDS G2,CG,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,1.59,-0.164,25.38,-1.47%,-1.24,1,3B
5,5,4,2019-10-07,TBR,,HOU,W 10-3,ALDS G3,GS-2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0.92,-0.024,9.54,-0.16%,-0.25,1,3B
6,6,2,2020-09-30,TBR,,TOR,W 8-2,ALWC G2,GS-6,4,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,.000,0.65,-0.063,6.33,-0.35%,-0.81,4,3B
7,7,3,2020-10-05,TBR,,NYY,L 3-9,ALDS G1,CG,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,0.82,-0.102,12.79,-1.01%,-0.60,1,DH
8,8,6,2020-10-08,TBR,@,NYY,L 1-5,ALDS G4,CG,4,3,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1.000,1.04,0.017,20.16,0.24%,0.23,1,DH
9,9,7,2020-10-09,TBR,,NYY,W 2-1,ALDS G5,CG,4,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.000,1.24,0.087,51.56,2.12%,0.66,5,DH
10,10,8,2020-10-11,TBR,,HOU,W 2-1,ALCS G1,GS-8,4,2,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1.000,0.90,0.048,23.43,0.79%,0.74,4,1B
11,11,10,2020-10-13,TBR,@,HOU,W 5-2,ALCS G3,GS-9,5,5,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,.250,1.21,0.036,25.21,0.56%,-0.24,4,1B
12,12,12,2020-10-15,TBR,@,HOU,L 3-4,ALCS G5,CG,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,0.98,-0.098,17.85,-1.00%,-0.75,4,DH
13,13,13,2020-10-16,TBR,,HOU,L 4-7,ALCS G6,GS-8,3,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.000,0.91,-0.010,35.32,-0.11%,-0.09,4,1B
14,14,15,2020-10-20,TBR,@,LAD,L 3-8,WS G1,CG,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.250,0.58,-0.002,30.16,0.10%,-0.27,1,1B
15,15,16,2020-10-21,TBR,@,LAD,W 6-4,WS G2,7-9,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.000,0.27,0.019,14.27,0.63%,0.53,1,PH DH
16,16,18,2020-10-24,TBR,,LAD,W 8-7,WS G4,GS-7,4,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,.000,0.91,-0.027,55.71,-1.23%,-0.33,1,3B 1B
17,17,19,2020-10-25,TBR,,LAD,L 2-4,WS G5,GS-8,3,3,1,2,0,1,0,1,0,0,0,0,4,0,0,0,0,0,.667,0.89,0.159,73.85,8.45%,1.70,1,1B
18,18,20,2020-10-27,TBR,@,LAD,L 1-3,WS G6,7-GF,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1.61,-0.046,125.44,-2.02%,-0.24,1,PH 1B
19,19,1,2021-10-07,TBR,,BOS,W 5-0,ALDS G1,CG,4,3,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,.333,0.39,0.082,6.11,0.72%,0.61,5,3B 1B
20,20,2,2021-10-08,TBR,,BOS,L 6-14,ALDS G2,CG,4,4,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,.333,1.03,0.065,16.50,0.61%,0.52,5,3B
21,21,3,2021-10-10,TBR,@,BOS,L 4-6 (13),ALDS G3,6-GF(13),4,4,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,.333,2.46,-0.197,51.40,-2.33%,-0.97,5,PH 3B 1B
22,22,4,2021-10-11,TBR,@,BOS,L 5-6,ALDS G4,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,1.02,-0.102,22.64,-1.24%,-0.69,6,3B
23,23,1,2022-10-07,TBR,@,CLE,L 1-2,ALWC G1,CG,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,1.36,-0.135,14.11,-0.81%,-0.81,1,3B
24,24,2,2022-10-08,TBR,@,CLE,L 0-1 (15),ALWC G2,CG(15),6,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,1.04,-0.154,10.13,-0.84%,-0.80,1,3B 1B
25,25,1,2023-10-03,TBR,,TEX,L 0-4,ALWC G1,CG,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,0.77,-0.079,8.02,-0.50%,-0.82,1,1B
26,26,2,2023-10-04,TBR,,TEX,L 1-7,ALWC G2,CG,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.250,0.38,0.018,4.22,0.11%,-0.04,1,1B
,,,,,,,9-17,,,97,85,6,15,1,1,2,5,0,0,12,22,24,0,0,0,0,0,.213,0.97,-0.636,26.61,2.37%,-3.23,,
