Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,BOP,Pos
1,1,1,2013-10-01,PIT,,CIN,W 6-2,NLWC G1,CG,5,3,1,2,0,0,0,0,0,0,2,0,2,0,0,0,0,1,.667,0.32,0.042,6.59,0.49%,0.59,3,CF
2,2,2,2013-10-03,PIT,@,STL,L 1-9,NLDS G1,CG,4,4,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,.500,0.12,-0.008,1.84,-0.07%,0.05,3,CF
3,3,3,2013-10-04,PIT,@,STL,W 7-1,NLDS G2,CG,5,4,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,.333,0.40,-0.016,6.40,-0.17%,-0.24,3,CF
4,4,4,2013-10-06,PIT,,STL,W 5-3,NLDS G3,CG,4,2,2,2,1,0,0,0,0,0,2,0,3,0,0,0,0,0,1.000,0.97,0.220,20.23,2.54%,1.32,3,CF
5,5,5,2013-10-07,PIT,,STL,L 1-2,NLDS G4,CG,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,1.27,-0.130,28.42,-1.83%,-0.50,3,CF
6,6,6,2013-10-09,PIT,@,STL,L 1-6,NLDS G5,CG,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,0.61,-0.059,25.31,-1.36%,-0.70,3,CF
7,7,1,2014-10-01,PIT,,SFG,L 0-8,NLWC G1,CG,4,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.000,0.31,-0.001,6.51,0.00%,-0.60,3,CF
8,8,1,2015-10-07,PIT,,CHC,L 0-4,NLWC G1,CG,4,4,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,.500,0.79,0.051,16.46,0.68%,0.41,3,CF
9,9,1,2018-10-03,NYY,,OAK,W 7-2,ALWC G1,GS-8,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,0.52,0.003,10.79,0.04%,-0.25,1,LF
10,10,2,2018-10-05,NYY,@,BOS,L 4-5,ALDS G1,CG,5,5,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,.250,1.16,-0.002,18.23,-0.02%,-0.03,1,LF
11,11,3,2018-10-06,NYY,@,BOS,W 6-2,ALDS G2,CG,5,5,0,1,0,0,0,1,0,0,0,2,1,1,0,0,0,0,.333,0.90,0.001,14.44,0.04%,-0.44,1,LF
12,12,4,2018-10-08,NYY,,BOS,L 1-16,ALDS G3,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.53,-0.052,10.99,-0.66%,-0.81,1,LF
13,13,5,2018-10-09,NYY,,BOS,L 3-4,ALDS G4,8-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.67,-0.017,13.01,-0.21%,-0.16,9,PH LF
,,,,,,,5-8,,,53,46,5,11,1,0,0,1,0,0,7,7,12,1,0,0,0,1,.282,0.67,0.032,13.78,-0.53%,-1.36,,
