Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),BOP,Pos
1,1,1,2017-10-03,NYY,,MIN,W 8-4,ALWC G1,CG,4,4,1,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,.500,0.85,0.023,17.61,0.16%,0.90,,,3,C
2,2,2,2017-10-05,NYY,@,CLE,L 0-4,ALDS G1,CG,4,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,.000,0.81,-0.135,12.74,-1.19%,-1.48,,,3,C
3,3,3,2017-10-06,NYY,@,CLE,L 8-9 (13),ALDS G2,CG(13),6,6,2,2,0,0,1,2,0,0,0,2,5,0,0,0,0,0,.333,1.71,-0.052,27.42,-0.30%,0.84,,,3,C
4,4,4,2017-10-08,NYY,,CLE,W 1-0,ALDS G3,CG,4,4,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,.500,0.81,-0.025,8.42,-0.14%,-0.46,,,3,C
5,5,5,2017-10-09,NYY,,CLE,W 7-3,ALDS G4,CG,5,5,1,1,0,0,1,1,0,0,0,2,4,0,0,0,0,0,.000,0.49,-0.014,9.46,-0.14%,-0.35,,,4,C
6,6,6,2017-10-11,NYY,@,CLE,W 5-2,ALDS G5,CG,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,.000,0.52,-0.055,21.46,-1.47%,-0.73,,,4,C
7,7,7,2017-10-13,NYY,@,HOU,L 1-2,ALCS G1,GS-8,4,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,,1.24,-0.059,32.33,-0.87%,-0.65,,,3,C
8,8,8,2017-10-14,NYY,@,HOU,L 1-2,ALCS G2,CG,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,1.51,-0.148,39.83,-2.17%,-0.87,,,4,C
9,9,9,2017-10-16,NYY,,HOU,W 8-1,ALCS G3,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.40,-0.044,8.34,-0.50%,-1.11,,,4,C
10,10,10,2017-10-17,NYY,,HOU,W 6-4,ALCS G4,CG,4,3,0,1,1,0,0,3,0,0,0,0,2,0,0,0,1,0,.250,1.98,0.091,60.36,1.46%,0.73,,,4,C DH
11,11,11,2017-10-18,NYY,,HOU,W 5-0,ALCS G5,CG,4,4,1,2,0,0,1,2,0,0,0,2,5,0,0,0,0,0,1.000,0.63,0.059,26.12,1.37%,1.57,,,3,C
12,12,12,2017-10-20,NYY,@,HOU,L 1-7,ALCS G6,CG,4,4,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,.333,0.97,-0.038,43.25,-0.80%,-0.31,,,4,C
13,13,13,2017-10-21,NYY,@,HOU,L 0-4,ALCS G7,CG,4,4,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,.333,0.52,0.007,43.33,0.59%,-0.11,,,4,C
14,14,1,2018-10-03,NYY,,OAK,W 7-2,ALWC G1,CG,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.000,0.71,-0.091,14.79,-1.06%,-1.61,,,8,C
15,15,2,2018-10-05,NYY,@,BOS,L 4-5,ALDS G1,CG,4,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.000,1.01,-0.021,15.75,-0.19%,-0.33,,,8,C
16,16,3,2018-10-06,NYY,@,BOS,W 6-2,ALDS G2,CG,5,5,2,2,0,0,2,4,0,0,0,2,8,0,0,0,0,0,.000,0.86,0.142,13.80,1.46%,1.97,,,5,C
17,17,4,2018-10-08,NYY,,BOS,L 1-16,ALDS G3,CG,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,0.38,-0.038,7.95,-0.52%,-1.19,,,6,C
18,18,5,2018-10-09,NYY,,BOS,L 3-4,ALDS G4,CG,4,3,1,1,1,0,0,1,0,0,0,0,2,0,0,0,1,0,.250,2.28,-0.162,44.24,-1.98%,-0.07,,,7,C
19,19,1,2019-10-04,NYY,,MIN,W 10-4,ALDS G1,CG,4,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,,0.79,-0.068,12.42,-0.56%,-1.49,,,7,C
20,20,2,2019-10-05,NYY,,MIN,W 8-2,ALDS G2,CG,4,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,.000,0.40,0.014,6.40,0.12%,0.37,,,7,C
21,21,3,2019-10-07,NYY,@,MIN,W 5-1,ALDS G3,CG,4,3,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,.500,0.51,-0.035,5.29,-0.23%,-0.25,,,7,C
22,22,4,2019-10-12,NYY,@,HOU,W 7-0,ALCS G1,CG,4,4,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,.333,0.55,-0.012,14.30,-0.14%,-0.37,,,7,C
23,23,5,2019-10-13,NYY,@,HOU,L 2-3 (11),ALCS G2,CG(11),5,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,.000,1.88,-0.249,48.45,-3.64%,-1.31,,,6,C
24,24,6,2019-10-15,NYY,,HOU,L 1-4,ALCS G3,CG,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,0.88,-0.092,27.66,-1.84%,-0.79,,,7,C
25,25,7,2019-10-17,NYY,,HOU,L 3-8,ALCS G4,CG,4,4,1,1,0,0,1,2,0,0,0,2,4,0,0,0,0,0,.000,1.14,-0.007,34.75,0.03%,0.46,,,7,C
26,26,8,2019-10-18,NYY,,HOU,W 4-1,ALCS G5,CG,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,0.31,-0.024,5.65,-0.25%,-0.60,,,6,C
27,27,9,2019-10-19,NYY,@,HOU,L 4-6,ALCS G6,CG,4,3,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,.500,1.27,-0.008,49.41,-0.18%,0.34,,,7,C
28,28,2,2020-09-30,NYY,@,CLE,W 10-9,ALWC G2,CG,5,4,1,1,0,0,1,3,0,0,0,1,4,0,0,0,1,0,.000,2.79,0.114,31.00,0.86%,0.35,,,9,C
29,29,4,2020-10-06,NYY,@,TBR,L 5-7,ALDS G2,CG,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,.000,1.77,-0.173,27.02,-1.48%,-1.54,,,9,C
30,30,7,2020-10-09,NYY,@,TBR,L 1-2,ALDS G5,8-GF,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,9,C
31,31,1,2021-10-05,NYY,@,BOS,L 2-6,ALWC G1,8-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.31,-0.008,6.46,-0.10%,-0.26,,,8,PH C
32,32,2,2024-10-02,MIL,,NYM,W 5-3,NLWC G2,GS-6,3,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,.500,1.02,-0.008,11.32,-0.03%,-0.21,3.00,3.00,5,DH
33,33,3,2024-10-03,MIL,,NYM,L 2-4,NLWC G3,CG,4,4,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,.333,0.88,0.000,18.23,0.00%,-0.01,5.00,6.00,5,C
,,,,,,,16-17,,,128,118,11,21,4,0,7,19,0,0,6,46,46,3,1,0,3,0,.206,1.06,-1.116,23.30,-13.73%,-8.58,8.00,9.00,,
