Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,BOP,Pos
1,1,1,2022-10-07,SDP,@,NYM,W 7-1,NLWC G1,CG,4,3,1,2,1,0,0,0,0,1,1,1,3,0,0,0,0,0,1.000,0.21,0.005,2.16,0.05%,0.54,7,SS
2,2,2,2022-10-08,SDP,@,NYM,L 3-7,NLWC G2,CG,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,0.71,-0.074,7.87,-0.46%,-0.77,7,SS
3,3,3,2022-10-09,SDP,@,NYM,W 6-0,NLWC G3,CG,4,1,3,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,,0.50,0.029,10.42,0.36%,0.55,7,SS
4,4,4,2022-10-11,SDP,@,LAD,L 3-5,NLDS G1,CG,4,4,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,.500,1.08,0.001,16.88,0.01%,0.47,7,SS
5,5,5,2022-10-12,SDP,@,LAD,W 5-3,NLDS G2,CG,5,5,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,.250,1.12,-0.073,17.83,-0.73%,-1.10,1,SS
6,6,6,2022-10-14,SDP,,LAD,W 2-1,NLDS G3,CG,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,0.79,-0.080,16.58,-0.95%,-0.95,7,SS
7,7,7,2022-10-15,SDP,,LAD,W 5-3,NLDS G4,CG,5,5,1,1,1,0,0,1,0,0,0,2,2,0,0,0,0,0,.333,1.38,0.198,30.48,2.58%,0.75,1,SS
8,8,8,2022-10-18,SDP,,PHI,L 0-2,NLCS G1,CG,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,1.11,-0.080,28.97,-1.30%,-0.52,7,SS
9,9,9,2022-10-19,SDP,,PHI,W 8-5,NLCS G2,CG,4,3,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,.333,0.77,0.032,19.70,0.51%,-0.03,7,SS
10,10,10,2022-10-21,SDP,@,PHI,L 2-4,NLCS G3,CG,4,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,.000,1.02,-0.055,31.96,-0.96%,-0.39,1,SS
11,11,11,2022-10-22,SDP,@,PHI,L 6-10,NLCS G4,CG,4,4,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,.500,0.50,0.060,15.82,1.17%,0.77,7,SS
12,12,12,2022-10-23,SDP,@,PHI,L 3-4,NLCS G5,CG,4,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,.000,2.28,-0.025,53.75,-0.39%,-0.55,7,SS
,,,,,,,6-6,,,49,43,8,8,3,0,0,3,1,1,6,14,11,0,0,0,0,0,.276,0.94,-0.062,21.04,-0.11%,-1.23,,
