Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,BOP,Pos
1,1,2,2015-10-10,NYM,@,LAD,L 2-5,NLDS G2,CG,3,3,1,1,0,0,1,1,0,0,0,1,4,0,0,0,0,0,.000,0.50,0.081,7.59,0.82%,0.72,7,LF
2,2,3,2015-10-12,NYM,,LAD,W 13-7,NLDS G3,7-8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,.000,0.00,0.001,0.00,0.01%,0.08,9,PH
3,3,4,2015-10-13,NYM,,LAD,L 1-3,NLDS G4,8-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,1.61,-0.040,35.97,-0.57%,-0.21,8,PH LF
4,4,5,2015-10-15,NYM,@,LAD,W 3-2,NLDS G5,GS-7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.78,-0.059,32.36,-1.42%,-0.49,7,LF
5,5,7,2015-10-18,NYM,,CHC,W 4-1,NLCS G2,GS-8,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,0.28,-0.021,7.33,-0.31%,-0.64,7,LF
6,6,8,2015-10-20,NYM,@,CHC,W 5-2,NLCS G3,GS-8,4,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.000,1.30,0.186,27.08,2.48%,0.98,7,LF
7,7,9,2015-10-21,NYM,@,CHC,W 8-3,NLCS G4,GS-5,3,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,.000,0.13,0.000,1.22,0.01%,-0.19,7,LF
8,8,10,2015-10-27,NYM,@,KCR,L 4-5 (14),WS G1,GS-6,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,.000,1.81,-0.045,94.57,-1.38%,-0.59,7,LF
9,9,11,2015-10-28,NYM,@,KCR,L 1-7,WS G2,CG,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,0.94,-0.072,49.78,-2.23%,-0.72,7,DH
10,10,12,2015-10-30,NYM,,KCR,W 9-3,WS G3,GS-6,2,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,.500,0.97,0.043,40.42,0.93%,0.73,7,LF
11,11,13,2015-10-31,NYM,,KCR,L 3-5,WS G4,GS-8,3,3,2,2,0,0,2,2,0,0,0,1,8,0,0,0,0,0,,0.71,0.224,43.57,7.58%,1.91,7,LF
12,12,14,2015-11-01,NYM,,KCR,L 2-7 (12),WS G5,CG(12),5,5,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,.500,0.69,-0.062,24.55,-1.22%,0.09,7,LF
,,,,,,,6-6,,,34,30,3,6,0,0,3,6,0,0,1,8,15,0,1,0,2,0,.143,0.81,0.236,30.37,4.70%,1.67,,
