Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,BOP,Pos
1,1,2,2017-10-06,BOS,@,HOU,L 2-8,ALDS G2,CG,4,3,1,2,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1.000,0.39,0.035,6.22,0.30%,1.00,7,C
2,2,4,2017-10-09,BOS,,HOU,L 4-5,ALDS G4,CG,4,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.000,1.95,-0.072,37.73,-0.97%,0.02,8,C
3,3,2,2018-10-06,BOS,,NYY,L 2-6,ALDS G2,8-GF,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,8,C
4,4,3,2018-10-08,BOS,@,NYY,W 16-1,ALDS G3,CG,6,6,1,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,.333,0.37,0.121,7.78,1.61%,0.18,8,C
5,5,4,2018-10-09,BOS,@,NYY,W 4-3,ALDS G4,CG,4,3,1,1,0,0,1,1,0,0,1,2,4,0,0,0,0,0,,0.43,0.044,8.35,0.51%,0.16,9,C
6,6,5,2018-10-13,BOS,,HOU,L 2-7,ALCS G1,5-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,1.83,-0.053,47.79,-0.88%,-0.24,9,PR C
7,7,6,2018-10-14,BOS,,HOU,W 7-5,ALCS G2,GS-8,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,0.82,-0.067,21.01,-0.98%,-0.70,9,C
8,8,7,2018-10-16,BOS,@,HOU,W 8-2,ALCS G3,GS-8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.90,-0.070,28.32,-1.41%,-0.69,8,C
9,9,8,2018-10-17,BOS,@,HOU,W 8-6,ALCS G4,GS-7,3,3,1,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,.500,0.65,0.004,19.78,0.04%,-0.11,8,C
10,10,9,2018-10-18,BOS,@,HOU,W 4-1,ALCS G5,GS-8,3,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,.500,0.59,-0.003,10.68,-0.06%,-0.19,8,C
11,11,11,2018-10-24,BOS,,LAD,W 4-2,WS G2,CG,3,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,.500,0.63,-0.013,33.14,-0.32%,-0.37,9,C
