Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),BOP,Pos
1,1,1,2010-10-07,ATL,@,SFG,L 0-1,NLDS G1,CG,4,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,.000,1.27,-0.065,19.86,-0.58%,-0.30,,,2,RF
2,2,2,2010-10-08,ATL,@,SFG,W 5-4 (11),NLDS G2,CG(11),5,5,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,.000,1.18,-0.170,19.03,-1.57%,-1.75,,,2,RF
3,3,3,2010-10-10,ATL,,SFG,L 2-3,NLDS G3,CG,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,.000,1.68,-0.172,35.19,-2.31%,-0.83,,,2,RF
4,4,4,2010-10-11,ATL,,SFG,L 2-3,NLDS G4,CG,4,4,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,.667,1.51,-0.102,28.84,-1.24%,-0.36,,,6,RF
5,5,1,2012-10-05,ATL,,STL,L 3-6,NLWC G1,CG,5,5,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,.250,0.63,-0.013,13.08,-0.11%,-0.28,,,3,RF
6,6,1,2013-10-03,ATL,,LAD,L 1-6,NLDS G1,CG,4,4,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,.500,0.52,-0.042,8.12,-0.39%,-0.36,,,1,CF
7,7,2,2013-10-04,ATL,,LAD,W 4-3,NLDS G2,CG,4,4,0,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,.333,1.06,0.083,16.08,0.66%,1.23,,,1,CF RF
8,8,3,2013-10-06,ATL,@,LAD,L 6-13,NLDS G3,CG,5,5,1,1,0,0,1,2,0,0,0,1,4,0,0,0,0,0,.000,0.56,-0.072,11.78,-0.85%,0.94,,,1,CF
9,9,4,2013-10-07,ATL,@,LAD,L 3-4,NLDS G4,CG,5,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,.000,1.11,-0.073,24.93,-0.90%,-0.30,,,1,CF
10,10,1,2015-10-09,STL,,CHC,W 4-0,NLDS G1,CG,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.250,0.71,0.024,11.13,0.21%,0.14,,,4,CF RF
11,11,2,2015-10-10,STL,,CHC,L 3-6,NLDS G2,CG,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.250,0.47,-0.006,7.50,-0.03%,-0.13,,,4,CF
12,12,3,2015-10-12,STL,@,CHC,L 6-8,NLDS G3,CG,4,4,1,2,1,0,1,2,0,0,0,1,6,0,0,0,0,0,.500,1.70,0.120,35.50,1.52%,1.27,,,4,RF
13,13,4,2015-10-13,STL,@,CHC,L 4-6,NLDS G4,CG,4,2,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1.000,0.90,0.017,20.20,0.25%,0.31,,,4,CF RF
14,14,1,2016-10-07,CHC,,SFG,W 1-0,NLDS G1,CG,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,1.04,-0.079,16.25,-0.70%,-0.50,,,6,RF
15,15,2,2016-10-08,CHC,,SFG,W 5-2,NLDS G2,CG,4,4,1,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,.333,0.40,0.033,6.40,0.29%,0.07,,,6,RF
16,16,3,2016-10-10,CHC,@,SFG,L 5-6 (13),NLDS G3,7-8,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0.84,-0.023,8.71,-0.15%,-0.22,,,9,RF
17,17,4,2016-10-11,CHC,@,SFG,W 6-5,NLDS G4,CG,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,1.45,-0.081,28.19,-0.91%,-0.72,,,6,CF RF
18,18,5,2016-10-15,CHC,,LAD,W 8-4,NLCS G1,CG,4,3,2,1,0,1,0,0,0,0,1,0,3,0,0,0,0,1,.333,1.06,0.076,27.62,1.11%,0.69,,,6,RF
19,19,6,2016-10-16,CHC,,LAD,L 0-1,NLCS G2,CG,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,1.72,-0.131,45.59,-2.22%,-0.76,,,8,RF
20,20,7,2016-10-18,CHC,@,LAD,L 0-6,NLCS G3,7-GF,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0.17,-0.004,5.33,-0.08%,-0.10,,,7,PH RF
21,21,8,2016-10-19,CHC,@,LAD,W 10-2,NLCS G4,CG,5,5,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,.000,0.77,-0.046,24.72,-0.93%,-1.11,,,7,RF
22,22,9,2016-10-20,CHC,@,LAD,W 8-4,NLCS G5,CG,5,4,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,.000,1.13,-0.103,46.70,-2.76%,-1.24,,,6,RF
23,23,10,2016-10-22,CHC,,LAD,W 5-0,NLCS G6,9-GF,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,4,RF
24,24,12,2016-10-26,CHC,@,CLE,W 5-1,WS G2,5-GF,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,0.21,-0.010,10.85,-0.35%,-0.56,,,8,PR RF
25,25,13,2016-10-28,CHC,,CLE,L 0-1,WS G3,7-GF,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.000,6.14,0.099,384.65,3.99%,0.28,,,6,PR RF
26,26,14,2016-10-29,CHC,,CLE,L 2-7,WS G4,CG,4,4,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,.500,0.41,0.032,25.23,1.24%,-0.14,,,7,RF
27,27,15,2016-10-30,CHC,,CLE,W 3-2,WS G5,CG,4,4,0,1,0,0,0,0,2,0,0,3,1,0,0,0,0,0,1.000,0.94,-0.070,34.10,-1.51%,-0.66,,,6,RF
28,28,16,2016-11-01,CHC,@,CLE,W 9-3,WS G6,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.000,0.26,-0.027,20.18,-1.34%,-1.39,,,8,RF
29,29,17,2016-11-02,CHC,@,CLE,W 8-7 (10),WS G7,CG(10),5,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,.000,1.52,0.009,252.78,0.91%,-1.43,,,8,RF
30,30,1,2017-10-06,CHC,@,WSN,W 3-0,NLDS G1,CG,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,0.61,-0.061,9.53,-0.56%,-0.46,,,7,CF RF
31,31,2,2017-10-07,CHC,@,WSN,L 3-6,NLDS G2,7-GF,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,8,RF
32,32,3,2017-10-09,CHC,,WSN,W 2-1,NLDS G3,CG,3,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.333,1.61,-0.014,33.71,-0.17%,-0.23,,,7,RF
33,33,4,2017-10-11,CHC,,WSN,L 0-5,NLDS G4,GS-8,3,2,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1.000,1.23,0.041,27.42,0.57%,0.42,,,7,RF
34,34,5,2017-10-12,CHC,@,WSN,W 9-8,NLDS G5,CG,5,4,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,.000,1.28,-0.127,53.42,-3.25%,-1.65,,,7,RF
35,35,7,2017-10-15,CHC,@,LAD,L 1-4,NLCS G2,GS-7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.71,-0.055,18.87,-0.85%,-0.44,,,7,RF
