Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),BOP,Pos
1,1,2,2023-10-04,ARI,@,MIL,W 5-2,NLWC G2,9-GF,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,8,3B
2,2,4,2023-10-09,ARI,@,LAD,W 4-2,NLDS G2,9-GF,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,8,3B
3,3,5,2023-10-11,ARI,,LAD,W 4-2,NLDS G3,9-GF,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,8,3B
4,4,6,2023-10-16,ARI,@,PHI,L 3-5,NLCS G1,7-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,1.16,-0.034,30.28,-0.50%,-0.24,,,8,PH 3B
5,5,8,2023-10-19,ARI,,PHI,W 2-1,NLCS G3,CG,4,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,.000,1.42,-0.481,29.53,-5.65%,-3.01,,,8,3B
6,6,9,2023-10-20,ARI,,PHI,W 6-5,NLCS G4,GS-8,3,3,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,.500,1.12,0.057,34.33,0.91%,0.58,,,8,3B
7,7,11,2023-10-23,ARI,@,PHI,W 5-1,NLCS G6,8-GF,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,8,3B
8,8,12,2023-10-24,ARI,@,PHI,W 4-2,NLCS G7,CG,4,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.250,0.93,-0.015,77.50,-1.10%,-0.47,,,8,3B
9,9,13,2023-10-27,ARI,@,TEX,L 5-6 (11),WS G1,9-GF(11),0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,8,3B
10,10,14,2023-10-28,ARI,@,TEX,W 9-1,WS G2,8-GF,2,1,1,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1.000,0.22,0.004,11.62,0.12%,1.51,,,8,PH 3B
11,11,15,2023-10-30,ARI,,TEX,L 1-3,WS G3,8-GF,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1.000,1.10,0.066,68.92,2.65%,0.63,,,8,PH 3B
12,12,16,2023-10-31,ARI,,TEX,L 7-11,WS G4,GS-9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.07,-0.005,4.09,-0.21%,-0.67,,,8,3B
13,13,17,2023-11-01,ARI,,TEX,L 0-5,WS G5,9-GF,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,8,3B
14,14,1,2024-10-01,BAL,,KCR,L 0-1,ALWC G1,8-9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,1.79,-0.043,18.57,-0.29%,-0.15,0.00,0.00,9,PH
,,,,,,,8-6,,,19,18,3,4,1,0,0,3,0,0,1,2,5,1,0,0,0,0,.250,0.92,-0.451,34.35,-4.07%,-1.82,0.00,0.00,,
