Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,BOP,Pos
1,1,1,2017-10-03,MIN,@,NYY,L 4-8,ALWC G1,CG,5,4,2,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,.500,0.74,0.009,15.37,0.14%,-0.09,3,SS
2,2,1,2019-10-04,MIN,@,NYY,L 4-10,ALDS G1,CG,5,3,1,2,0,0,1,2,1,0,2,0,5,0,0,0,0,0,.500,0.77,0.250,12.07,2.26%,2.46,2,SS
3,3,2,2019-10-05,MIN,@,NYY,L 2-8,ALDS G2,CG,4,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,.000,0.25,0.015,4.00,0.14%,-0.35,2,SS
4,4,3,2019-10-07,MIN,,NYY,L 1-5,ALDS G3,CG,5,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.200,1.32,-0.106,13.74,-0.68%,-1.14,2,SS
5,5,1,2020-09-29,MIN,,HOU,L 1-4,ALWC G1,CG,4,4,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,.333,0.80,0.008,8.27,0.09%,-0.13,7,SS
6,6,2,2020-09-30,MIN,,HOU,L 1-3,ALWC G2,CG,4,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.000,1.13,0.005,12.51,0.06%,-0.20,7,SS
7,7,1,2023-10-03,MIN,,TOR,W 3-1,ALWC G1,CG,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,0.78,-0.076,8.05,-0.45%,-1.09,2,2B 3B
8,8,2,2023-10-04,MIN,,TOR,W 2-0,ALWC G2,CG,4,3,0,2,0,0,0,0,1,0,1,1,2,0,0,0,0,0,1.000,0.61,0.017,5.93,0.08%,0.37,2,2B 3B
9,9,3,2023-10-07,MIN,@,HOU,L 4-6,ALDS G1,CG,5,5,1,2,0,0,1,3,0,0,0,3,5,0,0,0,0,0,1.000,1.03,0.057,16.20,0.55%,2.43,2,3B
10,10,4,2023-10-08,MIN,@,HOU,W 6-2,ALDS G2,CG,5,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,.000,0.45,0.007,7.15,0.05%,-0.55,2,2B
11,11,5,2023-10-10,MIN,,HOU,L 1-9,ALDS G3,CG,4,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,.000,1.00,0.010,20.86,0.13%,0.17,2,2B
12,12,6,2023-10-11,MIN,,HOU,L 2-3,ALDS G4,CG,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,1.69,-0.242,33.12,-2.85%,-1.69,2,2B
,,,,,,,3-9,,,53,43,5,9,0,0,2,5,2,0,8,13,15,0,1,1,0,0,.250,0.87,-0.046,13.11,-0.48%,0.18,,
