Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),BOP,Pos
1,1,1,2012-10-07,WSN,@,STL,W 3-2,NLDS G1,CG,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,1.23,-0.148,19.22,-1.28%,-1.16,,,2,CF
2,2,2,2012-10-08,WSN,@,STL,L 4-12,NLDS G2,CG,5,5,0,1,1,0,0,0,0,0,0,4,2,0,0,0,0,0,1.000,0.79,-0.035,11.21,-0.37%,-0.03,,,2,CF
3,3,3,2012-10-10,WSN,,STL,L 0-8,NLDS G3,CG,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.65,-0.077,13.45,-1.02%,-1.24,,,2,CF
4,4,4,2012-10-11,WSN,,STL,W 2-1,NLDS G4,CG,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.79,-0.059,17.71,-0.73%,-0.48,,,2,CF
5,5,5,2012-10-12,WSN,,STL,L 7-9,NLDS G5,CG,5,5,2,2,0,1,1,2,0,0,0,2,7,0,0,0,0,0,.500,0.69,0.133,28.67,2.94%,1.77,,,2,CF
6,6,1,2014-10-03,WSN,,SFG,L 2-3,NLDS G1,CG,4,4,1,2,0,0,1,1,0,0,0,0,5,0,0,0,0,0,.333,1.91,0.007,29.99,0.10%,0.81,,,6,LF
7,7,2,2014-10-04,WSN,,SFG,L 1-2 (18),NLDS G2,CG(18),7,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,1.63,-0.215,24.88,-1.83%,-1.40,,,6,LF
8,8,3,2014-10-06,WSN,@,SFG,W 4-1,NLDS G3,CG,4,3,2,1,0,0,1,1,0,0,1,1,4,0,0,0,0,0,.000,0.94,0.079,9.74,0.55%,1.38,,,6,LF
9,9,4,2014-10-07,WSN,@,SFG,L 2-3,NLDS G4,CG,4,3,1,2,1,0,1,2,0,0,1,0,6,0,0,0,0,0,.500,1.29,0.412,28.74,5.11%,2.22,,,6,LF
10,10,1,2016-10-07,WSN,,LAD,L 3-4,NLDS G1,CG,5,5,1,1,1,0,0,0,1,0,0,1,2,0,0,0,0,0,.250,1.20,-0.093,18.86,-0.91%,-0.08,,,2,RF
