Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,BOP,Pos
1,1,1,2017-10-04,COL,@,ARI,L 8-11,NLWC G1,CG,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,0.86,-0.118,18.00,-1.38%,-1.42,2,2B
2,2,1,2018-10-02,COL,@,CHC,W 2-1 (13),NLWC G1,CG(13),6,6,0,1,1,0,0,0,0,0,0,1,2,1,0,0,0,0,.200,1.56,-0.122,32.57,-1.44%,-0.43,2,2B
3,3,2,2018-10-04,COL,@,MIL,L 2-3 (10),NLDS G1,CG(10),4,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,.000,1.79,0.153,27.99,1.52%,0.49,2,2B
4,4,3,2018-10-05,COL,@,MIL,L 0-4,NLDS G2,CG,4,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,.333,1.17,-0.012,18.73,-0.06%,0.12,2,2B
5,5,4,2018-10-07,COL,,MIL,L 0-6,NLDS G3,CG,4,3,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0,0,.500,0.54,0.039,5.62,0.26%,0.33,2,2B
6,6,1,2019-10-04,NYY,,MIN,W 10-4,ALDS G1,CG,5,5,2,3,1,0,1,4,0,0,0,2,7,0,0,0,0,0,1.000,0.75,0.170,11.75,1.51%,3.57,1,1B
7,7,2,2019-10-05,NYY,,MIN,W 8-2,ALDS G2,CG,5,4,2,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,.250,0.49,0.018,7.77,0.16%,-0.30,1,1B
8,8,3,2019-10-07,NYY,@,MIN,W 5-1,ALDS G3,CG,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,0.60,-0.062,6.18,-0.39%,-1.35,1,1B
9,9,4,2019-10-12,NYY,@,HOU,W 7-0,ALCS G1,CG,5,4,3,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,.500,1.00,0.000,26.06,0.07%,0.33,1,1B
10,10,5,2019-10-13,NYY,@,HOU,L 2-3 (11),ALCS G2,CG(11),5,4,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,.333,1.33,-0.015,34.14,-0.10%,0.15,1,1B
11,11,6,2019-10-15,NYY,,HOU,L 1-4,ALCS G3,CG,5,5,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,.400,0.96,-0.021,30.15,-0.43%,-0.22,1,1B
12,12,7,2019-10-17,NYY,,HOU,L 3-8,ALCS G4,CG,5,4,0,2,1,0,0,0,0,0,1,0,3,0,0,0,0,0,.500,0.69,0.071,21.12,1.34%,0.42,1,1B
13,13,8,2019-10-18,NYY,,HOU,W 4-1,ALCS G5,CG,4,4,1,1,0,0,1,1,0,0,0,0,4,0,0,0,0,0,.000,0.39,0.081,7.11,0.90%,0.54,1,1B
14,14,9,2019-10-19,NYY,@,HOU,L 4-6,ALCS G6,CG,5,5,1,1,0,0,1,2,0,0,0,1,4,0,0,0,0,0,.000,1.64,0.186,63.77,4.07%,0.39,1,1B
15,15,1,2020-09-29,NYY,@,CLE,W 12-3,ALWC G1,CG,5,5,1,2,0,0,0,1,0,0,0,1,2,0,0,0,0,0,.500,0.56,0.052,5.81,0.35%,0.45,1,2B 1B
16,16,2,2020-09-30,NYY,@,CLE,W 10-9,ALWC G2,CG,6,5,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,.200,1.67,0.325,18.53,2.27%,0.44,1,2B 1B
17,17,3,2020-10-05,NYY,@,TBR,W 9-3,ALDS G1,CG,6,5,2,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,.400,0.88,0.085,13.72,0.89%,0.44,1,2B 1B
18,18,4,2020-10-06,NYY,@,TBR,L 5-7,ALDS G2,CG,5,5,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,.333,1.21,-0.069,18.49,-0.61%,0.02,1,2B
19,19,5,2020-10-07,NYY,,TBR,L 4-8,ALDS G3,CG,5,4,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,.250,0.82,0.064,17.24,0.81%,0.36,1,2B
20,20,6,2020-10-08,NYY,,TBR,W 5-1,ALDS G4,CG,5,4,0,2,0,0,0,1,0,0,0,0,2,0,0,0,1,0,.400,0.84,0.015,16.28,0.15%,0.04,1,2B 1B
21,21,7,2020-10-09,NYY,@,TBR,L 1-2,ALDS G5,CG,4,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,.000,1.24,-0.149,51.46,-3.49%,-1.17,1,2B
,,,,,,,10-11,,,103,92,14,25,5,0,3,11,0,1,10,15,39,2,0,0,1,0,.293,1.01,0.691,21.55,6.40%,3.18,,
