Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),BOP,Pos
1,1,1,2017-10-06,LAD,,ARI,W 9-5,NLDS G1,CG,5,4,2,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,.500,0.38,0.031,5.96,0.27%,-0.05,,,1,CF
2,2,2,2017-10-07,LAD,,ARI,W 8-5,NLDS G2,CG,5,4,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,.250,1.16,0.176,18.56,1.61%,1.85,,,1,CF
3,3,3,2017-10-09,LAD,@,ARI,W 3-1,NLDS G3,CG,5,5,1,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,.250,0.89,-0.045,9.27,-0.29%,-0.62,,,1,CF
4,4,4,2017-10-14,LAD,,CHC,W 5-2,NLCS G1,CG,4,4,1,2,0,0,1,1,0,0,0,0,5,0,0,0,0,0,.333,0.97,0.124,25.34,1.74%,0.76,,,1,CF
5,5,5,2017-10-15,LAD,,CHC,W 4-1,NLCS G2,CG,5,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.000,1.62,-0.061,42.97,-1.00%,-0.47,,,1,CF
6,6,6,2017-10-17,LAD,@,CHC,W 6-1,NLCS G3,CG,5,5,1,2,0,1,1,2,0,0,0,1,7,0,0,0,0,0,.333,0.88,0.184,18.34,2.46%,0.91,,,1,SS CF
7,7,7,2017-10-18,LAD,@,CHC,L 2-3,NLCS G4,CG,5,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,.000,1.29,0.034,12.44,0.18%,-0.28,,,1,SS
8,8,8,2017-10-19,LAD,@,CHC,W 11-1,NLCS G5,CG,5,4,2,2,1,0,0,0,0,0,1,0,3,0,0,0,0,0,.500,0.34,0.092,6.10,1.06%,1.07,,,1,CF
9,9,9,2017-10-24,LAD,,HOU,W 3-1,WS G1,CG,4,3,2,1,0,0,1,1,0,0,1,0,4,0,0,0,0,0,.000,0.72,0.051,37.35,1.50%,0.29,,,1,CF
10,10,10,2017-10-25,LAD,,HOU,L 6-7 (11),WS G2,GS-11,5,3,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,.000,1.37,-0.069,72.50,-1.83%,-0.15,,,1,CF
11,11,11,2017-10-27,LAD,@,HOU,L 3-5,WS G3,CG,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,1.22,-0.014,76.66,-0.49%,0.02,,,1,CF
