Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),BOP,Pos
1,1,1,2017-10-04,ARI,,COL,W 11-8,NLWC G1,CG,5,5,2,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,.600,0.57,0.039,11.84,0.47%,0.42,,,1,LF
2,2,2,2017-10-06,ARI,@,LAD,L 5-9,NLDS G1,CG,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,0.55,-0.006,8.69,0.00%,-0.31,,,1,LF
3,3,3,2017-10-07,ARI,@,LAD,L 5-8,NLDS G2,CG,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.91,-0.118,14.55,-1.08%,-1.13,,,1,LF
4,4,4,2017-10-09,ARI,,LAD,L 1-3,NLDS G3,CG,4,4,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,.333,1.26,-0.093,13.09,-0.62%,-0.94,,,1,LF
5,5,2,2022-10-08,TBR,@,CLE,L 0-1 (15),ALWC G2,8-8,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1.83,-0.045,17.86,-0.25%,-0.22,,,8,PH
6,6,1,2023-10-07,LAD,,ARI,L 2-11,NLDS G1,GS-7,2,2,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1.000,0.04,0.002,0.55,0.02%,0.11,,,7,LF
7,7,2,2023-10-09,LAD,,ARI,L 2-4,NLDS G2,GS-6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.94,-0.048,14.41,-0.46%,-0.42,,,7,LF
8,8,3,2023-10-11,LAD,@,ARI,L 2-4,NLDS G3,GS-7,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.000,1.14,-0.101,11.78,-0.62%,-1.06,,,8,LF
9,9,3,2024-10-05,SDP,@,LAD,L 5-7,NLDS G1,7-7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,1.32,-0.033,20.68,-0.30%,-0.23,0.00,0.00,9,PH
10,10,4,2024-10-06,SDP,@,LAD,W 10-2,NLDS G2,GS-7,2,2,1,1,0,0,1,2,0,0,0,0,4,0,0,0,0,0,.000,0.98,0.151,15.57,1.53%,1.52,16.00,22.20,8,DH
11,11,5,2024-10-08,SDP,,LAD,W 6-5,NLDS G3,CG,3,3,1,1,1,0,0,2,0,0,0,1,2,0,0,0,0,0,.500,1.05,0.116,21.89,1.36%,1.28,11.00,16.20,7,DH
12,12,6,2024-10-09,SDP,,LAD,L 0-8,NLDS G4,CG,4,4,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,.500,0.34,0.042,7.46,0.59%,0.07,6.00,6.00,7,DH
13,13,7,2024-10-11,SDP,@,LAD,L 0-2,NLDS G5,CG,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.90,-0.069,37.36,-1.62%,-0.53,0.00,0.00,7,DH
,,,,,,,3-10,,,39,38,4,9,2,0,1,4,0,0,1,4,14,2,0,0,0,0,.242,0.81,-0.163,15.06,-0.98%,-1.42,33.00,44.40,,
