Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),BOP,Pos
1,1,2,2015-10-09,CHC,@,STL,L 0-4,NLDS G1,9-GF,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0.26,0.009,4.08,0.07%,0.25,,,9,PH
2,2,3,2015-10-10,CHC,@,STL,W 6-3,NLDS G2,GS-7,4,2,1,2,1,0,1,2,0,0,2,0,6,0,0,0,0,0,1.000,0.44,0.201,6.97,2.03%,2.77,,,2,RF
3,3,4,2015-10-12,CHC,,STL,W 8-6,NLDS G3,GS-7,4,2,2,2,0,0,1,2,0,0,2,0,5,0,0,0,0,0,1.000,0.75,0.212,15.61,2.49%,2.21,,,2,RF
4,4,5,2015-10-13,CHC,,STL,W 6-4,NLDS G4,GS-8,4,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.000,0.81,-0.042,18.04,-0.54%,-0.40,,,2,RF
5,5,6,2015-10-17,CHC,@,NYM,L 2-4,NLCS G1,CG,4,4,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,.500,1.18,-0.028,30.83,-0.55%,-0.28,,,6,RF
6,6,8,2015-10-20,CHC,,NYM,L 2-5,NLCS G3,CG,4,4,1,1,0,0,1,1,0,0,0,1,4,0,0,0,0,0,.000,0.91,0.077,18.96,1.06%,0.28,,,6,RF
7,7,9,2015-10-21,CHC,,NYM,L 3-8,NLCS G4,CG,4,4,2,3,2,0,0,0,0,0,0,1,5,0,0,0,0,0,1.000,0.30,0.027,2.89,0.17%,1.28,,,2,RF
8,8,3,2016-10-10,CHC,@,SFG,L 5-6 (13),NLDS G3,GS-7,4,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.000,0.74,-0.052,7.67,-0.31%,-0.68,,,4,LF
9,9,4,2016-10-11,CHC,@,SFG,W 6-5,NLDS G4,8-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.51,-0.013,9.90,-0.13%,-0.15,,,9,PH RF
10,10,5,2016-10-15,CHC,,LAD,W 8-4,NLCS G1,6-7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.73,-0.021,19.07,-0.31%,-0.32,,,9,PH
11,11,6,2016-10-16,CHC,,LAD,L 0-1,NLCS G2,6-7,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1.57,-0.040,41.53,-0.68%,-0.24,,,9,PH
12,12,7,2016-10-18,CHC,@,LAD,L 0-6,NLCS G3,GS-7,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,0.91,0.008,28.53,0.19%,0.13,,,6,RF
13,13,8,2016-10-19,CHC,@,LAD,W 10-2,NLCS G4,7-7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.00,0.000,0.00,0.00%,-0.10,,,9,PH
14,14,12,2016-10-26,CHC,@,CLE,W 5-1,WS G2,GS-5,3,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,.000,0.98,-0.081,52.02,-2.76%,-0.88,,,8,RF
15,15,13,2016-10-28,CHC,,CLE,L 0-1,WS G3,GS-7,3,3,0,2,0,1,0,0,0,0,0,1,4,0,0,0,0,0,1.000,1.13,0.070,70.85,2.76%,0.28,,,6,RF
16,16,1,2021-10-08,ATL,@,MIL,L 1-2,NLDS G1,CG,4,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.000,1.08,-0.009,16.92,-0.01%,0.23,,,1,RF
17,17,2,2021-10-09,ATL,@,MIL,W 3-0,NLDS G2,GS-9,5,5,1,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,.250,0.52,-0.003,8.31,-0.03%,-0.45,,,1,RF
18,18,3,2021-10-11,ATL,,MIL,W 3-0,NLDS G3,GS-9,4,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,.000,0.48,-0.023,9.94,-0.27%,-0.54,,,1,RF
19,19,9,2021-10-21,ATL,@,LAD,L 2-11,NLCS G5,8-8,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0.34,-0.009,6.22,-0.10%,-0.31,,,9,PH
20,20,10,2021-10-23,ATL,,LAD,W 4-2,NLCS G6,8-8,1,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1.000,0.25,0.018,9.76,0.41%,0.63,,,9,PH
