Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),BOP,Pos
1,1,1,2020-09-30,CIN,@,ATL,L 0-1 (13),NLWC G1,GS-12,5,4,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,.333,1.85,0.176,19.17,1.23%,0.70,,,7,DH
2,2,2,2020-10-01,CIN,@,ATL,L 0-5,NLWC G2,CG,3,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.000,1.01,-0.011,9.80,-0.04%,0.09,,,6,DH
3,3,1,2023-10-03,MIL,,ARI,L 3-6,NLWC G1,8-9,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,2.49,-0.065,25.84,-0.42%,-0.25,,,8,PH
4,4,2,2023-10-04,MIL,,ARI,L 2-5,NLWC G2,7-8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.73,-0.019,8.07,-0.13%,-0.17,,,8,PH
5,5,1,2024-10-01,NYM,@,MIL,W 8-4,NLWC G1,GS-5,2,2,1,1,0,1,0,2,0,0,0,0,3,0,0,0,0,0,.500,1.27,0.182,13.18,1.14%,1.82,14.00,19.20,6,DH
6,6,2,2024-10-02,NYM,@,MIL,L 3-5,NLWC G2,9-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.45,-0.012,4.98,-0.08%,-0.11,0.00,0.00,3,PH
7,7,3,2024-10-03,NYM,@,MIL,W 4-2,NLWC G3,CG,4,2,1,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,.000,0.73,0.029,15.25,0.45%,0.34,11.00,15.20,6,DH
8,8,4,2024-10-05,NYM,@,PHI,W 6-2,NLDS G1,GS-8,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.000,0.98,0.030,15.35,0.27%,0.15,4.00,6.00,6,DH
9,9,6,2024-10-08,NYM,,PHI,W 7-2,NLDS G3,GS-8,3,3,1,1,0,0,1,1,0,0,0,0,4,0,0,0,0,0,.000,1.00,0.045,20.91,0.52%,-0.14,14.00,18.70,6,DH
10,10,8,2024-10-13,NYM,@,LAD,L 0-9,NLCS G1,CG,3,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.333,0.24,0.002,6.27,0.03%,0.18,3.00,3.00,6,DH
11,11,9,2024-10-14,NYM,@,LAD,W 7-3,NLCS G2,CG,5,3,1,1,0,0,0,0,0,0,2,2,1,0,0,0,0,0,1.000,0.44,0.038,11.57,0.64%,0.73,9.00,12.20,6,DH
12,12,11,2024-10-17,NYM,,LAD,L 2-10,NLCS G4,6-7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,1.63,-0.042,49.95,-0.82%,-0.76,0.00,0.00,9,PH
13,13,12,2024-10-18,NYM,,LAD,W 12-6,NLCS G5,GS-8,5,3,3,2,0,1,0,1,0,0,1,0,4,0,1,0,0,0,.667,0.33,0.050,6.02,0.52%,3.34,23.00,31.10,5,DH
14,14,13,2024-10-20,NYM,@,LAD,L 5-10,NLCS G6,CG,5,3,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,.500,1.32,0.008,51.69,0.21%,-0.11,7.00,9.00,5,DH
,,,,,,,6-8,,,42,30,7,8,0,2,1,4,1,0,8,7,15,0,4,0,0,0,.318,0.95,0.411,18.43,3.52%,5.80,85.00,114.40,,
