Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),BOP,Pos
1,1,1,2023-10-03,PHI,,MIA,W 4-1,NLWC G1,CG,3,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,.500,0.89,0.042,9.21,0.24%,0.08,,,9,CF
2,2,2,2023-10-04,PHI,,MIA,W 7-1,NLWC G2,CG,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,0.66,-0.047,6.46,-0.26%,-0.73,,,9,CF
3,3,3,2023-10-07,PHI,@,ATL,W 3-0,NLDS G1,CG,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,0.62,-0.061,9.63,-0.59%,-0.77,,,9,CF
4,4,4,2023-10-09,PHI,@,ATL,L 4-5,NLDS G2,CG,4,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.000,0.55,-0.006,8.40,-0.06%,-0.47,,,9,CF
5,5,5,2023-10-11,PHI,,ATL,W 10-2,NLDS G3,CG,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,0.48,-0.041,9.93,-0.49%,-1.05,,,9,CF
6,6,6,2023-10-12,PHI,,ATL,W 3-1,NLDS G4,CG,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,0.82,-0.126,18.01,-1.57%,-1.53,,,9,CF
7,7,7,2023-10-16,PHI,,ARI,W 5-3,NLCS G1,CG,4,4,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,.250,0.28,0.007,7.18,0.10%,0.37,,,9,CF
8,8,8,2023-10-17,PHI,,ARI,W 10-0,NLCS G2,CG,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,0.26,-0.027,6.87,-0.39%,-1.35,,,9,CF
9,9,9,2023-10-19,PHI,@,ARI,L 1-2,NLCS G3,CG,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,1.12,-0.090,23.26,-1.08%,-0.65,,,9,CF
10,10,10,2023-10-20,PHI,@,ARI,L 5-6,NLCS G4,GS-9,3,3,1,1,0,1,0,0,0,0,0,1,3,0,0,0,0,0,.500,0.84,-0.003,25.75,0.06%,0.24,,,9,CF
11,11,11,2023-10-21,PHI,@,ARI,W 6-1,NLCS G5,CG,4,4,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,.333,0.26,-0.026,10.58,-0.69%,-0.32,,,9,CF
12,12,12,2023-10-23,PHI,,ARI,L 1-5,NLCS G6,CG,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,1.05,-0.078,41.10,-1.94%,-0.81,,,9,CF
13,13,13,2023-10-24,PHI,,ARI,L 2-4,NLCS G7,GS-7,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,2.11,-0.086,175.42,-4.06%,-1.00,,,9,CF
14,14,1,2024-10-05,PHI,,NYM,L 2-6,NLDS G1,GS-9,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,0.68,0.002,10.60,0.02%,0.04,2.00,3.00,9,CF
15,15,2,2024-10-06,PHI,,NYM,W 7-6,NLDS G2,GS-6,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.000,1.00,0.034,15.32,0.33%,0.30,8.00,9.00,9,CF
16,16,3,2024-10-08,PHI,@,NYM,L 2-7,NLDS G3,GS-8,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,1.11,-0.052,23.22,-0.61%,-0.45,0.00,0.00,9,CF
,,,,,,,9-7,,,51,48,2,5,1,1,0,0,1,0,2,16,8,0,0,1,0,0,.156,0.71,-0.558,25.06,-10.99%,-8.10,10.00,12.00,,
