Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,BOP,Pos
1,1,2,2019-10-05,MIN,@,NYY,L 2-8,ALDS G2,GS-8,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,0.44,-0.022,6.96,-0.20%,-0.35,9,LF
2,2,3,2019-10-07,MIN,,NYY,L 1-5,ALDS G3,GS-7,2,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.000,2.19,-0.029,22.72,-0.20%,-0.41,9,LF
3,3,2,2020-09-30,MIN,,HOU,L 1-3,ALWC G2,7-GF,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,3.34,-0.081,37.05,-0.57%,-0.30,4,LF
4,4,8,2023-10-17,PHI,,ARI,W 10-0,NLCS G2,8-GF,1,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1.000,0.00,0.000,0.00,0.00%,-0.25,1,PH DH
5,5,10,2023-10-20,PHI,@,ARI,L 5-6,NLCS G4,9-GF,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,2.17,-0.055,66.51,-0.95%,-0.17,9,PH
6,6,13,2023-10-24,PHI,,ARI,L 2-4,NLCS G7,9-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.59,-0.016,49.17,-0.84%,-0.11,9,PH
,,,,,,,1-5,,,8,8,0,2,1,0,0,0,0,0,0,4,3,0,0,0,0,0,.500,1.42,-0.203,30.40,-2.76%,-1.59,,
