Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,BOP,Pos
1,1,1,2015-10-09,LAD,,NYM,L 1-3,NLDS G1,CG,4,4,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,.500,0.89,-0.052,13.96,-0.51%,-0.48,3,SS
2,2,2,2015-10-10,LAD,,NYM,W 5-2,NLDS G2,CG,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,1.81,-0.161,27.64,-1.47%,-1.17,2,SS
3,3,3,2015-10-12,LAD,@,NYM,L 7-13,NLDS G3,7-GF,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.000,0.02,0.001,0.42,0.01%,0.97,9,3B
4,4,4,2015-10-13,LAD,@,NYM,W 3-1,NLDS G4,CG,4,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.000,0.69,-0.029,15.47,-0.46%,-0.56,5,SS 3B
5,5,5,2015-10-15,LAD,,NYM,L 2-3,NLDS G5,CG,4,4,1,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1.000,1.37,-0.090,57.08,-2.11%,-0.68,2,SS
6,6,1,2016-10-07,LAD,@,WSN,W 4-3,NLDS G1,CG,4,4,2,1,0,0,1,1,0,0,0,0,4,0,0,0,0,0,.000,0.86,0.028,13.48,0.26%,0.22,2,SS
7,7,2,2016-10-09,LAD,@,WSN,L 2-5,NLDS G2,CG,5,5,1,1,0,0,1,1,0,0,0,1,4,0,0,0,0,0,.000,0.97,-0.010,14.83,-0.05%,-0.11,2,SS
8,8,3,2016-10-10,LAD,,WSN,L 3-8,NLDS G3,CG,4,4,0,1,1,0,0,1,0,0,0,2,2,0,0,0,0,0,.500,1.53,-0.014,31.92,-0.38%,0.35,3,SS
9,9,4,2016-10-11,LAD,,WSN,W 6-5,NLDS G4,CG,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,0.80,-0.108,15.45,-1.19%,-1.44,2,SS
10,10,5,2016-10-13,LAD,@,WSN,W 4-3,NLDS G5,CG,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,1.09,-0.133,45.42,-3.29%,-1.21,2,SS
11,11,6,2016-10-15,LAD,@,CHC,L 4-8,NLCS G1,CG,4,4,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,.500,1.63,-0.148,42.51,-2.17%,-0.90,3,SS
12,12,7,2016-10-16,LAD,@,CHC,W 1-0,NLCS G2,CG,4,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.000,1.05,-0.088,27.65,-1.45%,-0.79,2,SS
13,13,8,2016-10-18,LAD,,CHC,W 6-0,NLCS G3,CG,4,4,0,3,0,0,0,1,0,0,0,1,3,0,0,0,0,0,1.000,0.54,0.144,16.85,2.51%,1.28,2,SS
14,14,9,2016-10-19,LAD,,CHC,L 2-10,NLCS G4,CG,5,3,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,.000,0.69,-0.045,22.03,-0.98%,-0.71,2,SS
15,15,10,2016-10-20,LAD,,CHC,L 4-8,NLCS G5,CG,4,4,0,2,0,0,0,0,0,0,0,1,2,1,0,0,0,0,.667,0.98,0.026,40.64,0.67%,-0.79,3,SS
16,16,11,2016-10-22,LAD,@,CHC,L 0-5,NLCS G6,CG,3,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,.000,0.75,-0.093,28.98,-2.13%,-1.10,2,SS
17,17,1,2017-10-06,LAD,,ARI,W 9-5,NLDS G1,CG,5,4,3,2,0,1,0,2,0,0,1,0,4,0,0,0,0,0,.500,0.55,0.116,8.69,1.01%,2.75,2,SS
18,18,2,2017-10-07,LAD,,ARI,W 8-5,NLDS G2,CG,5,4,0,1,0,0,0,0,1,0,1,3,1,0,0,0,0,0,1.000,0.81,-0.075,13.00,-0.71%,-0.97,2,SS
19,19,3,2017-10-09,LAD,@,ARI,W 3-1,NLDS G3,CG,5,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.000,0.74,0.005,7.69,0.02%,-0.04,2,SS
20,20,9,2017-10-24,LAD,,HOU,W 3-1,WS G1,CG,3,3,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,.667,0.78,-0.027,40.92,-0.78%,-0.39,6,SS
21,21,10,2017-10-25,LAD,,HOU,L 6-7 (11),WS G2,CG(11),5,5,1,1,0,0,1,2,0,0,0,2,4,0,0,0,0,0,.000,1.59,0.128,84.14,3.36%,0.89,2,SS
22,22,11,2017-10-27,LAD,@,HOU,L 3-5,WS G3,CG,4,3,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,.000,1.28,-0.123,80.26,-4.30%,-0.99,2,SS
23,23,12,2017-10-28,LAD,@,HOU,W 6-2,WS G4,CG,4,4,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,.333,1.77,-0.036,113.27,-1.02%,-0.57,2,SS
24,24,13,2017-10-29,LAD,@,HOU,L 12-13 (10),WS G5,CG(10),6,5,1,1,1,0,0,1,0,0,1,2,2,0,0,0,0,0,.333,1.50,0.065,124.67,3.02%,0.83,2,SS
25,25,14,2017-10-31,LAD,,HOU,W 3-1,WS G6,CG,4,3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,.000,0.98,-0.032,87.61,-1.82%,-0.79,2,SS
26,26,15,2017-11-01,LAD,,HOU,L 1-5,WS G7,CG,5,4,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,.333,0.71,-0.038,118.33,-4.03%,-0.34,2,SS
27,27,1,2019-10-03,LAD,,WSN,W 6-0,NLDS G1,CG,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.250,1.13,0.000,17.63,0.00%,-0.67,7,SS
28,28,2,2019-10-04,LAD,,WSN,L 2-4,NLDS G2,CG,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,.000,2.41,-0.249,38.57,-2.54%,-1.36,7,SS
