Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,HBP,SH,BOP,Pos
1,1,4,2023-10-12,ATL,@,PHI,L 1-3,NLDS G4,7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,PR SS
,,,,,,,0-1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
