Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),BOP,Pos
1,1,1,2020-09-30,SDP,,STL,L 4-7,NLWC G1,CG,5,4,2,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,.333,1.81,-0.153,18.81,-1.03%,-0.51,,,1,SS
2,2,2,2020-10-01,SDP,,STL,W 11-9,NLWC G2,CG,5,5,2,3,0,0,2,5,0,0,0,2,9,0,0,0,0,0,1.000,1.75,0.277,19.41,1.81%,3.23,,,2,SS
3,3,3,2020-10-02,SDP,,STL,W 4-0,NLWC G3,CG,4,2,1,1,1,0,0,0,0,0,2,0,2,0,0,0,0,1,.500,0.86,0.064,17.87,0.76%,0.79,,,2,SS
4,4,4,2020-10-06,SDP,@,LAD,L 1-5,NLDS G1,CG,4,4,0,1,0,0,0,0,1,0,0,3,1,0,0,0,0,0,1.000,0.88,-0.036,13.85,-0.34%,-0.51,,,2,SS
5,5,5,2020-10-07,SDP,@,LAD,L 5-6,NLDS G2,CG,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,1.39,-0.050,22.16,-0.47%,-0.65,,,1,SS
6,6,6,2020-10-08,SDP,,LAD,L 3-12,NLDS G3,CG,4,3,0,1,1,0,0,0,0,1,1,1,2,0,0,0,0,0,.500,0.93,-0.066,9.69,-0.38%,-0.69,,,2,SS
7,7,1,2024-10-01,SDP,,ATL,W 4-0,NLWC G1,CG,4,3,1,1,0,0,1,2,0,0,1,0,4,0,0,0,0,0,.000,0.55,0.160,5.71,0.94%,1.66,18.00,25.20,2,RF
8,8,2,2024-10-02,SDP,,ATL,W 5-4,NLWC G2,CG,4,3,1,3,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1.000,0.67,0.090,6.50,0.50%,1.21,13.00,15.20,2,RF
9,9,3,2024-10-05,SDP,@,LAD,L 5-7,NLDS G1,CG,5,4,2,2,1,0,0,0,0,0,1,0,3,0,0,0,0,0,.500,0.89,0.086,13.92,0.84%,0.81,14.00,18.40,2,RF
10,10,4,2024-10-06,SDP,@,LAD,W 10-2,NLDS G2,CG,5,4,3,3,1,0,2,3,0,0,0,0,10,0,1,0,0,0,.500,0.40,0.155,6.39,1.55%,3.31,39.00,53.10,2,RF
11,11,5,2024-10-08,SDP,,LAD,W 6-5,NLDS G3,CG,4,4,1,1,0,0,1,2,0,0,0,0,4,0,0,0,0,0,.000,0.63,0.049,13.07,0.55%,1.31,16.00,22.20,2,RF
12,12,6,2024-10-09,SDP,,LAD,L 0-8,NLDS G4,CG,4,4,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,.333,0.47,-0.030,10.28,-0.44%,-0.75,5.00,6.00,2,RF
13,13,7,2024-10-11,SDP,@,LAD,L 0-2,NLDS G5,CG,4,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,.000,1.02,-0.146,42.50,-3.43%,-1.24,0.00,0.00,2,RF
,,,,,,,6-7,,,57,48,13,18,5,0,6,12,1,1,8,9,41,1,1,0,0,1,.364,0.97,0.400,15.40,0.86%,7.96,105.00,140.10,,
