Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,BOP,Pos
1,1,1,2016-10-06,BOS,@,CLE,L 4-5,ALDS G1,CG,4,4,1,2,0,0,1,1,0,0,0,1,5,0,0,0,0,0,.500,1.18,0.093,18.42,0.95%,0.70,9,LF
2,2,2,2016-10-07,BOS,@,CLE,L 0-6,ALDS G2,CG,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.55,-0.041,8.86,-0.38%,-0.76,7,LF
3,3,3,2016-10-10,BOS,,CLE,L 3-4,ALDS G3,GS-7,2,2,0,1,1,0,0,1,0,0,0,0,2,1,0,0,0,0,.500,1.82,0.057,18.82,0.46%,0.20,7,LF
4,4,1,2017-10-05,BOS,@,HOU,L 2-8,ALDS G1,CG,4,4,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,.333,0.81,-0.110,12.74,-0.96%,-0.82,3,LF
5,5,2,2017-10-06,BOS,@,HOU,L 2-8,ALDS G2,CG,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,0.81,-0.081,12.94,-0.72%,-1.12,3,LF
6,6,3,2017-10-08,BOS,,HOU,W 10-3,ALDS G3,CG,5,4,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,.333,0.68,-0.004,7.03,-0.07%,-0.21,3,LF
7,7,4,2017-10-09,BOS,,HOU,L 4-5,ALDS G4,CG,4,4,1,2,0,0,1,2,0,0,0,0,5,0,0,0,0,0,.333,0.98,0.267,18.89,3.07%,1.83,3,LF
8,8,1,2018-10-05,BOS,,NYY,W 5-4,ALDS G1,CG,4,4,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,.500,0.63,0.049,9.81,0.44%,0.44,2,LF
9,9,2,2018-10-06,BOS,,NYY,L 2-6,ALDS G2,CG,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,0.81,-0.058,12.93,-0.58%,-0.39,2,LF
10,10,3,2018-10-08,BOS,@,NYY,W 16-1,ALDS G3,GS-8,5,3,2,2,1,0,0,3,1,0,2,0,3,0,0,0,0,0,.667,0.45,0.123,9.42,1.69%,3.06,2,LF
11,11,4,2018-10-09,BOS,@,NYY,W 4-3,ALDS G4,CG,5,4,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,.000,0.61,-0.012,11.85,-0.13%,-0.96,2,LF
12,12,5,2018-10-13,BOS,,HOU,L 2-7,ALCS G1,CG,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,.000,1.76,-0.188,45.90,-2.90%,-1.42,2,LF
13,13,6,2018-10-14,BOS,,HOU,W 7-5,ALCS G2,CG,5,5,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,.250,0.73,0.005,18.89,0.07%,-0.52,2,LF
14,14,7,2018-10-16,BOS,@,HOU,W 8-2,ALCS G3,CG,5,5,1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,.500,0.65,0.009,20.44,0.19%,0.57,2,LF
15,15,8,2018-10-17,BOS,@,HOU,W 8-6,ALCS G4,CG,5,5,2,2,2,0,0,0,0,0,0,0,4,0,0,0,0,0,.400,1.01,0.088,30.94,1.56%,0.56,2,LF
16,16,9,2018-10-18,BOS,@,HOU,W 4-1,ALCS G5,CG,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,0.52,-0.066,9.38,-0.70%,-0.91,2,LF
17,17,10,2018-10-23,BOS,,LAD,W 8-4,WS G1,CG,5,5,3,4,1,0,0,1,0,0,0,0,5,0,0,0,0,0,.800,0.92,0.236,47.84,6.89%,2.27,2,LF
18,18,11,2018-10-24,BOS,,LAD,W 4-2,WS G2,CG,4,3,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,.000,1.20,-0.015,63.47,-0.26%,-0.51,2,LF
19,19,12,2018-10-26,BOS,@,LAD,L 2-3 (18),WS G3,9-9,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,2.28,-0.057,95.00,-1.33%,-0.22,9,PH
20,20,13,2018-10-27,BOS,@,LAD,W 9-6,WS G4,CG,5,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.200,1.33,-0.117,81.10,-3.92%,-0.55,2,LF
21,21,14,2018-10-28,BOS,@,LAD,W 5-1,WS G5,CG,4,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.250,0.42,-0.001,15.03,-0.09%,-0.15,2,LF
,,,,,,,12-9,,,87,81,18,22,5,0,2,9,2,0,5,17,33,2,1,0,0,0,.323,0.87,0.177,27.13,3.28%,1.09,,
