Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),BOP,Pos
1,1,1,2022-10-07,PHI,@,STL,W 6-3,NLWC G1,GS-9,4,3,0,1,1,0,0,1,0,0,0,0,2,0,1,0,0,0,.333,2.18,0.233,22.65,1.43%,1.42,,,6,3B
2,2,2,2022-10-08,PHI,@,STL,W 2-0,NLWC G2,GS-9,4,2,1,1,1,0,0,0,0,1,2,0,2,0,0,0,0,1,.500,0.82,0.030,9.10,0.22%,0.37,,,6,3B
3,3,3,2022-10-11,PHI,@,ATL,W 7-6,NLDS G1,CG,5,4,0,1,0,0,0,2,0,0,0,1,1,0,0,0,1,0,.250,0.73,0.081,11.50,0.80%,0.05,,,6,3B
4,4,4,2022-10-12,PHI,@,ATL,L 0-3,NLDS G2,CG,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.98,-0.099,15.00,-0.90%,-0.93,,,6,3B
5,5,5,2022-10-14,PHI,,ATL,W 9-1,NLDS G3,GS-8,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.000,0.16,-0.016,3.24,-0.18%,-1.01,,,6,3B
6,6,6,2022-10-15,PHI,,ATL,W 8-3,NLDS G4,CG,4,4,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,.333,0.42,0.018,9.30,0.23%,-0.58,,,6,3B
7,7,7,2022-10-18,PHI,@,SDP,W 2-0,NLCS G1,CG,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,0.49,-0.036,12.79,-0.58%,-0.39,,,6,3B
8,8,8,2022-10-19,PHI,@,SDP,L 5-8,NLCS G2,CG,4,4,1,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,.500,1.16,0.078,29.94,1.38%,0.75,,,6,3B
9,9,9,2022-10-21,PHI,,SDP,W 4-2,NLCS G3,GS-9,3,3,1,2,1,0,0,1,0,0,0,0,3,0,0,0,0,0,.667,0.82,0.106,25.69,1.88%,0.89,,,6,3B
10,10,10,2022-10-22,PHI,,SDP,W 10-6,NLCS G4,GS-8,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,.000,0.98,-0.136,31.16,-2.72%,-1.41,,,6,3B
11,11,11,2022-10-23,PHI,,SDP,W 4-3,NLCS G5,GS-9,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,0.64,-0.038,15.07,-0.50%,-0.49,,,6,3B
12,12,12,2022-10-28,PHI,@,HOU,W 6-5 (10),WS G1,GS-10,5,5,0,1,1,0,0,2,0,0,0,1,2,0,0,0,0,0,.250,1.12,0.031,58.37,0.86%,1.15,,,6,3B
13,13,13,2022-10-29,PHI,@,HOU,L 2-5,WS G2,CG,4,3,1,1,1,0,0,0,0,0,1,1,2,0,0,0,0,0,.500,0.41,0.012,20.99,0.36%,0.39,,,6,3B
14,14,14,2022-11-01,PHI,,HOU,W 7-0,WS G3,GS-9,4,3,1,1,0,0,1,1,0,0,1,0,4,0,0,0,0,0,.000,0.21,0.071,13.01,2.51%,1.35,,,6,3B
15,15,15,2022-11-02,PHI,,HOU,L 0-5,WS G4,CG,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,0.69,-0.050,43.89,-1.89%,-0.75,,,6,3B
16,16,16,2022-11-03,PHI,,HOU,L 2-3,WS G5,CG,4,4,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,.667,1.61,-0.006,133.84,-0.28%,0.00,,,6,3B
17,17,17,2022-11-05,PHI,@,HOU,L 1-4,WS G6,CG,3,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,.500,0.57,-0.001,44.76,-0.01%,0.00,,,6,3B
18,18,1,2023-10-03,PHI,,MIA,W 4-1,NLWC G1,CG,4,4,0,1,1,0,0,1,0,0,0,1,2,0,0,0,0,0,.333,0.96,0.034,9.99,0.20%,-0.29,,,3,3B
19,19,2,2023-10-04,PHI,,MIA,W 7-1,NLWC G2,CG,4,4,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,.250,0.40,-0.002,3.89,-0.01%,-0.28,,,3,3B
20,20,3,2023-10-07,PHI,@,ATL,W 3-0,NLDS G1,CG,4,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,.000,1.19,-0.200,18.68,-1.91%,-2.40,,,4,3B
21,21,4,2023-10-09,PHI,@,ATL,L 4-5,NLDS G2,CG,5,3,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,.333,0.69,0.065,10.57,0.63%,1.09,,,3,3B
22,22,5,2023-10-11,PHI,,ATL,W 10-2,NLDS G3,CG,4,3,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,.500,0.32,-0.015,6.64,-0.17%,0.03,,,4,3B
23,23,6,2023-10-12,PHI,,ATL,W 3-1,NLDS G4,CG,4,3,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,.000,1.41,-0.164,31.16,-2.03%,-1.61,,,4,3B
24,24,7,2023-10-16,PHI,,ARI,W 5-3,NLCS G1,CG,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,0.46,-0.025,11.88,-0.38%,-0.51,,,4,3B
25,25,8,2023-10-17,PHI,,ARI,W 10-0,NLCS G2,CG,4,4,1,1,1,0,0,2,0,0,0,0,2,0,0,0,0,0,.250,0.52,-0.047,13.66,-0.70%,0.63,,,4,3B
26,26,9,2023-10-19,PHI,@,ARI,L 1-2,NLCS G3,CG,4,4,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,.333,1.88,-0.057,39.12,-0.55%,-0.08,,,4,3B
27,27,10,2023-10-20,PHI,@,ARI,L 5-6,NLCS G4,CG,4,4,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,.500,1.14,0.073,34.79,1.52%,0.62,,,4,3B
28,28,11,2023-10-21,PHI,@,ARI,W 6-1,NLCS G5,CG,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,0.81,-0.065,33.73,-1.70%,-0.84,,,4,3B
29,29,12,2023-10-23,PHI,,ARI,L 1-5,NLCS G6,CG,4,4,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,.667,0.97,-0.034,37.87,-0.73%,-0.34,,,4,3B
30,30,13,2023-10-24,PHI,,ARI,L 2-4,NLCS G7,CG,4,3,2,1,0,0,1,1,0,0,1,1,4,0,0,0,0,0,.000,1.32,0.042,109.58,1.73%,0.69,,,4,3B
31,31,1,2024-10-05,PHI,,NYM,L 2-6,NLDS G1,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.77,-0.082,12.10,-0.74%,-1.13,0.00,0.00,5,3B
32,32,2,2024-10-06,PHI,,NYM,W 7-6,NLDS G2,7-GF,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,1.41,-0.068,21.53,-0.65%,-0.52,0.00,0.00,8,PH 3B
33,33,3,2024-10-08,PHI,@,NYM,L 2-7,NLDS G3,CG,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.250,0.69,-0.069,14.48,-0.83%,-0.96,3.00,3.00,5,3B
34,34,4,2024-10-09,PHI,@,NYM,L 1-4,NLDS G4,CG,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,1.12,0.074,24.72,1.11%,0.64,2.00,3.00,5,3B
,,,,,,,20-14,,,132,117,11,25,8,0,2,14,0,1,11,25,39,3,3,0,1,1,.253,0.88,-0.262,27.49,-2.60%,-4.45,5.00,6.00,,
