Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,BOP,Pos
1,1,1,2014-10-03,WSN,,SFG,L 2-3,NLDS G1,CG,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.250,1.37,0.019,21.41,0.20%,-0.21,2,3B
2,2,2,2014-10-04,WSN,,SFG,L 1-2 (18),NLDS G2,CG(18),8,7,0,4,0,0,0,1,1,0,1,1,4,0,0,0,0,0,.667,1.30,0.079,19.81,0.74%,1.37,2,3B
3,3,3,2014-10-06,WSN,@,SFG,W 4-1,NLDS G3,CG,4,4,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,.500,1.05,-0.014,10.88,-0.14%,-0.19,2,3B
4,4,4,2014-10-07,WSN,@,SFG,L 2-3,NLDS G4,CG,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,1.14,-0.109,25.50,-1.36%,-0.67,2,3B
5,5,1,2016-10-07,WSN,,LAD,L 3-4,NLDS G1,CG,4,4,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,.500,1.50,0.116,23.55,1.16%,1.55,5,3B
6,6,2,2016-10-09,WSN,,LAD,W 5-2,NLDS G2,CG,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,1.25,-0.165,19.03,-1.51%,-2.16,5,3B
7,7,3,2016-10-10,WSN,@,LAD,W 8-3,NLDS G3,CG,5,4,1,1,0,0,1,2,0,0,1,0,4,0,0,0,0,0,.000,0.97,0.109,20.30,1.46%,0.64,5,3B
8,8,4,2016-10-11,WSN,@,LAD,L 5-6,NLDS G4,CG,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,1.76,-0.181,34.16,-2.02%,-1.46,5,3B
9,9,5,2016-10-13,WSN,,LAD,L 3-4,NLDS G5,GS-8,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,2.63,-0.270,109.58,-6.81%,-2.05,5,3B
10,10,1,2017-10-06,WSN,,CHC,L 0-3,NLDS G1,CG,4,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.000,0.74,0.000,11.60,0.04%,-0.17,3,3B
11,11,2,2017-10-07,WSN,,CHC,W 6-3,NLDS G2,CG,4,3,2,1,0,0,1,1,0,0,1,0,4,0,0,0,0,0,.000,0.91,0.100,13.87,0.81%,0.92,3,3B
12,12,3,2017-10-09,WSN,@,CHC,L 1-2,NLDS G3,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,1.09,-0.118,22.88,-1.38%,-0.91,3,3B
13,13,4,2017-10-11,WSN,@,CHC,W 5-0,NLDS G4,CG,5,4,1,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,.250,0.79,0.025,17.61,0.39%,0.09,6,3B
14,14,5,2017-10-12,WSN,,CHC,L 8-9,NLDS G5,CG,5,3,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,.333,1.90,0.124,79.25,3.25%,0.63,6,3B
