Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,BOP,Pos
12,12,12,2017-10-28,LAD,@,HOU,W 6-2,WS G4,CG,4,4,2,2,2,0,0,1,0,0,0,1,4,0,0,0,0,0,.667,1.78,0.260,113.75,10.54%,1.44,4,1B
13,13,13,2017-10-29,LAD,@,HOU,L 12-13 (10),WS G5,CG(10),6,5,2,2,0,1,1,4,0,0,1,2,7,0,0,0,0,0,.500,1.91,0.412,158.53,22.17%,2.83,5,1B
14,14,14,2017-10-31,LAD,,HOU,W 3-1,WS G6,CG,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,,0.83,-0.087,74.23,-4.45%,-1.13,4,1B
15,15,15,2017-11-01,LAD,,HOU,L 1-5,WS G7,CG,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,.000,1.33,-0.124,222.08,-13.29%,-1.62,4,1B
16,16,1,2018-10-04,LAD,,ATL,W 6-0,NLDS G1,CG,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,0.45,0.015,7.05,0.14%,-0.27,6,CF
17,17,2,2018-10-05,LAD,,ATL,W 3-0,NLDS G2,CG,3,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,.000,0.58,0.014,9.29,0.13%,0.15,6,CF 1B
18,18,3,2018-10-07,LAD,@,ATL,L 5-6,NLDS G3,CG,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,1.58,-0.121,16.36,-0.72%,-0.79,6,CF
19,19,4,2018-10-08,LAD,@,ATL,W 6-2,NLDS G4,CG,4,2,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,.000,0.81,-0.006,15.74,0.01%,-0.11,7,CF 1B
20,20,5,2018-10-12,LAD,@,MIL,L 5-6,NLCS G1,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.88,-0.089,22.92,-1.35%,-1.00,7,CF
21,21,6,2018-10-13,LAD,@,MIL,W 4-3,NLCS G2,5-GF,2,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,.500,1.55,0.105,41.00,1.53%,0.90,5,CF
22,22,7,2018-10-15,LAD,,MIL,L 0-4,NLCS G3,CG,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,1.77,-0.225,55.56,-4.54%,-1.99,5,CF
23,23,8,2018-10-16,LAD,,MIL,W 2-1 (13),NLCS G4,6-GF(13),4,4,0,2,0,0,0,1,0,0,0,1,2,0,0,0,0,0,.667,2.48,0.348,75.85,5.96%,0.60,6,PH CF RF
24,24,9,2018-10-17,LAD,,MIL,W 5-2,NLCS G5,CG,4,3,1,1,1,0,0,0,1,0,1,2,2,0,0,0,0,0,1.000,1.18,0.017,49.11,0.29%,0.90,1,CF RF
25,25,10,2018-10-19,LAD,@,MIL,L 2-7,NLCS G6,CG,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,0.60,-0.064,26.80,-1.64%,-0.80,5,CF
26,26,11,2018-10-20,LAD,@,MIL,W 5-1,NLCS G7,CG,4,4,2,1,0,0,1,2,1,0,0,1,4,0,0,0,0,0,.000,1.44,0.108,119.67,5.29%,0.85,5,CF
27,27,12,2018-10-23,LAD,@,BOS,L 4-8,WS G1,5-GF,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,2.53,-0.136,131.88,-3.97%,-0.83,5,PH CF
28,28,13,2018-10-24,LAD,@,BOS,L 2-4,WS G2,5-GF,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1.48,-0.039,78.28,-1.14%,-0.25,1,CF
29,29,14,2018-10-26,LAD,,BOS,W 3-2 (18),WS G3,CG(18),7,7,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,.200,1.95,-0.234,81.09,-5.64%,-1.13,5,CF
30,30,15,2018-10-27,LAD,,BOS,L 6-9,WS G4,CG,5,5,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,1.85,-0.097,113.03,-3.41%,-1.22,5,CF
31,31,16,2018-10-28,LAD,,BOS,L 1-5,WS G5,8-9,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0.34,-0.010,12.31,-0.22%,-0.22,1,PH
32,32,1,2019-10-03,LAD,,WSN,W 6-0,NLDS G1,CG,4,2,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,,0.67,-0.016,10.54,-0.14%,-0.52,4,CF 1B
33,33,2,2019-10-04,LAD,,WSN,L 2-4,NLDS G2,CG,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,1.52,-0.161,24.22,-1.64%,-1.09,4,CF
34,34,3,2019-10-06,LAD,@,WSN,W 10-4,NLDS G3,CG,5,5,1,2,1,0,0,0,0,0,0,1,3,0,0,0,0,0,.500,0.93,-0.019,19.41,-0.28%,-0.39,4,CF
35,35,4,2019-10-07,LAD,@,WSN,L 1-6,NLDS G4,CG,4,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,.250,0.70,0.054,13.56,0.68%,0.29,4,CF
36,36,5,2019-10-09,LAD,,WSN,L 3-7 (10),NLDS G5,CG(10),4,4,0,1,0,0,0,0,2,0,0,2,1,0,0,0,0,0,.500,0.93,-0.023,38.89,-0.52%,0.38,4,CF
37,37,1,2020-09-30,LAD,,MIL,W 4-2,NLWC G1,CG,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.250,0.89,-0.047,9.23,-0.28%,-0.86,6,CF
38,38,2,2020-10-01,LAD,,MIL,W 3-0,NLWC G2,CG,3,3,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1.000,0.52,0.015,5.03,0.08%,-0.10,6,CF
39,39,3,2020-10-06,LAD,,SDP,W 5-1,NLDS G1,CG,4,3,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,.500,1.75,0.213,27.35,1.94%,2.09,6,CF
40,40,4,2020-10-07,LAD,,SDP,W 6-5,NLDS G2,CG,4,4,1,1,0,0,1,1,0,0,0,1,4,0,0,0,0,0,.000,0.57,0.031,9.15,0.27%,0.34,6,CF
41,41,5,2020-10-08,LAD,@,SDP,W 12-3,NLDS G3,CG,6,5,1,2,0,1,0,3,0,0,1,1,4,0,0,0,0,1,.500,0.58,-0.038,6.03,-0.25%,1.00,6,CF
42,42,6,2020-10-12,LAD,,ATL,L 1-5,NLCS G1,CG,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,0.65,-0.067,16.91,-1.08%,-0.64,6,CF
43,43,7,2020-10-13,LAD,,ATL,L 7-8,NLCS G2,CG,5,5,0,1,0,1,0,1,0,0,0,2,3,0,0,0,0,0,.333,0.89,0.047,22.92,0.82%,0.17,6,CF
44,44,8,2020-10-14,LAD,@,ATL,W 15-3,NLCS G3,CG,6,4,2,2,0,0,1,2,0,0,2,2,5,0,0,0,0,0,1.000,0.15,0.007,3.13,0.09%,1.63,6,CF
45,45,9,2020-10-15,LAD,@,ATL,L 2-10,NLCS G4,CG,4,3,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,.000,0.54,-0.020,17.40,-0.37%,-0.03,6,CF
46,46,10,2020-10-16,LAD,@,ATL,W 7-3,NLCS G5,CG,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,.000,0.59,-0.060,13.83,-0.81%,-0.64,6,CF
47,47,11,2020-10-17,LAD,,ATL,W 3-1,NLCS G6,CG,4,3,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,.333,0.57,0.030,25.41,0.75%,0.30,6,CF
48,48,12,2020-10-18,LAD,,ATL,W 4-3,NLCS G7,CG,4,2,1,1,0,0,1,1,0,0,2,0,4,0,0,0,0,0,.000,0.85,0.273,70.63,12.92%,1.31,6,CF
49,49,13,2020-10-20,LAD,,TBR,W 8-3,WS G1,CG,4,4,1,1,0,0,1,2,0,0,0,1,4,0,0,0,0,0,.000,0.75,0.138,38.90,4.05%,0.34,6,CF
50,50,14,2020-10-21,LAD,,TBR,L 4-6,WS G2,CG,4,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.000,1.12,-0.047,58.93,-1.58%,-0.36,6,CF
51,51,15,2020-10-23,LAD,@,TBR,W 6-2,WS G3,CG,4,4,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,.333,0.43,-0.011,26.79,-0.43%,-0.40,6,CF
52,52,16,2020-10-24,LAD,@,TBR,L 7-8,WS G4,CG,5,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,.000,1.61,-0.076,98.43,-3.07%,-0.99,6,DH
53,53,17,2020-10-25,LAD,@,TBR,W 4-2,WS G5,CG,4,4,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,.333,0.82,0.037,67.84,1.95%,0.21,6,CF
54,54,18,2020-10-27,LAD,,TBR,W 3-1,WS G6,CG,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,0.79,-0.073,61.29,-3.43%,-0.73,6,CF
55,55,1,2021-10-06,LAD,,STL,W 3-1,NLWC G1,CG,4,2,1,1,0,0,0,0,2,0,2,1,1,0,0,0,0,0,1.000,1.44,0.148,30.07,1.79%,0.73,8,CF
56,56,2,2021-10-08,LAD,@,SFG,L 0-4,NLDS G1,CG,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,1.13,-0.089,17.70,-0.78%,-0.72,7,CF
57,57,3,2021-10-09,LAD,@,SFG,W 9-2,NLDS G2,CG,4,4,1,1,1,0,0,2,0,0,0,3,2,0,0,0,0,0,1.000,1.17,0.090,18.62,0.93%,0.95,7,1B
58,58,4,2021-10-11,LAD,,SFG,L 0-1,NLDS G3,8-GF,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,9,1B
59,59,5,2021-10-12,LAD,,SFG,W 7-2,NLDS G4,CG,4,4,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,.500,0.96,0.054,18.69,0.58%,0.65,7,CF 1B
60,60,6,2021-10-14,LAD,@,SFG,W 2-1,NLDS G5,CG,4,4,0,1,0,0,0,1,1,0,0,2,1,0,0,0,0,0,.500,1.73,0.245,71.92,6.71%,0.88,7,CF 1B
61,61,7,2021-10-16,LAD,@,ATL,L 2-3,NLCS G1,9-GF,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.000,2.36,-0.067,61.60,-0.99%,-0.24,9,PH 1B
62,62,8,2021-10-17,LAD,@,ATL,L 4-5,NLCS G2,CG,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,.000,1.28,-0.062,33.74,-1.05%,-0.73,7,1B
63,63,9,2021-10-19,LAD,,ATL,W 6-5,NLCS G3,CG,4,3,1,1,0,0,1,3,0,0,1,1,4,0,0,0,0,0,.000,1.32,0.397,27.50,5.16%,2.27,7,1B
64,64,10,2021-10-20,LAD,,ATL,L 2-9,NLCS G4,CG,3,3,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,.333,0.71,0.014,21.82,0.29%,0.41,7,1B
65,65,11,2021-10-21,LAD,,ATL,W 11-2,NLCS G5,CG,4,4,0,3,0,0,0,0,1,0,0,1,3,0,0,0,0,0,1.000,0.49,0.008,8.93,0.08%,0.26,8,CF
66,66,12,2021-10-23,LAD,@,ATL,L 2-4,NLCS G6,CG,4,3,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,.500,1.26,0.148,49.20,3.25%,1.16,6,CF
67,67,1,2022-10-11,LAD,,SDP,W 5-3,NLDS G1,CG,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,0.63,0.011,9.87,0.10%,0.60,9,CF
68,68,2,2022-10-12,LAD,,SDP,L 3-5,NLDS G2,GS-8,3,3,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1.000,1.39,-0.019,22.16,-0.09%,-0.41,9,CF
69,69,4,2022-10-15,LAD,@,SDP,L 3-5,NLDS G4,8-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.92,-0.022,20.38,-0.27%,-0.15,8,PH CF
,,,,,,,40-29,,,267,242,29,51,7,3,9,33,14,1,25,87,91,1,0,0,0,3,.288,1.04,0.899,40.68,25.54%,2.37,,
