Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),BOP,Pos
1,1,1,2017-10-03,NYY,,MIN,W 8-4,ALWC G1,CG,5,4,3,2,0,0,1,2,0,0,1,0,5,0,0,0,0,0,.333,0.64,0.239,13.29,2.94%,2.85,,,2,RF
2,2,2,2017-10-05,NYY,@,CLE,L 0-4,ALDS G1,CG,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,,0.83,-0.015,13.01,-0.12%,-0.64,,,2,RF
3,3,3,2017-10-06,NYY,@,CLE,L 8-9 (13),ALDS G2,CG(13),6,3,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,.000,1.12,-0.043,17.94,-0.45%,-0.17,,,2,RF
4,4,4,2017-10-08,NYY,,CLE,W 1-0,ALDS G3,CG,4,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,,0.76,-0.053,7.90,-0.31%,-0.76,,,2,RF
5,5,5,2017-10-09,NYY,,CLE,W 7-3,ALDS G4,CG,5,5,0,1,1,0,0,2,0,0,0,4,2,0,0,0,0,0,1.000,0.63,0.067,12.17,0.72%,-0.22,,,2,RF
6,6,6,2017-10-11,NYY,@,CLE,W 5-2,ALDS G5,CG,5,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,.000,0.80,-0.101,33.17,-2.63%,-1.42,,,2,RF
7,7,7,2017-10-13,NYY,@,HOU,L 1-2,ALCS G1,CG,4,3,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,.500,1.41,-0.111,36.76,-1.61%,-0.76,,,2,RF
8,8,8,2017-10-14,NYY,@,HOU,L 1-2,ALCS G2,CG,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,1.25,-0.126,33.08,-1.84%,-0.79,,,2,RF
9,9,9,2017-10-16,NYY,,HOU,W 8-1,ALCS G3,CG,4,3,1,1,0,0,1,3,0,0,1,2,4,0,0,0,0,0,,0.35,0.040,7.29,0.46%,2.40,,,2,RF
10,10,10,2017-10-17,NYY,,HOU,W 6-4,ALCS G4,CG,4,3,2,2,1,0,1,2,0,1,1,1,6,0,0,0,0,0,1.000,1.47,0.251,45.05,4.53%,1.71,,,2,RF
11,11,11,2017-10-18,NYY,,HOU,W 5-0,ALCS G5,CG,4,3,1,1,1,0,0,1,0,0,1,2,2,0,0,0,0,0,1.000,0.67,0.091,27.88,2.09%,0.84,,,2,RF
12,12,12,2017-10-20,NYY,@,HOU,L 1-7,ALCS G6,CG,4,4,1,1,0,0,1,1,0,0,0,2,4,1,0,0,0,0,.000,1.03,-0.078,45.81,-2.07%,-0.30,,,2,RF
13,13,13,2017-10-21,NYY,@,HOU,L 0-4,ALCS G7,CG,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,0.79,-0.078,66.04,-3.62%,-0.98,,,2,RF
14,14,1,2018-10-03,NYY,,OAK,W 7-2,ALWC G1,CG,4,3,2,2,1,0,1,2,0,0,1,1,6,0,0,0,0,0,1.000,0.60,0.176,12.45,2.04%,2.20,,,2,RF
15,15,2,2018-10-05,NYY,@,BOS,L 4-5,ALDS G1,CG,5,5,1,3,0,0,1,1,0,0,0,1,6,0,0,0,0,0,.667,1.01,0.147,15.86,1.29%,1.59,,,2,RF
16,16,3,2018-10-06,NYY,@,BOS,W 6-2,ALDS G2,CG,5,4,2,2,0,0,1,1,0,0,1,0,5,0,0,0,0,0,.333,0.59,0.125,9.51,1.26%,1.69,,,2,RF
17,17,4,2018-10-08,NYY,,BOS,L 1-16,ALDS G3,CG,4,4,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,.333,0.37,-0.035,7.70,-0.45%,-0.12,,,2,RF
18,18,5,2018-10-09,NYY,,BOS,L 3-4,ALDS G4,CG,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,0.85,-0.016,16.41,-0.17%,-0.26,,,2,RF
