Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,BOP,Pos
1,1,1,2015-10-09,LAD,,NYM,L 1-3,NLDS G1,CG,4,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,.000,1.29,-0.078,20.19,-0.80%,-0.57,8,CF
2,2,2,2015-10-10,LAD,,NYM,W 5-2,NLDS G2,9-GF,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,9,CF
3,3,3,2015-10-12,LAD,@,NYM,L 7-13,NLDS G3,4-4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0.32,0.011,6.70,0.13%,0.12,9,PH
4,4,4,2015-10-13,LAD,@,NYM,W 3-1,NLDS G4,9-GF,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,1,CF
5,5,5,2015-10-15,LAD,,NYM,L 2-3,NLDS G5,GS-9,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.000,0.98,0.048,40.97,1.01%,0.59,8,CF
6,6,1,2016-10-07,LAD,@,WSN,W 4-3,NLDS G1,CG,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,0.65,-0.066,10.23,-0.66%,-0.73,6,CF
7,7,2,2016-10-09,LAD,@,WSN,L 2-5,NLDS G2,GS-5,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1.000,0.88,0.029,13.46,0.29%,0.43,6,CF
8,8,3,2016-10-10,LAD,,WSN,L 3-8,NLDS G3,CG,4,4,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,.500,0.74,-0.029,15.49,-0.38%,-0.17,8,CF
9,9,4,2016-10-11,LAD,,WSN,W 6-5,NLDS G4,CG,4,3,0,1,1,0,0,2,0,0,0,2,2,0,1,0,0,0,1.000,1.42,0.111,27.51,1.20%,1.64,6,CF
10,10,5,2016-10-13,LAD,@,WSN,W 4-3,NLDS G5,CG,4,3,1,2,0,0,1,1,0,0,1,0,5,0,0,0,0,0,.500,1.23,0.286,51.25,6.76%,1.77,6,CF
11,11,6,2016-10-15,LAD,@,CHC,L 4-8,NLCS G1,CG,4,4,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,.500,1.00,-0.093,26.18,-1.37%,-0.61,8,CF
12,12,7,2016-10-16,LAD,@,CHC,W 1-0,NLCS G2,CG,4,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,.000,1.00,-0.078,26.35,-1.31%,-0.61,6,CF
13,13,8,2016-10-18,LAD,,CHC,W 6-0,NLCS G3,CG,4,4,1,1,1,0,0,1,1,0,0,2,2,0,0,0,0,0,.500,0.44,-0.046,13.67,-0.79%,0.63,6,CF
