Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),BOP,Pos
1,1,1,2012-10-05,ATL,,STL,L 3-6,NLWC G1,CG,5,4,0,3,1,0,0,0,0,0,1,1,4,0,0,0,0,0,1.000,0.86,0.157,17.87,2.17%,1.23,,,5,1B
2,2,1,2013-10-03,ATL,,LAD,L 1-6,NLDS G1,CG,4,4,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,.500,0.29,-0.007,4.51,-0.04%,-0.29,,,3,1B
3,3,2,2013-10-04,ATL,,LAD,W 4-3,NLDS G2,CG,4,4,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,.250,0.66,0.040,9.99,0.31%,-0.36,,,3,1B
4,4,3,2013-10-06,ATL,@,LAD,L 6-13,NLDS G3,CG,5,4,1,2,0,0,0,0,0,0,1,1,2,0,0,0,0,0,.667,0.66,0.048,13.92,0.51%,0.49,,,3,1B
5,5,4,2013-10-07,ATL,@,LAD,L 3-4,NLDS G4,CG,4,4,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,.333,1.54,0.010,34.50,0.03%,0.02,,,3,1B
6,6,1,2018-10-04,ATL,@,LAD,L 0-6,NLDS G1,CG,4,4,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,.333,0.26,-0.004,4.07,-0.04%,-0.28,,,3,1B
7,7,2,2018-10-05,ATL,@,LAD,L 0-3,NLDS G2,CG,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,0.87,-0.110,13.85,-1.04%,-1.30,,,3,1B
8,8,3,2018-10-07,ATL,,LAD,W 6-5,NLDS G3,CG,4,4,1,1,0,0,1,1,0,0,0,0,4,0,0,0,0,0,.000,0.67,0.136,6.95,0.78%,0.44,,,3,1B
9,9,4,2018-10-08,ATL,,LAD,L 2-6,NLDS G4,CG,5,4,0,2,0,0,0,0,0,0,1,1,2,0,0,0,0,0,.667,0.50,0.048,9.63,0.56%,0.33,,,3,1B
10,10,1,2019-10-03,ATL,,STL,L 6-7,NLDS G1,CG,5,4,1,2,0,0,1,1,0,0,0,1,5,0,1,0,0,0,.500,1.00,0.089,15.67,0.86%,1.47,,,3,1B
11,11,2,2019-10-04,ATL,,STL,W 3-0,NLDS G2,CG,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,0.65,-0.045,9.91,-0.39%,-0.73,,,3,1B
12,12,3,2019-10-06,ATL,@,STL,W 3-1,NLDS G3,CG,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,2.64,-0.268,55.13,-3.14%,-1.48,,,3,1B
13,13,4,2019-10-07,ATL,@,STL,L 4-5 (10),NLDS G4,CG(10),5,5,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,.000,1.50,-0.235,29.15,-2.78%,-1.77,,,3,1B
14,14,5,2019-10-09,ATL,,STL,L 1-13,NLDS G5,CG,4,4,0,2,1,0,0,0,0,0,0,1,3,0,0,0,0,0,.667,0.08,0.002,3.23,0.06%,-0.45,,,3,1B
15,15,1,2020-09-30,ATL,,CIN,W 1-0 (13),NLWC G1,CG(13),6,4,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,.333,2.08,0.200,21.56,1.17%,0.94,,,2,1B
16,16,2,2020-10-01,ATL,,CIN,W 5-0,NLWC G2,CG,4,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,.000,1.02,-0.030,9.89,-0.17%,-0.13,,,2,1B
17,17,3,2020-10-06,ATL,,MIA,W 9-5,NLDS G1,CG,5,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,1.39,-0.130,21.78,-1.20%,-0.75,,,2,1B
18,18,4,2020-10-07,ATL,,MIA,W 2-0,NLDS G2,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.63,-0.070,10.07,-0.62%,-1.02,,,2,1B
19,19,5,2020-10-08,ATL,@,MIA,W 7-0,NLDS G3,CG,5,4,1,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,.500,0.48,0.105,4.94,0.71%,1.86,,,2,1B
20,20,6,2020-10-12,ATL,@,LAD,W 5-1,NLCS G1,CG,5,4,1,1,0,0,1,1,0,0,1,0,4,0,0,0,0,0,.000,0.71,0.079,18.54,1.33%,0.80,,,2,1B
21,21,7,2020-10-13,ATL,@,LAD,W 8-7,NLCS G2,CG,5,4,2,2,0,0,1,3,0,0,0,1,5,0,1,0,0,0,.500,0.70,0.234,18.07,3.88%,2.60,,,2,1B
22,22,8,2020-10-14,ATL,,LAD,L 3-15,NLCS G3,GS-4,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.000,0.12,0.008,2.40,0.10%,0.88,,,2,1B
23,23,9,2020-10-15,ATL,,LAD,W 10-2,NLCS G4,CG,5,5,1,2,1,0,0,2,0,0,0,1,3,0,0,0,0,0,.500,0.88,0.065,28.08,1.10%,1.00,,,2,1B
24,24,10,2020-10-16,ATL,,LAD,L 3-7,NLCS G5,CG,4,4,2,2,2,0,0,0,0,0,0,1,4,0,0,0,0,0,.667,0.80,0.041,18.81,0.58%,0.69,,,2,1B
25,25,11,2020-10-17,ATL,@,LAD,L 1-3,NLCS G6,CG,4,4,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,.500,0.86,-0.070,37.94,-1.74%,-0.58,,,2,1B
26,26,12,2020-10-18,ATL,@,LAD,L 3-4,NLCS G7,CG,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,1.19,-0.061,99.17,-2.91%,-0.29,,,2,1B
27,27,1,2021-10-08,ATL,@,MIL,L 1-2,NLDS G1,CG,4,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,.000,1.38,0.137,21.56,1.29%,0.77,,,2,1B
28,28,2,2021-10-09,ATL,@,MIL,W 3-0,NLDS G2,CG,4,3,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,.500,0.65,0.103,10.43,1.02%,0.76,,,2,1B
29,29,3,2021-10-11,ATL,,MIL,W 3-0,NLDS G3,CG,4,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.000,0.49,-0.035,10.25,-0.41%,-0.26,,,2,1B
30,30,4,2021-10-12,ATL,,MIL,W 5-4,NLDS G4,CG,5,5,1,3,1,0,1,1,0,0,0,1,7,0,0,0,0,0,.667,0.93,0.308,20.59,3.80%,0.91,,,2,1B
31,31,5,2021-10-16,ATL,,LAD,W 3-2,NLCS G1,CG,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,,1.46,-0.148,38.18,-2.24%,-1.04,,,2,1B
32,32,6,2021-10-17,ATL,,LAD,W 5-4,NLCS G2,CG,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,.000,1.78,-0.151,46.95,-2.43%,-1.12,,,2,1B
33,33,7,2021-10-19,ATL,@,LAD,L 5-6,NLCS G3,CG,5,4,1,3,0,0,0,0,0,0,1,0,3,0,0,0,0,0,.750,1.08,0.056,22.42,0.69%,0.64,,,2,1B
34,34,8,2021-10-20,ATL,@,LAD,W 9-2,NLCS G4,CG,5,4,2,2,1,0,1,2,0,0,1,1,6,0,0,0,0,0,.500,0.43,0.103,13.17,1.96%,1.92,,,2,1B
35,35,9,2021-10-21,ATL,@,LAD,L 2-11,NLCS G5,CG,4,4,1,1,0,0,1,2,0,0,0,0,4,0,0,0,0,0,.000,0.71,0.118,12.90,1.44%,0.98,,,3,1B
36,36,10,2021-10-23,ATL,,LAD,W 4-2,NLCS G6,CG,5,1,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,1,.000,0.59,-0.033,22.91,-0.72%,0.16,,,2,1B
37,37,11,2021-10-26,ATL,@,HOU,W 6-2,WS G1,CG,5,3,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,.333,0.41,-0.001,21.41,-0.02%,0.03,,,2,1B
38,38,12,2021-10-27,ATL,@,HOU,L 2-7,WS G2,CG,4,4,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,.333,0.63,0.001,32.45,0.02%,0.21,,,2,1B
39,39,13,2021-10-29,ATL,,HOU,W 2-0,WS G3,CG,4,4,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,.333,0.95,0.000,59.38,-0.02%,-0.05,,,2,1B
40,40,14,2021-10-30,ATL,,HOU,W 3-2,WS G4,CG,4,3,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,.500,1.10,-0.009,70.14,-0.33%,-0.16,,,2,1B
41,41,15,2021-10-31,ATL,,HOU,L 5-9,WS G5,CG,4,4,1,1,0,0,1,1,0,0,0,0,4,0,0,0,0,0,.000,1.10,0.027,51.54,0.55%,0.21,,,2,1B
42,42,16,2021-11-02,ATL,@,HOU,W 7-0,WS G6,CG,4,4,1,2,1,0,1,2,0,0,0,1,6,0,0,0,0,0,.500,0.29,0.023,25.91,1.34%,1.87,,,3,1B
43,43,1,2022-10-11,LAD,,SDP,W 5-3,NLDS G1,CG,4,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.000,0.47,-0.049,7.37,-0.43%,-0.58,,,3,1B
44,44,2,2022-10-12,LAD,,SDP,L 3-5,NLDS G2,CG,5,4,1,2,1,0,1,1,0,0,1,1,6,0,0,0,0,1,.500,1.35,0.128,21.51,1.34%,1.12,,,3,1B
45,45,3,2022-10-14,LAD,@,SDP,L 1-2,NLDS G3,CG,4,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.000,2.18,-0.128,45.60,-1.54%,-0.71,,,3,1B
46,46,4,2022-10-15,LAD,@,SDP,L 3-5,NLDS G4,CG,5,4,0,3,2,0,0,2,1,0,0,1,5,0,1,0,0,0,1.000,0.74,0.174,16.30,2.45%,2.01,,,3,1B
47,47,1,2023-10-07,LAD,,ARI,L 2-11,NLDS G1,CG,4,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.000,0.15,-0.003,2.28,-0.03%,0.37,,,2,1B
48,48,2,2023-10-09,LAD,,ARI,L 2-4,NLDS G2,CG,4,4,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,.333,1.52,-0.191,23.22,-1.86%,-1.17,,,2,1B
49,49,3,2023-10-11,LAD,@,ARI,L 2-4,NLDS G3,CG,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,0.93,-0.092,9.63,-0.53%,-0.90,,,2,1B
50,50,1,2024-10-05,LAD,,SDP,W 7-5,NLDS G1,CG,5,5,0,2,0,0,0,0,1,0,0,1,2,0,0,0,0,0,.500,1.36,-0.011,21.30,-0.04%,-0.32,11.00,12.00,3,1B
51,51,2,2024-10-06,LAD,,SDP,L 2-10,NLDS G2,GS-6,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,0.78,-0.039,12.38,-0.38%,-0.33,0.00,0.00,3,1B
52,52,3,2024-10-08,LAD,@,SDP,L 5-6,NLDS G3,GS-8,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.250,1.04,-0.050,21.75,-0.61%,-0.91,3.00,3.00,3,1B
53,53,5,2024-10-11,LAD,,SDP,W 2-0,NLDS G5,GS-9,3,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.333,0.65,-0.027,27.09,-0.64%,-0.33,3.00,3.00,3,1B
54,54,6,2024-10-13,LAD,,NYM,W 9-0,NLCS G1,GS-8,4,3,1,2,0,0,0,1,0,0,1,0,2,0,0,0,0,0,.667,0.46,0.072,11.94,1.05%,1.44,12.00,15.70,3,1B
55,55,7,2024-10-14,LAD,,NYM,L 3-7,NLCS G2,CG,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,0.84,-0.008,22.13,-0.12%,-0.25,0.00,0.00,4,1B
56,56,8,2024-10-16,LAD,@,NYM,W 8-0,NLCS G3,GS-8,5,5,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,.250,0.48,-0.047,15.04,-0.90%,-1.00,3.00,3.00,3,1B
57,57,10,2024-10-18,LAD,@,NYM,L 6-12,NLCS G5,CG,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,0.74,-0.132,13.65,-1.48%,-2.01,0.00,0.00,4,1B
58,58,12,2024-10-25,LAD,,NYY,W 6-3 (10),WS G1,CG(10),5,5,1,2,0,1,1,4,0,0,0,0,7,0,0,0,0,0,.250,3.09,0.647,161.41,19.65%,2.99,28.00,38.20,3,1B
59,59,13,2024-10-26,LAD,,NYY,W 4-2,WS G2,CG,4,4,1,1,0,0,1,1,0,0,0,0,4,0,0,0,0,0,.000,0.41,0.048,21.39,1.42%,0.34,14.00,18.70,4,1B
60,60,14,2024-10-28,LAD,@,NYY,W 4-2,WS G3,CG,4,3,1,1,0,0,1,2,0,0,1,0,4,0,0,0,0,0,.000,0.64,0.203,26.77,5.39%,2.22,18.00,25.20,3,1B
61,61,15,2024-10-29,LAD,@,NYY,L 4-11,WS G4,CG,4,4,1,1,0,0,1,3,0,0,0,0,4,0,0,0,0,0,.000,1.37,0.103,26.64,1.34%,1.30,18.00,25.70,3,1B
62,62,16,2024-10-30,LAD,@,NYY,W 7-6,WS G5,CG,5,4,1,1,0,0,0,2,0,0,1,1,1,0,0,0,0,0,.333,1.25,0.063,45.80,1.17%,0.90,11.00,16.20,3,1B
,,,,,,,32-30,,,268,231,31,64,12,1,14,36,3,0,32,50,120,4,4,0,1,3,.298,0.95,1.392,25.05,31.27%,13.33,121.00,160.70,,
