Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,BOP,Pos
1,1,1,2013-10-02,CLE,,TBR,L 0-4,ALWC G1,CG,4,4,0,2,1,0,0,0,0,0,0,1,3,0,0,0,0,0,.667,0.78,0.023,16.30,0.35%,0.22,4,DH
2,2,1,2016-10-06,CLE,,BOS,W 5-4,ALDS G1,CG,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,0.93,-0.016,14.50,-0.08%,-0.35,1,DH
3,3,2,2016-10-07,CLE,,BOS,W 6-0,ALDS G2,CG,4,4,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,.333,0.32,0.011,5.08,0.09%,-0.40,5,DH
4,4,3,2016-10-10,CLE,@,BOS,W 4-3,ALDS G3,CG,4,4,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,.333,0.87,-0.036,9.00,-0.21%,-0.45,1,DH
5,5,4,2016-10-14,CLE,,TOR,W 2-0,ALCS G1,CG,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.250,0.74,-0.020,19.20,-0.30%,-0.24,1,DH
6,6,5,2016-10-15,CLE,,TOR,W 2-1,ALCS G2,CG,3,2,1,1,0,0,1,1,0,0,1,1,4,0,0,0,0,0,,0.74,0.090,19.66,1.33%,0.88,5,DH
7,7,6,2016-10-17,CLE,@,TOR,W 4-2,ALCS G3,CG,5,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,0.77,-0.043,16.04,-0.53%,-0.88,1,DH
8,8,7,2016-10-18,CLE,@,TOR,L 1-5,ALCS G4,CG,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,1.07,-0.140,10.29,-0.79%,-1.27,1,DH
9,9,8,2016-10-19,CLE,@,TOR,W 3-0,ALCS G5,CG,4,4,1,1,0,0,1,1,0,0,0,0,4,0,0,0,0,0,.000,0.52,0.067,9.31,0.81%,0.42,1,1B
10,10,9,2016-10-25,CLE,,CHC,W 6-0,WS G1,CG,4,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,,0.56,0.029,29.38,0.85%,0.10,5,DH
11,11,10,2016-10-26,CLE,,CHC,L 1-5,WS G2,CG,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,0.87,-0.091,45.90,-3.11%,-1.16,1,DH
12,12,11,2016-10-28,CLE,@,CHC,W 1-0,WS G3,GS-5,3,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,,1.00,0.016,62.49,0.69%,0.12,1,LF
13,13,12,2016-10-29,CLE,@,CHC,W 7-2,WS G4,GS-7,4,4,1,3,0,0,1,1,0,0,0,1,6,0,0,0,0,0,1.000,0.79,0.118,48.31,4.12%,1.51,4,1B
14,14,13,2016-10-30,CLE,@,CHC,L 2-3,WS G5,CG,4,4,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,.250,1.57,-0.076,56.85,-1.53%,-0.14,5,LF
15,15,14,2016-11-01,CLE,,CHC,L 3-9,WS G6,CG,5,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.000,0.31,-0.047,23.93,-2.34%,-0.65,1,DH
16,16,15,2016-11-02,CLE,,CHC,L 7-8 (10),WS G7,CG(10),5,4,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,.250,1.38,0.064,229.72,6.87%,1.46,1,DH
17,17,1,2017-10-05,CLE,,NYY,W 4-0,ALDS G1,CG,4,3,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,.500,0.47,0.074,7.29,0.65%,0.73,6,1B
18,18,2,2017-10-06,CLE,,NYY,W 9-8 (13),ALDS G2,CG(13),6,5,1,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,.200,1.55,-0.014,24.81,-0.11%,0.91,5,1B
19,19,3,2017-10-08,CLE,@,NYY,L 0-1,ALDS G3,CG,4,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,.333,2.04,-0.095,21.14,-0.51%,0.09,5,1B
20,20,4,2017-10-09,CLE,@,NYY,L 3-7,ALDS G4,CG,4,4,1,1,0,0,1,2,0,0,0,1,4,0,0,0,0,0,.000,0.73,0.024,14.10,0.19%,0.98,5,1B
21,21,5,2017-10-11,CLE,,NYY,L 2-5,ALDS G5,CG,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,1.11,-0.129,46.25,-3.45%,-0.93,5,1B
22,22,1,2020-09-29,CLE,,NYY,L 3-12,ALWC G1,CG,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,0.90,-0.104,9.33,-0.69%,-1.30,4,1B
23,23,2,2020-09-30,CLE,,NYY,L 9-10,ALWC G2,CG,5,4,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,.000,0.96,-0.136,10.61,-0.82%,-2.06,4,1B
24,24,1,2022-10-07,SEA,@,TOR,W 4-0,ALWC G1,CG,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,0.27,-0.033,2.83,-0.22%,-1.26,6,DH
25,25,2,2022-10-08,SEA,@,TOR,W 10-9,ALWC G2,GS-9,5,4,1,2,1,0,1,3,0,0,1,2,6,0,0,0,0,1,1.000,1.50,0.036,16.57,0.23%,2.81,7,DH
26,26,3,2022-10-11,SEA,@,HOU,L 7-8,ALDS G1,CG,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,0.62,-0.065,9.71,-0.64%,-1.09,6,DH
27,27,4,2022-10-13,SEA,@,HOU,L 2-4,ALDS G2,GS-8,4,3,0,1,1,0,0,1,0,0,1,1,2,0,0,0,0,0,.500,1.30,0.085,20.74,0.81%,0.44,5,DH
28,28,5,2022-10-15,SEA,,HOU,L 0-1 (18),ALDS G3,GS-17,7,7,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,.400,1.92,-0.124,19.96,-0.72%,-1.00,6,DH
29,29,1,2023-10-03,MIL,,ARI,L 3-6,NLWC G1,CG,5,5,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,.250,1.23,-0.064,12.74,-0.45%,-0.36,3,1B
