Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,BOP,Pos
1,1,1,2018-10-04,MIL,,COL,W 3-2 (10),NLDS G1,CG(10),5,3,2,2,0,0,1,2,1,0,2,0,5,0,0,0,0,0,.500,1.21,0.391,18.92,3.43%,3.21,2,RF
2,2,2,2018-10-05,MIL,,COL,W 4-0,NLDS G2,CG,4,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.000,0.86,0.026,13.68,0.22%,0.45,2,RF
3,3,3,2018-10-07,MIL,@,COL,W 6-0,NLDS G3,CG,5,3,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,.000,0.53,-0.012,5.51,-0.09%,0.30,2,RF LF
4,4,4,2018-10-12,MIL,,LAD,W 6-5,NLCS G1,CG,5,4,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,.000,0.79,-0.018,20.63,-0.28%,-1.06,2,RF
5,5,5,2018-10-13,MIL,,LAD,L 3-4,NLCS G2,CG,5,4,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,.250,1.88,-0.173,49.61,-2.87%,-0.50,2,RF
6,6,6,2018-10-15,MIL,@,LAD,W 4-0,NLCS G3,CG,4,3,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,.333,0.57,-0.010,17.95,-0.24%,0.25,2,RF
7,7,7,2018-10-16,MIL,@,LAD,L 1-2 (13),NLCS G4,CG(13),6,5,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,.250,1.43,-0.077,43.68,-1.14%,-0.34,2,RF
8,8,8,2018-10-17,MIL,@,LAD,L 2-5,NLCS G5,CG,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,1.16,-0.150,48.01,-3.84%,-1.59,2,RF
9,9,9,2018-10-19,MIL,,LAD,W 7-2,NLCS G6,CG,5,4,1,1,1,0,0,0,0,0,1,1,2,0,0,0,0,0,.333,0.47,-0.005,21.00,-0.20%,0.51,2,RF
10,10,10,2018-10-20,MIL,,LAD,L 1-5,NLCS G7,CG,4,4,1,1,0,0,1,1,0,0,0,1,4,1,0,0,0,0,.000,1.14,-0.047,94.58,-3.17%,-0.25,2,RF
11,11,1,2020-09-30,MIL,@,LAD,L 2-4,NLWC G1,CG,5,5,0,2,1,0,0,0,0,0,0,2,3,0,0,0,0,0,.667,1.00,-0.010,10.39,-0.05%,-0.32,1,LF
12,12,2,2020-10-01,MIL,@,LAD,L 0-3,NLWC G2,CG,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,0.91,-0.106,8.82,-0.58%,-0.97,2,LF
13,13,1,2021-10-08,MIL,,ATL,W 2-1,NLDS G1,CG,4,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.000,0.75,-0.054,11.67,-0.48%,-0.29,3,LF
14,14,2,2021-10-09,MIL,,ATL,L 0-3,NLDS G2,CG,4,3,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1.000,0.83,0.026,13.18,0.24%,0.25,5,LF
15,15,3,2021-10-11,MIL,@,ATL,L 0-3,NLDS G3,CG,4,4,0,1,0,0,0,0,1,0,0,2,1,1,0,0,0,0,.500,1.16,-0.113,24.31,-1.34%,-1.33,3,LF
16,16,4,2021-10-12,MIL,@,ATL,L 4-5,NLDS G4,CG,5,5,1,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,.500,1.57,-0.139,34.81,-1.75%,-0.81,3,LF
17,17,1,2023-10-03,MIL,,ARI,L 3-6,NLWC G1,CG,5,3,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,.500,1.05,0.046,10.90,0.29%,0.69,1,LF
18,18,2,2023-10-04,MIL,,ARI,L 2-5,NLWC G2,CG,5,5,1,3,1,0,0,0,1,0,0,0,4,0,0,0,0,0,.600,0.81,0.115,8.89,0.79%,1.04,1,LF
,,,,,,,7-11,,,83,68,10,16,3,0,2,3,4,0,15,20,25,3,0,0,0,1,.304,1.02,-0.310,25.36,-11.06%,-0.76,,
