Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),BOP,Pos
1,1,1,2020-09-29,TBR,,TOR,W 3-1,ALWC G1,5-8,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0.42,-0.011,4.36,-0.06%,-0.10,,,1,PH DH
2,2,2,2020-09-30,TBR,,TOR,W 8-2,ALWC G2,CG,4,4,1,1,0,0,1,4,0,0,0,2,4,0,0,0,0,0,.000,0.74,0.152,7.16,0.83%,3.27,,,6,RF
3,3,6,2020-10-08,TBR,@,NYY,L 1-5,ALDS G4,7-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.32,-0.008,6.23,-0.09%,-0.11,,,8,PH RF
4,4,8,2020-10-11,TBR,,HOU,W 2-1,ALCS G1,CG,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,,1.14,-0.112,29.70,-1.72%,-1.26,,,5,RF
5,5,9,2020-10-12,TBR,,HOU,W 4-2,ALCS G2,9-GF,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,3,RF
6,6,10,2020-10-13,TBR,@,HOU,W 5-2,ALCS G3,6-GF,2,2,0,1,1,0,0,2,0,0,0,0,2,0,0,0,0,0,.500,0.96,0.093,19.90,1.23%,1.73,,,9,PH RF
7,7,13,2020-10-16,TBR,,HOU,L 4-7,ALCS G6,GS-8,3,3,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1.000,0.54,-0.010,21.17,-0.17%,-0.08,,,3,RF
8,8,15,2020-10-20,TBR,@,LAD,L 3-8,WS G1,GS-7,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,1.34,-0.064,69.97,-2.02%,-0.66,,,4,RF
9,9,16,2020-10-21,TBR,@,LAD,W 6-4,WS G2,9-GF,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,1,PR DH
10,10,18,2020-10-24,TBR,,LAD,W 8-7,WS G4,CG,4,4,1,1,0,0,1,1,0,0,0,1,4,0,0,0,0,0,.000,1.87,-0.036,114.32,-1.35%,0.19,,,7,RF 1B
11,11,19,2020-10-25,TBR,,LAD,L 2-4,WS G5,GS-7,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,1.46,0.024,120.74,0.96%,0.21,,,5,RF
12,12,20,2020-10-27,TBR,@,LAD,L 1-3,WS G6,8-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,1.59,-0.040,123.88,-1.76%,-0.17,,,3,PH DH
13,13,1,2021-10-05,BOS,,NYY,W 6-2,ALWC G1,CG,4,3,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1.000,0.40,0.005,8.23,0.06%,0.12,,,6,RF
14,14,2,2021-10-07,BOS,@,TBR,L 0-5,ALDS G1,CG,4,4,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,.250,0.94,-0.045,14.65,-0.41%,-1.19,,,5,RF
15,15,3,2021-10-08,BOS,@,TBR,W 14-6,ALDS G2,CG,5,5,1,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,.250,0.64,-0.188,10.17,-1.90%,-1.72,,,7,RF
16,16,4,2021-10-10,BOS,,TBR,W 6-4 (13),ALDS G3,CG(13),6,4,1,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,.500,1.39,0.027,29.00,0.25%,0.57,,,7,RF
17,17,5,2021-10-11,BOS,,TBR,W 6-5,ALDS G4,CG,4,4,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,.333,1.00,-0.178,22.03,-2.24%,-0.84,,,7,RF
18,18,6,2021-10-15,BOS,@,HOU,L 4-5,ALCS G1,GS-8,3,3,0,1,1,0,0,1,0,0,0,1,2,0,0,0,0,0,.500,1.66,0.050,43.42,0.92%,0.60,,,6,RF
19,19,7,2021-10-16,BOS,@,HOU,W 9-5,ALCS G2,CG,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,.000,0.12,-0.013,3.24,-0.22%,-0.85,,,7,RF
20,20,8,2021-10-18,BOS,,HOU,W 12-3,ALCS G3,CG,4,2,2,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,.000,0.47,0.017,14.85,0.29%,0.24,,,7,RF
