Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),BOP,Pos
1,1,1,2022-10-07,PHI,@,STL,W 6-3,NLWC G1,CG,4,2,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,.000,1.26,0.037,13.02,0.21%,0.66,,,8,SS
2,2,2,2022-10-08,PHI,@,STL,W 2-0,NLWC G2,CG,3,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.000,1.22,-0.031,13.48,-0.22%,-0.34,,,9,SS
3,3,4,2022-10-12,PHI,@,ATL,L 0-3,NLDS G2,CG,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,1.00,-0.078,15.26,-0.67%,-0.70,,,9,SS
4,4,5,2022-10-14,PHI,,ATL,W 9-1,NLDS G3,CG,4,4,1,1,1,0,0,1,0,0,0,0,2,1,0,0,0,0,.250,0.49,0.072,10.20,0.85%,-0.23,,,9,SS
5,5,6,2022-10-15,PHI,,ATL,W 8-3,NLDS G4,CG,4,4,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,.500,0.68,-0.027,14.95,-0.34%,-0.44,,,7,SS
6,6,7,2022-10-18,PHI,@,SDP,W 2-0,NLCS G1,CG,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.53,-0.040,13.92,-0.65%,-0.41,,,7,SS
7,7,8,2022-10-19,PHI,@,SDP,L 5-8,NLCS G2,7-GF,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0.55,-0.014,14.16,-0.20%,-0.15,,,9,PH SS
8,8,9,2022-10-21,PHI,,SDP,W 4-2,NLCS G3,CG,3,3,1,2,2,0,0,0,0,0,0,0,4,0,0,0,0,0,.667,0.76,0.059,23.81,1.03%,0.46,,,7,SS
9,9,10,2022-10-22,PHI,,SDP,W 10-6,NLCS G4,CG,4,4,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,.500,0.92,0.012,29.24,0.25%,-0.38,,,7,SS
10,10,11,2022-10-23,PHI,,SDP,W 4-3,NLCS G5,CG,4,4,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,.333,1.03,0.077,24.32,1.25%,0.00,,,7,SS
11,11,12,2022-10-28,PHI,@,HOU,W 6-5 (10),WS G1,CG(10),5,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,.000,1.10,-0.063,57.43,-1.83%,-0.31,,,7,SS
12,12,13,2022-10-29,PHI,@,HOU,L 2-5,WS G2,8-GF,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,0.44,0.010,22.66,0.30%,0.07,,,9,PH SS
13,13,14,2022-11-01,PHI,,HOU,W 7-0,WS G3,CG,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,0.21,-0.016,13.16,-0.57%,-0.91,,,7,SS
14,14,15,2022-11-02,PHI,,HOU,L 0-5,WS G4,CG,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,0.57,-0.047,36.22,-1.74%,-0.63,,,7,SS
15,15,16,2022-11-03,PHI,,HOU,L 2-3,WS G5,CG,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,1.86,-0.044,154.59,-1.95%,-0.56,,,7,SS
16,16,17,2022-11-05,PHI,@,HOU,L 1-4,WS G6,8-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.84,-0.021,65.57,-0.92%,-0.22,,,8,PH SS
17,17,1,2023-10-03,PHI,,MIA,W 4-1,NLWC G1,CG,4,4,1,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,.500,0.63,-0.023,6.52,-0.13%,-0.98,,,7,2B
18,18,2,2023-10-04,PHI,,MIA,W 7-1,NLWC G2,CG,4,4,1,1,0,0,1,4,0,0,0,3,4,0,0,0,0,0,,0.58,0.009,5.68,0.06%,2.01,,,7,2B
19,19,3,2023-10-07,PHI,@,ATL,W 3-0,NLDS G1,CG,4,3,0,2,0,0,0,1,1,0,1,1,2,0,0,0,0,0,1.000,0.94,0.116,14.76,1.16%,1.05,,,5,2B
20,20,4,2023-10-09,PHI,@,ATL,L 4-5,NLDS G2,CG,4,3,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,.333,1.08,-0.056,16.59,-0.55%,-0.70,,,7,2B
21,21,5,2023-10-11,PHI,,ATL,W 10-2,NLDS G3,CG,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,0.31,-0.010,6.43,-0.12%,-0.50,,,5,2B
22,22,6,2023-10-12,PHI,,ATL,W 3-1,NLDS G4,CG,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,.000,1.31,-0.140,28.95,-1.75%,-1.66,,,5,2B
23,23,7,2023-10-16,PHI,,ARI,W 5-3,NLCS G1,CG,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,0.48,-0.016,12.40,-0.23%,-0.15,,,5,2B
24,24,8,2023-10-17,PHI,,ARI,W 10-0,NLCS G2,CG,4,4,2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,.500,0.44,-0.019,11.61,-0.29%,0.20,,,5,2B
25,25,9,2023-10-19,PHI,@,ARI,L 1-2,NLCS G3,CG,3,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,.000,1.55,-0.211,32.22,-2.69%,-1.58,,,5,2B
26,26,10,2023-10-20,PHI,@,ARI,L 5-6,NLCS G4,CG,4,3,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,.000,1.05,-0.044,32.24,-0.74%,-0.32,,,5,2B
27,27,11,2023-10-21,PHI,@,ARI,W 6-1,NLCS G5,CG,4,4,0,2,0,0,0,1,1,0,0,1,2,0,0,0,0,0,.667,0.72,0.089,30.00,2.34%,0.98,,,5,2B
28,28,12,2023-10-23,PHI,,ARI,L 1-5,NLCS G6,CG,4,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,.250,1.00,-0.046,39.30,-1.02%,-0.64,,,5,2B
29,29,13,2023-10-24,PHI,,ARI,L 2-4,NLCS G7,CG,4,4,0,1,1,0,0,1,0,0,0,1,2,0,0,0,0,0,.333,1.28,0.045,106.25,1.68%,0.49,,,5,2B
30,30,1,2024-10-05,PHI,,NYM,L 2-6,NLDS G1,CG,4,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.000,0.50,-0.013,7.83,-0.13%,-0.32,2.00,3.00,6,2B
31,31,2,2024-10-06,PHI,,NYM,W 7-6,NLDS G2,CG,4,4,1,2,0,1,0,2,0,1,0,2,4,0,0,0,0,0,1.000,1.66,0.362,25.37,3.11%,1.31,17.00,22.20,5,2B
32,32,3,2024-10-08,PHI,@,NYM,L 2-7,NLDS G3,9-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0.06,-0.002,1.25,-0.02%,-0.15,0.00,0.00,7,PH
33,33,4,2024-10-09,PHI,@,NYM,L 1-4,NLDS G4,CG,4,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.000,1.44,-0.038,31.85,-0.63%,-0.43,2.00,3.00,7,2B
,,,,,,,19-14,,,115,101,9,19,5,1,1,14,5,1,13,30,29,2,0,0,1,0,.254,0.91,-0.111,28.22,-5.15%,-5.46,21.00,28.20,,
