Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,HBP,SH,BOP,Pos
1,1,4,1972-10-11,OAK,@,DET,L 3-4 (10),ALCS G4,10-GF(10),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,P
2,2,10,1972-10-20,OAK,,CIN,L 4-5,WS G5,9-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,P
3,3,11,1972-10-21,OAK,@,CIN,L 1-8,WS G6,7-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,P
,,,,,,,0-3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
