Rk,Gcar,Gtm,Date,Team,,Opp,Result,Series,Inngs,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BAbip,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),BOP,Pos
1,1,1,2016-10-07,WSN,,LAD,L 3-4,NLDS G1,CG,5,3,0,0,0,0,0,1,0,0,1,3,0,0,0,0,1,0,.000,1.51,-0.095,23.70,-0.97%,-0.44,,,1,CF
2,2,2,2016-10-09,WSN,,LAD,W 5-2,NLDS G2,CG,4,4,1,2,0,0,0,0,1,0,0,2,2,0,0,0,0,0,1.000,0.85,0.054,13.00,0.48%,0.41,,,1,CF
3,3,3,2016-10-10,WSN,@,LAD,W 8-3,NLDS G3,CG,5,5,1,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,.500,0.79,-0.029,16.58,-0.42%,-0.39,,,1,CF
4,4,4,2016-10-11,WSN,@,LAD,L 5-6,NLDS G4,CG,5,5,3,3,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1.000,1.09,0.031,21.15,0.39%,0.65,,,1,CF
5,5,5,2016-10-13,WSN,,LAD,L 3-4,NLDS G5,CG,5,5,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,.250,1.70,-0.143,70.63,-3.88%,-0.38,,,1,2B CF
6,6,1,2017-10-06,WSN,,CHC,L 0-3,NLDS G1,CG,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,0.89,-0.093,13.99,-0.84%,-0.87,,,1,SS
7,7,2,2017-10-07,WSN,,CHC,W 6-3,NLDS G2,CG,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,2.12,-0.212,32.39,-2.02%,-1.54,,,1,SS
8,8,3,2017-10-09,WSN,@,CHC,L 1-2,NLDS G3,CG,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,1.17,-0.125,24.44,-1.48%,-0.98,,,1,SS
9,9,4,2017-10-11,WSN,@,CHC,W 5-0,NLDS G4,CG,5,3,1,1,1,0,0,0,0,0,2,0,2,0,0,0,0,0,.333,0.96,0.048,21.47,0.69%,0.65,,,1,SS
10,10,5,2017-10-12,WSN,,CHC,L 8-9,NLDS G5,CG,6,6,0,2,0,0,0,0,1,0,0,2,2,0,0,0,0,0,.500,1.28,-0.017,53.27,-0.43%,0.25,,,1,SS
